inertia,acc_coef_1,acc_coef_2,swarm_size,num_iters,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
0.4,1.95,2.2,150,50,rastrigin,3,0.0,5.78117e-05,9.53674e-06,0.175056,0.904974
0.4,2.0,2.2,150,50,rastrigin,3,0.0,0.000213027,3.8147e-05,0.207108,1.12081
0.4,2.3,2.2,150,50,rastrigin,3,0.0,0.00572611,0.00115585,0.336016,1.161
0.4,0.95,2.15,150,50,rastrigin,3,0.0,1.53828e-05,0.0,0.398672,0.691127
0.4,2.2,2.15,150,50,rastrigin,3,0.0,0.0009056,0.000181198,0.24391,0.911011
0.4,2.55,2.15,150,50,rastrigin,3,0.0,0.0958218,0.0177498,0.448777,0.916804
0.4,0.95,2.1,150,50,rastrigin,3,0.0,2.62737e-06,0.0,0.398952,0.688609
0.4,1.0,2.1,150,50,rastrigin,3,0.0,8.53538e-07,0.0,0.394312,0.85379
0.4,1.05,2.1,150,50,rastrigin,3,0.0,3.30448e-06,0.0,0.361661,0.821307
0.4,2.0,2.1,150,50,rastrigin,3,0.0,2.98452e-05,3.8147e-06,0.197061,1.13353
0.4,0.9,2.05,150,50,rastrigin,3,0.0,0.0226252,0.0,0.434684,0.790827
0.4,0.95,2.05,150,50,rastrigin,3,0.0,0.0780932,0.0,0.450773,0.713262
0.4,1.0,2.05,150,50,rastrigin,3,0.0,0.0151539,0.0,0.425015,0.802332
0.4,2.6,2.05,150,50,rastrigin,3,0.0,0.0354573,0.00724697,0.4006,0.904715
0.4,2.75,2.05,150,50,rastrigin,3,0.0,0.15163,0.0318022,0.49555,0.994141
0.4,1.0,2.0,150,50,rastrigin,3,0.0,3.37601e-05,0.0,0.412643,0.743843
0.4,1.9,2.0,150,50,rastrigin,3,0.0,3.67165e-06,0.0,0.164531,0.867403
0.4,2.75,2.0,150,50,rastrigin,3,0.0,0.0781253,0.0155544,0.460547,1.01336
0.4,1.95,1.95,150,50,rastrigin,3,0.0,3.46184e-06,0.0,0.180909,0.867662
0.4,1.05,1.9,150,50,rastrigin,3,0.0,0.00262547,0.0,0.424309,0.793308
0.4,2.05,1.9,150,50,rastrigin,3,0.0,4.41551e-06,0.0,0.142537,0.908389
0.4,2.1,1.9,150,50,rastrigin,3,0.0,8.3828e-06,0.0,0.164247,0.918804
0.4,0.95,1.85,150,50,rastrigin,3,0.0,0.159269,0.0,0.539841,0.695569
0.4,1.05,1.85,150,50,rastrigin,3,0.0,0.000131831,0.0,0.41684,0.755594
0.4,2.35,1.85,150,50,rastrigin,3,0.0,2.37656e-05,5.72205e-06,0.187152,0.860046
0.4,1.1,1.8,150,50,rastrigin,3,0.0,0.000169563,0.0,0.433949,0.805493
