inertia,acc_coef_1,acc_coef_2,swarm_size,num_iters,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
0.4,2.15,0.6,450,150,rastrigin,6,0.0,9.15051e-06,0.0,0.13671,15.5482
0.4,2.25,0.6,450,150,rastrigin,6,0.0,5.65529e-06,0.0,0.104826,16.8543
0.4,2.3,0.6,450,150,rastrigin,6,0.0,9.58443e-07,0.0,0.164533,17.0499
0.4,2.35,0.6,450,150,rastrigin,6,0.0,2.26974e-06,0.0,0.0911893,12.9558
0.4,1.4,0.55,450,150,rastrigin,6,0.0,0.00378948,4.19617e-05,0.403886,13.7721
0.4,1.8,0.55,450,150,rastrigin,6,0.0,0.000323992,2.95639e-05,0.214814,13.1826
0.4,1.85,0.55,450,150,rastrigin,6,0.0,0.00101827,0.000139236,0.236494,13.6008
0.4,2.0,0.55,450,150,rastrigin,6,0.0,0.000866599,8.67844e-05,0.189058,13.423
0.4,2.05,0.55,450,150,rastrigin,6,0.0,0.00026648,3.05176e-05,0.143295,13.1913
0.4,2.1,0.55,450,150,rastrigin,6,0.0,0.000616345,5.24521e-05,0.194045,13.228
0.5,0.65,3.0,450,150,rastrigin,6,0.0,0.000543132,0.0,1.18623,14.0878
0.5,1.0,3.0,450,150,rastrigin,6,0.0,0.00613801,0.00073719,0.400653,15.1437
0.5,1.1,3.0,450,150,rastrigin,6,0.0,0.034454,0.00423145,0.467137,16.4895
0.5,1.15,3.0,450,150,rastrigin,6,0.0,0.0848969,0.0127592,0.504743,17.1051
0.5,0.9,2.95,450,150,rastrigin,6,0.0,0.000669084,1.90735e-05,0.361217,11.7669
0.5,0.95,2.95,450,150,rastrigin,6,0.0,0.00179144,5.24521e-05,0.388243,16.0217
0.5,1.1,2.95,450,150,rastrigin,6,0.0,0.0104735,0.00113583,0.422336,16.4317
0.5,1.2,2.95,450,150,rastrigin,6,0.0,0.0314702,0.00633907,0.480501,14.9391
0.5,0.75,2.9,450,150,rastrigin,6,0.0,0.0911025,0.0,0.469409,15.0327
0.5,0.8,2.9,450,150,rastrigin,6,0.0,0.00151107,0.0,0.439826,11.4326
0.5,0.85,2.9,450,150,rastrigin,6,0.0,0.000104871,0.0,0.378796,11.5852
0.5,1.1,2.9,450,150,rastrigin,6,0.0,0.00331551,0.000179291,0.393855,16.4741
0.5,1.15,2.9,450,150,rastrigin,6,0.0,0.00318507,0.000391006,0.395472,16.5589
0.5,1.25,2.9,450,150,rastrigin,6,0.0,0.100058,0.00844097,0.501109,17.1844
0.5,0.95,2.85,450,150,rastrigin,6,0.0,0.000124445,0.0,0.378461,15.6758
0.5,1.0,2.85,450,150,rastrigin,6,0.0,0.000174756,5.72205e-06,0.372663,14.4098
0.5,0.9,2.8,450,150,rastrigin,6,0.0,0.000210009,0.0,0.442239,11.4355
0.5,0.95,2.8,450,150,rastrigin,6,0.0,0.00560006,0.0,0.431375,15.1366
0.5,1.0,2.8,450,150,rastrigin,6,0.0,3.56483e-05,0.0,0.358477,14.4251
0.5,1.1,2.8,450,150,rastrigin,6,0.0,0.000159736,7.62939e-06,0.336251,15.7744
0.5,0.95,2.75,450,150,rastrigin,6,0.0,0.0339123,0.0,0.467113,15.1736
0.5,1.0,2.75,450,150,rastrigin,6,0.0,0.000170336,0.0,0.379343,14.2554
0.5,1.1,2.75,450,150,rastrigin,6,0.0,0.000256376,1.90735e-06,0.375768,15.7216
0.5,1.2,2.75,450,150,rastrigin,6,0.0,0.00127295,2.67029e-05,0.365142,14.6011
0.5,1.35,2.75,450,150,rastrigin,6,0.0,0.0246478,0.000873566,0.460106,16.6755
0.5,0.9,2.7,450,150,rastrigin,6,0.0,0.185748,0.0,0.567589,11.0653
0.5,0.95,2.7,450,150,rastrigin,6,0.0,0.103868,0.0,0.515532,15.023
0.5,1.1,2.7,450,150,rastrigin,6,0.0,8.32415e-05,0.0,0.372587,15.543
0.5,1.15,2.7,450,150,rastrigin,6,0.0,0.000113101,0.0,0.32821,15.6945
0.5,1.2,2.7,450,150,rastrigin,6,0.0,0.000789595,5.72205e-06,0.374662,14.4095
0.5,1.25,2.7,450,150,rastrigin,6,0.0,0.000227103,8.58307e-06,0.356224,16.1145
0.5,1.45,2.7,450,150,rastrigin,6,0.0,0.0622979,0.00192356,0.510442,15.0937
0.5,1.1,2.65,450,150,rastrigin,6,0.0,0.0010385,0.0,0.412299,15.3769
0.5,1.15,2.65,450,150,rastrigin,6,0.0,1.83487e-05,0.0,0.35165,15.6052
0.5,1.2,2.65,450,150,rastrigin,6,0.0,0.000464835,0.0,0.440084,14.0641
0.5,1.45,2.65,450,150,rastrigin,6,0.0,0.00401261,0.000203133,0.389483,14.7073
0.5,1.15,2.6,450,150,rastrigin,6,0.0,2.62785e-05,0.0,0.356827,15.277
0.5,1.2,2.6,450,150,rastrigin,6,0.0,3.19147e-05,0.0,0.335926,13.9155
0.5,1.25,2.6,450,150,rastrigin,6,0.0,6.31571e-05,0.0,0.363284,15.8027
0.5,1.5,2.6,450,150,rastrigin,6,0.0,0.020266,0.000461578,0.480301,14.8329
0.5,1.2,2.55,450,150,rastrigin,6,0.0,0.000162354,0.0,0.376757,13.8221
0.5,1.3,2.55,450,150,rastrigin,6,0.0,0.000379672,0.0,0.381152,14.0253
0.5,1.45,2.55,450,150,rastrigin,6,0.0,0.00161612,2.57492e-05,0.410711,12.0316
0.5,1.5,2.55,450,150,rastrigin,6,0.0,0.00536373,6.48499e-05,0.413508,14.9197
0.5,1.55,2.55,450,150,rastrigin,6,0.0,0.00335,0.000219345,0.407318,12.4271
0.5,1.6,2.55,450,150,rastrigin,6,0.0,0.0600961,0.000977516,0.48522,15.3407
0.5,1.2,2.5,450,150,rastrigin,6,0.0,0.000134845,0.0,0.408109,13.6909
0.5,1.3,2.5,450,150,rastrigin,6,0.0,2.11859e-05,0.0,0.350156,13.8169
0.5,1.45,2.5,450,150,rastrigin,6,0.0,0.000670633,3.8147e-06,0.399975,12.342
0.5,1.5,2.5,450,150,rastrigin,6,0.0,0.000177989,5.72205e-06,0.326516,14.2649
0.5,1.65,2.5,450,150,rastrigin,6,0.0,0.0167756,0.000789642,0.453847,15.522
0.5,1.7,2.5,450,150,rastrigin,6,0.0,0.123186,0.00431728,0.551457,15.1598
0.5,1.25,2.45,450,150,rastrigin,6,0.0,0.0132643,0.0,0.429475,15.3507
0.5,1.35,2.45,450,150,rastrigin,6,0.0,1.77288e-05,0.0,0.342061,15.4322
0.5,1.55,2.45,450,150,rastrigin,6,0.0,0.000593829,2.28882e-05,0.341909,12.2325
0.5,1.6,2.45,450,150,rastrigin,6,0.0,0.00437522,4.673e-05,0.430742,15.2119
0.5,1.7,2.45,450,150,rastrigin,6,0.0,0.0491824,0.000720978,0.471017,14.8174
0.5,1.2,2.4,450,150,rastrigin,6,0.0,0.0386386,0.0,0.458251,13.2486
0.5,1.25,2.4,450,150,rastrigin,6,0.0,0.0903623,0.0,0.479274,15.1736
0.5,1.4,2.4,450,150,rastrigin,6,0.0,3.94821e-06,0.0,0.330649,13.9737
0.5,1.75,2.4,450,150,rastrigin,6,0.0,0.0115911,0.000439644,0.450236,16.6003
0.5,1.3,2.35,450,150,rastrigin,6,0.0,0.00531783,0.0,0.465476,13.5032
0.5,1.4,2.35,450,150,rastrigin,6,0.0,8.78334e-06,0.0,0.369579,13.8992
0.5,1.5,2.35,450,150,rastrigin,6,0.0,9.11665e-05,0.0,0.361438,14.0049
0.5,1.7,2.35,450,150,rastrigin,6,0.0,0.00180542,3.8147e-05,0.406802,14.5976
0.5,1.35,2.3,450,150,rastrigin,6,0.0,0.0525089,0.0,0.465233,14.8574
0.5,1.45,2.3,450,150,rastrigin,6,0.0,4.13895e-06,0.0,0.346912,11.6133
0.5,1.8,2.3,450,150,rastrigin,6,0.0,0.00788942,0.000134468,0.408453,16.4757
0.5,1.4,2.25,450,150,rastrigin,6,0.0,0.00776459,0.0,0.438899,13.6847
0.5,1.45,2.25,450,150,rastrigin,6,0.0,1.00327e-05,0.0,0.382078,11.3903
0.5,2.0,2.25,450,150,rastrigin,6,0.0,0.184506,0.00900555,0.608809,12.8557
0.5,1.4,2.2,450,150,rastrigin,6,0.0,0.000326023,0.0,0.440604,13.6023
0.5,1.5,2.2,450,150,rastrigin,6,0.0,4.65155e-05,0.0,0.392424,13.6121
0.5,1.55,2.2,450,150,rastrigin,6,0.0,6.1512e-07,0.0,0.356063,13.6623
0.5,1.65,2.2,450,150,rastrigin,6,0.0,5.20706e-06,0.0,0.299786,13.8324
0.5,1.85,2.2,450,150,rastrigin,6,0.0,0.000457196,3.8147e-06,0.397757,14.7996
0.5,1.9,2.2,450,150,rastrigin,6,0.0,0.0125813,8.01086e-05,0.43228,16.5772
0.5,1.4,2.15,450,150,rastrigin,6,0.0,0.0504057,0.0,0.473254,13.3214
0.5,1.45,2.15,450,150,rastrigin,6,0.0,3.11661e-05,0.0,0.453102,11.3463
0.5,1.5,2.15,450,150,rastrigin,6,0.0,0.00029397,0.0,0.423707,13.3617
0.5,1.6,2.15,450,150,rastrigin,6,0.0,3.34644e-05,0.0,0.390783,11.532
0.5,1.65,2.15,450,150,rastrigin,6,0.0,7.60078e-06,0.0,0.38409,14.4728
0.5,1.8,2.15,450,150,rastrigin,6,0.0,2.43473e-05,0.0,0.341478,16.0402
0.5,1.45,2.1,450,150,rastrigin,6,0.0,0.00447689,0.0,0.436502,11.1281
0.5,1.55,2.1,450,150,rastrigin,6,0.0,2.05183e-05,0.0,0.433552,13.2851
0.5,1.6,2.1,450,150,rastrigin,6,0.0,7.93695e-05,0.0,0.41622,11.5291
0.5,1.75,2.1,450,150,rastrigin,6,0.0,7.16686e-06,0.0,0.34985,15.6541
0.5,1.85,2.1,450,150,rastrigin,6,0.0,0.000131187,0.0,0.377266,15.8489
0.5,1.9,2.1,450,150,rastrigin,6,0.0,0.000440869,0.0,0.371491,16.1539
0.5,2.0,2.1,450,150,rastrigin,6,0.0,0.00114597,2.86102e-05,0.408874,13.7149
0.5,2.05,2.1,450,150,rastrigin,6,0.0,0.0508523,0.000371933,0.480801,16.5598
0.5,1.5,2.05,450,150,rastrigin,6,0.0,0.0498557,0.0,0.474496,13.1324
0.5,1.55,2.05,450,150,rastrigin,6,0.0,0.00406581,0.0,0.425429,13.2459
0.5,1.65,2.05,450,150,rastrigin,6,0.0,2.96593e-06,0.0,0.379083,14.1666
0.5,1.85,2.05,450,150,rastrigin,6,0.0,4.97723e-05,0.0,0.372256,15.6631
0.5,2.0,2.05,450,150,rastrigin,6,0.0,0.000194144,1.90735e-06,0.375424,12.1412
0.5,2.05,2.05,450,150,rastrigin,6,0.0,0.00421325,2.38419e-05,0.427053,16.3727
0.5,1.55,2.0,450,150,rastrigin,6,0.0,3.78895e-05,0.0,0.419205,13.1666
0.5,1.65,2.0,450,150,rastrigin,6,0.0,9.34601e-07,0.0,0.375375,11.2827
0.5,1.7,2.0,450,150,rastrigin,6,0.0,0.000185604,0.0,0.430756,13.6363
0.5,1.75,2.0,450,150,rastrigin,6,0.0,2.98023e-06,0.0,0.356743,15.2279
0.5,1.6,1.95,450,150,rastrigin,6,0.0,0.0331422,0.0,0.43882,10.951
0.5,1.65,1.95,450,150,rastrigin,6,0.0,0.00862395,0.0,0.438641,11.3052
0.5,1.75,1.95,450,150,rastrigin,6,0.0,2.30789e-06,0.0,0.357926,15.1623
0.5,1.8,1.95,450,150,rastrigin,6,0.0,9.25064e-07,0.0,0.324758,15.1399
0.5,1.85,1.95,450,150,rastrigin,6,0.0,1.4019e-06,0.0,0.352016,15.4233
0.5,1.95,1.95,450,150,rastrigin,6,0.0,0.000143361,0.0,0.390053,11.8978
0.5,2.0,1.95,450,150,rastrigin,6,0.0,2.12193e-05,0.0,0.340344,12.0669
0.5,2.05,1.95,450,150,rastrigin,6,0.0,0.000208626,0.0,0.363406,16.0141
0.5,2.15,1.95,450,150,rastrigin,6,0.0,0.00370084,4.3869e-05,0.440572,16.5028
0.5,2.2,1.95,450,150,rastrigin,6,0.0,0.0301848,0.000125885,0.475902,16.7275
0.5,1.6,1.9,450,150,rastrigin,6,0.0,0.0127625,0.0,0.462317,11.0537
0.5,1.65,1.9,450,150,rastrigin,6,0.0,2.63214e-05,0.0,0.411088,11.0039
0.5,1.75,1.9,450,150,rastrigin,6,0.0,2.14338e-05,0.0,0.405587,14.3381
0.5,1.8,1.9,450,150,rastrigin,6,0.0,1.90735e-07,0.0,0.363476,15.0432
0.5,1.85,1.9,450,150,rastrigin,6,0.0,3.37601e-06,0.0,0.3799,15.3394
0.5,2.15,1.9,450,150,rastrigin,6,0.0,0.000956035,3.8147e-06,0.389621,16.3074
0.5,1.65,1.85,450,150,rastrigin,6,0.0,0.0274362,0.0,0.470325,10.9592
0.5,1.7,1.85,450,150,rastrigin,6,0.0,6.5279e-06,0.0,0.440846,14.6758
0.5,1.75,1.85,450,150,rastrigin,6,0.0,1.09673e-07,0.0,0.4076,14.7844
0.5,1.85,1.85,450,150,rastrigin,6,0.0,5.30243e-06,0.0,0.366193,15.2101
0.5,1.9,1.85,450,150,rastrigin,6,0.0,2.28882e-07,0.0,0.330819,14.1446
0.5,2.1,1.85,450,150,rastrigin,6,0.0,1.27029e-05,0.0,0.327904,15.2118
0.5,2.35,1.85,450,150,rastrigin,6,0.0,0.0273617,0.000256538,0.465,12.6149
0.5,1.75,1.8,450,150,rastrigin,6,0.0,9.9659e-07,0.0,0.410295,14.7991
0.5,1.8,1.8,450,150,rastrigin,6,0.0,8.8644e-06,0.0,0.40706,14.9628
0.5,1.95,1.8,450,150,rastrigin,6,0.0,4.67777e-06,0.0,0.356584,12.0985
0.5,2.3,1.8,450,150,rastrigin,6,0.0,0.0022906,2.09808e-05,0.418848,14.9145
0.5,2.4,1.8,450,150,rastrigin,6,0.0,0.0561809,0.000748634,0.477246,15.1099
0.5,1.75,1.75,450,150,rastrigin,6,0.0,3.85761e-06,0.0,0.434172,10.9862
0.5,2.15,1.75,450,150,rastrigin,6,0.0,1.5831e-06,0.0,0.314581,15.6424
0.5,2.2,1.75,450,150,rastrigin,6,0.0,7.61557e-05,0.0,0.383927,16.0028
0.5,2.45,1.75,450,150,rastrigin,6,0.0,0.0131914,0.00028038,0.460197,12.6416
0.5,1.8,1.7,450,150,rastrigin,6,0.0,9.19342e-06,0.0,0.408415,14.7892
0.5,2.05,1.7,450,150,rastrigin,6,0.0,2.16007e-06,0.0,0.35719,15.4178
0.5,2.15,1.7,450,150,rastrigin,6,0.0,8.42094e-06,0.0,0.333834,15.7409
0.5,2.25,1.7,450,150,rastrigin,6,0.0,1.29795e-05,0.0,0.316567,15.6004
0.5,2.45,1.7,450,150,rastrigin,6,0.0,0.013121,8.86917e-05,0.445705,12.5345
0.5,2.5,1.7,450,150,rastrigin,6,0.0,0.0735796,0.00023365,0.520251,16.9785
0.5,1.85,1.65,450,150,rastrigin,6,0.0,3.84808e-06,0.0,0.421209,14.7157
0.5,2.15,1.65,450,150,rastrigin,6,0.0,3.92914e-06,0.0,0.363942,15.5664
0.5,2.2,1.65,450,150,rastrigin,6,0.0,5.72205e-07,0.0,0.338627,15.6771
0.5,2.25,1.65,450,150,rastrigin,6,0.0,4.51565e-06,0.0,0.324125,15.3706
0.5,2.35,1.65,450,150,rastrigin,6,0.0,0.000123224,0.0,0.425161,12.1603
0.5,2.5,1.65,450,150,rastrigin,6,0.0,0.00454352,6.48499e-05,0.473329,16.8129
0.5,2.55,1.65,450,150,rastrigin,6,0.0,0.0214329,0.000388145,0.472383,16.0482
0.5,1.7,1.6,450,150,rastrigin,6,0.0,0.109501,0.0,0.495042,14.2973
0.5,1.8,1.6,450,150,rastrigin,6,0.0,0.0199257,0.0,0.445276,10.9412
0.5,2.3,1.6,450,150,rastrigin,6,0.0,1.46389e-06,0.0,0.308699,15.8595
0.5,2.5,1.6,450,150,rastrigin,6,0.0,0.00067647,7.62939e-06,0.388348,16.5546
0.5,2.55,1.6,450,150,rastrigin,6,0.0,0.0307323,4.19617e-05,0.491159,15.8908
0.5,2.6,1.6,450,150,rastrigin,6,0.0,0.0655447,0.000301361,0.524414,16.7205
0.5,1.8,1.55,450,150,rastrigin,6,0.0,0.00255671,0.0,0.430497,10.895
0.5,1.9,1.55,450,150,rastrigin,6,0.0,1.91212e-06,0.0,0.430008,14.784
0.5,2.35,1.55,450,150,rastrigin,6,0.0,3.08037e-06,0.0,0.299772,15.9526
0.5,1.8,1.5,450,150,rastrigin,6,0.0,0.0572617,0.0,0.467078,10.9522
0.5,2.45,1.5,450,150,rastrigin,6,0.0,1.14679e-05,0.0,0.30232,12.0882
0.5,2.55,1.5,450,150,rastrigin,6,0.0,0.000226717,0.0,0.388048,15.6707
0.5,2.6,1.5,450,150,rastrigin,6,0.0,0.000198603,1.90735e-06,0.379391,16.3251
0.5,1.85,1.45,450,150,rastrigin,6,0.0,3.37791e-05,0.0,0.427237,10.8908
0.5,1.9,1.45,450,150,rastrigin,6,0.0,0.0124835,0.0,0.463573,14.7053
0.5,2.45,1.45,450,150,rastrigin,6,0.0,1.99318e-06,0.0,0.266724,11.915
0.5,2.6,1.45,450,150,rastrigin,6,0.0,7.35044e-05,0.0,0.35729,16.313
0.5,2.7,1.45,450,150,rastrigin,6,0.0,0.00225936,6.77109e-05,0.413448,15.9019
0.5,2.75,1.45,450,150,rastrigin,6,0.0,0.06663,0.000723839,0.495855,12.7989
0.5,1.9,1.4,450,150,rastrigin,6,0.0,3.33786e-08,0.0,0.412124,14.5962
0.5,2.65,1.4,450,150,rastrigin,6,0.0,0.000180516,0.0,0.352045,16.4496
0.5,2.75,1.4,450,150,rastrigin,6,0.0,0.0331367,0.000128746,0.491343,12.7416
0.5,2.8,1.4,450,150,rastrigin,6,0.0,0.00516752,0.000105858,0.422297,16.8045
0.5,1.8,1.35,450,150,rastrigin,6,0.0,0.017445,0.0,0.438021,10.7102
0.5,1.85,1.35,450,150,rastrigin,6,0.0,0.0298669,0.0,0.444109,11.1448
0.5,1.9,1.35,450,150,rastrigin,6,0.0,8.92162e-06,0.0,0.4439,10.8323
0.5,2.8,1.35,450,150,rastrigin,6,0.0,0.00250983,4.57764e-05,0.43496,16.7818
0.5,2.85,1.35,450,150,rastrigin,6,0.0,0.0574778,0.000402451,0.530805,16.9964
0.5,1.8,1.3,450,150,rastrigin,6,0.0,0.0527146,0.0,0.470168,10.7163
0.5,1.85,1.3,450,150,rastrigin,6,0.0,0.00749889,0.0,0.481469,10.9758
0.5,2.65,1.3,450,150,rastrigin,6,0.0,1.23739e-05,0.0,0.32117,16.2651
0.5,2.8,1.3,450,150,rastrigin,6,0.0,0.00260937,1.81198e-05,0.440404,16.6245
0.5,2.85,1.3,450,150,rastrigin,6,0.0,0.0135336,0.000123978,0.4377,16.7531
0.5,2.9,1.3,450,150,rastrigin,6,0.0,0.021657,0.000338554,0.487172,16.9429
0.5,1.7,1.25,450,150,rastrigin,6,0.0,0.121958,0.0,0.514867,14.1601
0.5,1.8,1.25,450,150,rastrigin,6,0.0,6.91414e-07,0.0,0.453278,10.7718
0.5,2.75,1.25,450,150,rastrigin,6,0.0,5.6777e-05,0.0,0.329212,12.3587
0.5,2.95,1.25,450,150,rastrigin,6,0.0,0.0992752,0.00155258,0.519176,13.0249
0.5,1.8,1.2,450,150,rastrigin,6,0.0,0.00249175,0.0,0.447703,10.8295
0.5,2.8,1.2,450,150,rastrigin,6,0.0,1.02043e-05,0.0,0.308967,16.4679
0.5,2.85,1.2,450,150,rastrigin,6,0.0,8.62074e-05,0.0,0.334093,16.4988
0.5,2.95,1.2,450,150,rastrigin,6,0.0,0.00365457,0.00014782,0.423698,12.7275
0.5,1.75,1.15,450,150,rastrigin,6,0.0,1.64509e-06,0.0,0.438661,10.8728
0.5,2.8,1.15,450,150,rastrigin,6,0.0,7.47681e-06,0.0,0.284038,16.4471
0.5,2.85,1.15,450,150,rastrigin,6,0.0,4.47893e-05,0.0,0.282987,16.5421
0.5,3.0,1.15,450,150,rastrigin,6,0.0,0.0121932,0.000155449,0.454295,14.2711
0.5,1.7,1.1,450,150,rastrigin,6,0.0,0.0149295,0.0,0.448199,14.5167
0.5,2.85,1.1,450,150,rastrigin,6,0.0,2.25067e-06,0.0,0.262496,16.5792
0.5,2.9,1.1,450,150,rastrigin,6,0.0,1.41191e-05,0.0,0.291685,16.5404
0.5,3.0,1.1,450,150,rastrigin,6,0.0,0.00112585,2.09808e-05,0.397375,12.7988
0.5,1.65,1.05,450,150,rastrigin,6,0.0,0.00506884,0.0,0.479219,10.9653
0.5,1.6,1.0,450,150,rastrigin,6,0.0,2.1553e-05,0.0,0.474568,11.0454
0.5,1.65,1.0,450,150,rastrigin,6,0.0,0.0177216,0.0,0.454872,11.1838
0.5,3.0,1.0,450,150,rastrigin,6,0.0,0.000129404,0.0,0.337219,12.5514
0.5,3.0,0.95,450,150,rastrigin,6,0.0,6.52361e-05,0.0,0.285006,12.6536
0.5,1.55,0.9,450,150,rastrigin,6,0.0,0.00278323,0.0,0.453269,13.4656
0.5,1.5,0.85,450,150,rastrigin,6,0.0,8.29697e-07,0.0,0.458042,13.6033
0.5,3.0,0.85,450,150,rastrigin,6,0.0,6.92844e-06,0.0,0.231257,12.6748
0.5,1.4,0.7,450,150,rastrigin,6,0.0,9.00269e-06,0.0,0.389829,15.9714
0.5,1.35,0.65,450,150,rastrigin,6,0.0,2.68221e-05,0.0,0.46074,14.5991
0.5,1.4,0.65,450,150,rastrigin,6,0.0,3.44992e-05,0.0,0.420688,16.0777
0.5,1.35,0.6,450,150,rastrigin,6,0.0,0.000677309,0.0,0.42537,14.8536
0.5,1.4,0.6,450,150,rastrigin,6,0.0,1.16253e-05,0.0,0.379881,16.3016
0.5,1.45,0.6,450,150,rastrigin,6,0.0,2.44141e-06,0.0,0.338963,16.5144
0.5,1.25,0.55,450,150,rastrigin,6,0.0,0.00302299,0.0,0.455996,14.5828
0.5,1.3,0.55,450,150,rastrigin,6,0.0,0.000124149,0.0,0.428483,13.7817
0.5,1.35,0.55,450,150,rastrigin,6,0.0,0.000255313,0.0,0.418299,14.8882
0.5,1.4,0.55,450,150,rastrigin,6,0.0,7.00951e-05,0.0,0.31443,16.591
0.5,1.7,0.55,450,150,rastrigin,6,0.0,3.08514e-06,0.0,0.209411,16.8009
0.5,1.75,0.55,450,150,rastrigin,6,0.0,8.01086e-07,0.0,0.177686,12.686
0.5,1.35,0.5,450,150,rastrigin,6,0.0,0.000546694,8.58307e-06,0.330823,15.1242
0.5,1.4,0.5,450,150,rastrigin,6,0.0,0.0011966,7.62939e-06,0.340497,16.8134
0.5,1.75,0.5,450,150,rastrigin,6,0.0,0.000188603,1.14441e-05,0.230333,12.9097
0.5,2.0,0.5,450,150,rastrigin,6,0.0,3.05367e-05,3.8147e-06,0.1585,15.4053
0.5,1.3,0.45,450,150,rastrigin,6,0.0,0.00958101,0.000222206,0.445434,12.6071
0.6,0.05,3.0,450,150,rastrigin,6,0.0,0.00157782,0.00020504,4.44158,14.7273
0.6,0.1,3.0,450,150,rastrigin,6,0.0,0.0185292,0.000175476,4.66552,13.9579
0.6,0.2,3.0,450,150,rastrigin,6,0.0,0.00282216,0.000157356,4.38025,14.6249
0.6,0.4,3.0,450,150,rastrigin,6,0.0,0.00481793,0.000366211,1.60921,15.235
0.6,0.7,3.0,450,150,rastrigin,6,0.0,0.0133025,0.00199413,1.18906,12.1702
0.6,0.35,2.95,450,150,rastrigin,6,0.0,0.0176494,7.43866e-05,1.19953,11.1972
0.6,0.4,2.95,450,150,rastrigin,6,0.0,0.0531399,0.000146866,0.501815,14.8985
0.6,0.55,2.95,450,150,rastrigin,6,0.0,0.0143438,0.000252724,0.436631,14.5036
0.6,0.6,2.9,450,150,rastrigin,6,0.0,0.00220665,0.000125885,0.421657,11.5399
0.6,0.8,2.85,450,150,rastrigin,6,0.0,0.0029567,0.000297546,0.403901,15.9642
0.6,0.75,2.8,450,150,rastrigin,6,0.0,0.00950056,7.15256e-05,0.437425,15.5327
0.6,0.85,2.8,450,150,rastrigin,6,0.0,0.00607165,0.000344276,0.438825,15.8056
0.6,0.85,2.7,450,150,rastrigin,6,0.0,0.00672232,3.8147e-05,0.474159,15.3781
0.6,0.9,2.7,450,150,rastrigin,6,0.0,0.0144967,0.000127792,0.445363,14.9034
0.6,1.05,2.7,450,150,rastrigin,6,0.0,0.0147178,0.000418663,0.45577,15.2007
0.6,1.2,2.7,450,150,rastrigin,6,0.0,0.0270379,0.00555611,0.480292,15.8167
0.6,0.95,2.65,450,150,rastrigin,6,0.0,0.0414147,8.67844e-05,0.464711,15.1385
0.6,1.1,2.65,450,150,rastrigin,6,0.0,0.0017083,0.00025177,0.391844,11.9212
0.6,1.2,2.65,450,150,rastrigin,6,0.0,0.0513231,0.00158882,0.456844,15.5648
0.6,0.9,2.6,450,150,rastrigin,6,0.0,0.023436,1.62125e-05,0.501662,14.4878
0.6,1.0,2.6,450,150,rastrigin,6,0.0,0.00199985,2.47955e-05,0.423715,11.6412
0.6,1.1,2.6,450,150,rastrigin,6,0.0,0.00748625,0.000169754,0.418164,11.8328
0.6,1.25,2.6,450,150,rastrigin,6,0.0,0.0126396,0.00137138,0.44163,12.1368
0.6,1.3,2.6,450,150,rastrigin,6,0.0,0.0312411,0.00351334,0.460018,16.4562
0.6,1.05,2.55,450,150,rastrigin,6,0.0,0.0207201,3.05176e-05,0.439549,14.6433
0.6,1.3,2.55,450,150,rastrigin,6,0.0,0.0783879,0.00160885,0.481739,16.1789
0.6,0.95,2.5,450,150,rastrigin,6,0.0,0.135418,7.62939e-06,0.520031,14.8048
0.6,1.1,2.5,450,150,rastrigin,6,0.0,0.00060647,1.33514e-05,0.409366,11.4912
0.6,1.2,2.5,450,150,rastrigin,6,0.0,0.0161995,7.62939e-05,0.458843,15.0773
0.6,1.35,2.5,450,150,rastrigin,6,0.0,0.00828294,0.000799179,0.42592,12.1977
0.6,1.15,2.45,450,150,rastrigin,6,0.0,0.000615554,7.62939e-06,0.405125,14.7703
0.6,1.2,2.45,450,150,rastrigin,6,0.0,0.00202147,2.95639e-05,0.431838,14.6862
0.6,1.25,2.45,450,150,rastrigin,6,0.0,0.000897059,2.67029e-05,0.37481,11.6419
0.6,1.3,2.45,450,150,rastrigin,6,0.0,0.00371359,0.000152588,0.401002,15.8633
0.6,1.35,2.45,450,150,rastrigin,6,0.0,0.00180711,9.91821e-05,0.388735,12.054
0.6,1.4,2.45,450,150,rastrigin,6,0.0,0.041469,0.00042057,0.455508,17.0621
0.6,1.45,2.45,450,150,rastrigin,6,0.0,0.0128663,0.00203896,0.445049,12.3919
0.6,1.15,2.4,450,150,rastrigin,6,0.0,0.0484969,8.58307e-06,0.472285,14.5778
0.6,1.3,2.4,450,150,rastrigin,6,0.0,0.00187114,3.62396e-05,0.395469,15.7308
0.6,1.45,2.4,450,150,rastrigin,6,0.0,0.00429634,0.000481606,0.40957,12.2974
0.6,1.15,2.35,450,150,rastrigin,6,0.0,0.000877452,0.0,0.428313,14.3302
0.6,1.2,2.35,450,150,rastrigin,6,0.0,0.000476708,0.0,0.40968,14.723
0.6,1.25,2.35,450,150,rastrigin,6,0.0,0.000267096,7.62939e-06,0.443015,12.1325
0.6,1.5,2.35,450,150,rastrigin,6,0.0,0.0315594,0.000356674,0.468979,16.9754
0.6,1.25,2.3,450,150,rastrigin,6,0.0,0.0149128,1.90735e-06,0.452334,11.4882
0.6,1.45,2.3,450,150,rastrigin,6,0.0,0.00255258,5.53131e-05,0.39492,11.904
0.6,1.65,2.3,450,150,rastrigin,6,0.0,0.109867,0.00250149,0.507371,16.5916
0.6,1.3,2.25,450,150,rastrigin,6,0.0,0.000286279,0.0,0.408496,15.4958
