selection,limit,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
tournament 5,25,100,50,rastrigin,3,0.000000,0.000014,0.000016,0.000103,0.616800
tournament 5,35,100,50,rastrigin,3,0.000000,0.000003,0.000003,0.000018,0.603005
tournament 3,165,100,50,rastrigin,3,0.000000,0.000004,0.000003,0.000012,0.628255
tournament 3,175,100,50,rastrigin,3,0.000000,0.000002,0.000002,0.000013,0.501600
tournament 3,180,100,50,rastrigin,3,0.000000,0.000002,0.000003,0.000008,0.505675
tournament 3,185,100,50,rastrigin,3,0.000000,0.000008,0.000011,0.000011,0.517420
tournament 3,195,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000025,0.491185
tournament 3,200,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000008,0.495340
tournament 3,190,100,50,rastrigin,3,0.000000,0.000003,0.000003,0.000006,0.635390
tournament 5,15,100,50,rastrigin,3,0.000034,0.002825,0.003624,0.016135,0.563385
tournament 5,10,100,50,rastrigin,3,0.006664,0.054404,0.069102,0.209172,0.687390
tournament 5,30,100,50,rastrigin,3,0.000000,0.000007,0.000008,0.000072,0.578940
tournament 5,50,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000003,0.608000
tournament 5,55,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000004,0.629350
tournament 3,160,100,50,rastrigin,3,0.000000,0.000004,0.000003,0.000046,0.780270
tournament 5,70,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000004,1.169090
tournament 5,20,100,50,rastrigin,3,0.000034,0.000569,0.000726,0.002632,0.957205
tournament 5,95,100,50,rastrigin,3,0.000000,0.000001,0.000001,0.000005,0.594275
tournament 5,45,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000004,0.823290
tournament 5,40,100,50,rastrigin,3,0.000000,0.000002,0.000002,0.000034,0.845335
tournament 5,65,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000003,0.799970
tournament 3,170,100,50,rastrigin,3,0.000000,0.000005,0.000004,0.000014,0.869930
tournament 5,85,100,50,rastrigin,3,0.000000,0.000002,0.000002,0.000007,0.630040
tournament 5,60,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000003,0.840270
tournament 5,105,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.579480
tournament 5,75,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000005,0.792710
tournament 5,90,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.764075
tournament 5,100,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000004,0.793715
tournament 5,80,100,50,rastrigin,3,0.000000,0.000001,0.000002,0.000005,0.864970
tournament 5,5,100,50,rastrigin,3,0.027927,0.237485,0.296772,0.364887,0.883890
tournament 5,115,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000005,0.574995
tournament 5,120,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.638765
tournament 5,125,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000003,0.701095
tournament 5,145,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000003,0.575595
tournament 5,155,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.580580
tournament 5,135,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000004,0.744825
tournament 5,130,100,50,rastrigin,3,0.000000,0.000001,0.000001,0.000002,0.792500
tournament 5,170,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.597770
tournament 5,160,100,50,rastrigin,3,0.000000,0.000002,0.000001,0.000008,0.766945
tournament 5,180,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000007,0.603070
tournament 5,110,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,1.041840
tournament 5,140,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000001,0.849185
tournament 5,150,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000007,0.826290
tournament 5,200,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000018,0.566305
tournament 5,175,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000005,0.690280
tournament 5,165,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.739510
tournament 5,185,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.657460
tournament 5,195,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.643225
tournament 5,190,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000005,0.723500
roulette wheel,70,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.375455
roulette wheel,40,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.915360
roulette wheel,35,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.166780
roulette wheel,60,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.981640
roulette wheel,20,300,150,rastrigin,6,0.000204,0.001231,0.001572,0.001546,9.460985
roulette wheel,90,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.122550
roulette wheel,25,300,150,rastrigin,6,0.000002,0.000010,0.000010,0.000020,9.591675
roulette wheel,55,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.414920
roulette wheel,45,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.517985
roulette wheel,65,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.490075
roulette wheel,100,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.954545
roulette wheel,95,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.258175
roulette wheel,75,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.715740
roulette wheel,15,300,150,rastrigin,6,0.003977,0.033820,0.043487,0.033302,10.158270
roulette wheel,80,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.747505
roulette wheel,50,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.150340
roulette wheel,5,300,150,rastrigin,6,1.260246,2.671193,3.034207,1.267034,10.726775
roulette wheel,30,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000001,11.089315
roulette wheel,85,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.666165
roulette wheel,10,300,150,rastrigin,6,0.139080,0.690810,0.769395,0.628011,12.241970
roulette wheel,105,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.465150
roulette wheel,140,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.512335
roulette wheel,150,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.129770
roulette wheel,130,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.257695
roulette wheel,120,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.317590
roulette wheel,110,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.510565
roulette wheel,170,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.828550
roulette wheel,125,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.532070
roulette wheel,185,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.019760
roulette wheel,115,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.966790
roulette wheel,135,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.789155
roulette wheel,145,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.970095
roulette wheel,155,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.179190
roulette wheel,175,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.891125
roulette wheel,160,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.986675
roulette wheel,195,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.801295
roulette wheel,180,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.490095
roulette wheel,165,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.717925
roulette wheel,190,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.922015
roulette wheel,200,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.872940
tournament 3,5,300,150,rastrigin,6,1.704681,3.633165,4.115204,1.036551,10.099780
tournament 3,10,300,150,rastrigin,6,0.292307,1.374933,1.555720,0.480985,8.572795
tournament 3,55,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.018780
tournament 3,50,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.257550
tournament 3,35,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.482995
tournament 3,40,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.568780
tournament 3,60,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.591925
tournament 3,30,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000001,7.881960
tournament 3,25,300,150,rastrigin,6,0.000004,0.000014,0.000016,0.000034,8.005205
tournament 3,65,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.091825
tournament 3,75,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.199835
tournament 3,80,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.298985
tournament 3,95,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.507990
tournament 3,90,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.498565
tournament 3,15,300,150,rastrigin,6,0.039331,0.104555,0.093252,0.236334,9.746715
tournament 3,45,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.409575
tournament 3,20,300,150,rastrigin,6,0.000187,0.002789,0.003463,0.004603,10.068995
tournament 3,70,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.964095
tournament 3,85,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.343800
tournament 3,105,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.407725
tournament 3,120,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.439145
tournament 3,100,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.172945
tournament 3,110,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.286000
tournament 3,125,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.538905
tournament 3,140,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.494895
tournament 3,115,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.449130
tournament 3,155,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.439470
tournament 3,160,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.903645
tournament 3,130,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.609150
tournament 3,150,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.710985
tournament 3,165,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.180765
tournament 3,180,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.918435
tournament 3,135,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.888370
tournament 3,145,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.848590
tournament 3,185,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.699090
tournament 3,190,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.805060
tournament 3,170,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.360195
tournament 3,175,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.348490
tournament 3,195,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.376475
tournament 3,200,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.666580
tournament 5,25,300,150,rastrigin,6,0.000006,0.000138,0.000159,0.000280,7.350485
tournament 5,45,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.962535
tournament 5,40,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.077445
tournament 5,50,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.065525
tournament 5,60,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.104620
tournament 5,80,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.857625
tournament 5,65,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.365625
tournament 5,10,300,150,rastrigin,6,0.113525,1.268335,1.375337,0.560098,11.088580
tournament 5,5,300,150,rastrigin,6,1.836927,3.164717,3.448012,1.069965,11.931205
tournament 5,15,300,150,rastrigin,6,0.022638,0.145347,0.181445,0.095323,10.773975
tournament 5,35,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000001,10.506535
tournament 5,30,300,150,rastrigin,6,0.000000,0.000007,0.000008,0.000007,10.738660
tournament 5,55,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.831630
tournament 5,75,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.408825
tournament 5,20,300,150,rastrigin,6,0.000725,0.005725,0.006722,0.008675,11.467785
tournament 5,85,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.090510
tournament 5,70,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.639110
tournament 5,90,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.268355
tournament 5,100,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.717475
tournament 5,105,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.367820
tournament 5,140,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.812565
tournament 5,110,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.550295
tournament 5,95,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.170685
tournament 5,115,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.069805
tournament 5,145,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.222880
tournament 5,120,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.774000
tournament 5,130,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.808510
tournament 5,125,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.945795
tournament 5,135,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.991760
tournament 5,155,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.807780
tournament 5,175,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.476330
tournament 5,150,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.689385
tournament 5,160,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.784070
tournament 5,170,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.647145
tournament 5,190,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.341465
tournament 5,180,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.728050
tournament 5,185,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.009230
tournament 5,165,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.185110
tournament 5,195,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.820270
tournament 5,200,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.002650
roulette wheel,95,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.036275
roulette wheel,130,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,49.309270
roulette wheel,35,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,49.428110
roulette wheel,90,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,48.237465
roulette wheel,30,600,300,rastrigin,9,0.000000,0.000003,0.000004,0.000005,52.949920
roulette wheel,25,600,300,rastrigin,9,0.000053,0.000543,0.000685,0.000799,54.783520
roulette wheel,80,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,58.168250
roulette wheel,50,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,58.130025
roulette wheel,75,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,57.969675
roulette wheel,60,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,59.113300
roulette wheel,110,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,57.508285
roulette wheel,55,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,59.469185
roulette wheel,115,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,58.247525
roulette wheel,105,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,58.459050
roulette wheel,45,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,61.262445
roulette wheel,65,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,62.883175
roulette wheel,125,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,54.897790
roulette wheel,70,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,63.666790
roulette wheel,100,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,64.122325
roulette wheel,85,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,64.539985
roulette wheel,40,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,66.165970
roulette wheel,120,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,62.177235
roulette wheel,135,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,56.619565
roulette wheel,20,600,300,rastrigin,9,0.008316,0.027132,0.033794,0.020086,72.264625
roulette wheel,10,600,300,rastrigin,9,0.492619,2.423630,2.741812,1.112635,75.828770
roulette wheel,5,600,300,rastrigin,9,4.727493,7.384289,7.675932,1.785635,79.904235
roulette wheel,140,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,61.098630
roulette wheel,15,600,300,rastrigin,9,0.048775,0.493409,0.604721,0.400592,71.985280
roulette wheel,145,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,58.579715
roulette wheel,150,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,55.474125
roulette wheel,185,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.616480
roulette wheel,195,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.209680
roulette wheel,190,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,48.395030
roulette wheel,200,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,48.255205
roulette wheel,155,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,54.662305
tournament 3,10,600,300,rastrigin,9,2.352871,3.453094,3.623142,0.521532,49.452755
tournament 3,15,600,300,rastrigin,9,0.235126,1.149060,1.314346,0.491312,47.240560
tournament 3,20,600,300,rastrigin,9,0.010338,0.066838,0.062656,0.105795,46.477595
roulette wheel,160,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,54.817735
roulette wheel,175,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,53.520225
tournament 3,5,600,300,rastrigin,9,6.090065,9.467798,10.104948,1.709926,53.157950
roulette wheel,180,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,54.912875
roulette wheel,165,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,55.104900
tournament 3,35,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000001,41.080285
roulette wheel,170,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,55.274710
tournament 3,25,600,300,rastrigin,9,0.000248,0.001029,0.001135,0.001228,54.646030
tournament 3,30,600,300,rastrigin,9,0.000000,0.000006,0.000008,0.000006,52.659270
tournament 3,40,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,50.455745
tournament 3,65,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.502880
tournament 3,45,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,49.885280
tournament 3,50,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,51.010505
tournament 3,55,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,50.203040
tournament 3,60,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,49.572885
tournament 3,80,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,38.921255
tournament 3,75,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,43.443375
tournament 3,70,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.311730
tournament 3,115,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,36.789590
tournament 3,110,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,38.214315
tournament 3,120,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,37.291530
tournament 3,135,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,38.394595
tournament 3,100,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.492000
tournament 3,140,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.169415
tournament 3,85,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.454850
tournament 3,150,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.059945
tournament 3,130,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.095235
tournament 3,90,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.076465
