selection,limit,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
roulette wheel,135,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000013,0.662765
roulette wheel,140,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000014,0.671175
roulette wheel,130,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000006,0.698895
roulette wheel,145,100,50,rastrigin,3,0.000000,0.000003,0.000005,0.000009,0.668480
roulette wheel,150,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000034,0.626535
roulette wheel,155,100,50,rastrigin,3,0.000000,0.000001,0.000001,0.000031,0.710495
roulette wheel,160,100,50,rastrigin,3,0.000000,0.000002,0.000002,0.000008,0.687720
roulette wheel,165,100,50,rastrigin,3,0.000000,0.000002,0.000003,0.000006,0.619120
roulette wheel,170,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000004,0.600675
roulette wheel,175,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000008,0.617120
roulette wheel,180,100,50,rastrigin,3,0.000000,0.000002,0.000004,0.000006,0.666720
roulette wheel,185,100,50,rastrigin,3,0.000000,0.000004,0.000005,0.000020,0.664180
tournament 3,35,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000050,0.493710
tournament 3,55,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000039,0.492275
roulette wheel,195,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000004,0.695895
tournament 3,15,100,50,rastrigin,3,0.000055,0.001670,0.002110,0.010913,0.506540
tournament 3,10,100,50,rastrigin,3,0.003513,0.029689,0.028004,0.093848,0.624340
roulette wheel,200,100,50,rastrigin,3,0.000000,0.000006,0.000007,0.000010,0.701750
tournament 3,20,100,50,rastrigin,3,0.000002,0.000051,0.000061,0.000758,0.578735
tournament 3,25,100,50,rastrigin,3,0.000000,0.000015,0.000012,0.000139,0.511355
tournament 3,30,100,50,rastrigin,3,0.000000,0.000006,0.000009,0.000015,0.494915
tournament 3,40,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000010,0.494490
tournament 3,85,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000018,0.503250
tournament 3,50,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000006,0.495740
roulette wheel,190,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000015,0.673805
tournament 3,65,100,50,rastrigin,3,0.000000,0.000003,0.000001,0.000017,0.497165
tournament 3,60,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000008,0.532995
tournament 3,100,100,50,rastrigin,3,0.000000,0.000005,0.000005,0.000020,0.547870
tournament 3,70,100,50,rastrigin,3,0.000000,0.000003,0.000005,0.000006,0.553585
tournament 3,75,100,50,rastrigin,3,0.000000,0.000006,0.000004,0.000029,0.491670
tournament 3,80,100,50,rastrigin,3,0.000000,0.000002,0.000002,0.000014,0.550715
tournament 3,45,100,50,rastrigin,3,0.000000,0.000005,0.000006,0.000147,0.557980
tournament 3,90,100,50,rastrigin,3,0.000000,0.000002,0.000000,0.000021,0.490575
tournament 3,95,100,50,rastrigin,3,0.000000,0.000005,0.000004,0.000017,0.523085
tournament 3,105,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000082,0.521425
tournament 3,5,100,50,rastrigin,3,0.050367,0.483386,0.654062,0.451569,0.577905
tournament 3,155,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000006,0.536725
tournament 3,120,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000032,0.491255
tournament 3,115,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000009,0.536365
tournament 3,125,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000012,0.491430
tournament 3,130,100,50,rastrigin,3,0.000000,0.000002,0.000004,0.000012,0.542300
tournament 3,140,100,50,rastrigin,3,0.000000,0.000002,0.000002,0.000007,0.504835
tournament 3,180,100,50,rastrigin,3,0.000000,0.000002,0.000002,0.000010,0.513485
tournament 3,150,100,50,rastrigin,3,0.000000,0.000002,0.000003,0.000009,0.495195
tournament 3,200,100,50,rastrigin,3,0.000000,0.000005,0.000006,0.000044,0.486705
tournament 3,190,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000010,0.731880
tournament 3,160,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000012,0.507720
tournament 3,165,100,50,rastrigin,3,0.000000,0.000004,0.000005,0.000058,0.491795
tournament 3,170,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000004,0.509525
tournament 3,135,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000014,0.488260
tournament 3,185,100,50,rastrigin,3,0.000000,0.000004,0.000003,0.000024,0.528880
tournament 5,20,100,50,rastrigin,3,0.000010,0.000166,0.000158,0.000438,0.604360
tournament 3,195,100,50,rastrigin,3,0.000000,0.000005,0.000006,0.000018,0.524655
tournament 5,30,100,50,rastrigin,3,0.000000,0.000014,0.000011,0.000027,0.564930
tournament 5,45,100,50,rastrigin,3,0.000000,0.000001,0.000002,0.000014,0.580825
tournament 5,5,100,50,rastrigin,3,0.101389,0.446756,0.536316,0.337762,0.645760
tournament 5,55,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000003,0.541920
tournament 5,15,100,50,rastrigin,3,0.000320,0.003896,0.004007,0.052277,0.557005
tournament 5,70,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000009,0.578840
tournament 5,25,100,50,rastrigin,3,0.000004,0.000011,0.000009,0.000125,0.592090
tournament 3,145,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000011,0.534515
tournament 5,40,100,50,rastrigin,3,0.000000,0.000001,0.000002,0.000011,0.555390
tournament 5,35,100,50,rastrigin,3,0.000000,0.000002,0.000002,0.000008,0.610045
tournament 3,110,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000012,0.506305
tournament 5,60,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000004,0.536295
tournament 5,50,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000005,0.581565
tournament 5,65,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000003,0.674490
tournament 3,175,100,50,rastrigin,3,0.000000,0.000006,0.000008,0.000055,0.484200
tournament 5,105,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000001,0.839305
tournament 5,75,100,50,rastrigin,3,0.000000,0.000001,0.000002,0.000004,0.556890
tournament 5,85,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000009,0.550535
tournament 5,90,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000005,0.565385
tournament 5,100,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000005,0.565275
tournament 5,110,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000005,0.574385
tournament 5,80,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.847695
tournament 5,125,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000009,0.598080
tournament 5,155,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000001,0.660545
tournament 5,115,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.799400
tournament 5,145,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000004,0.752710
tournament 5,95,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000001,0.902660
tournament 5,120,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000008,0.852075
tournament 5,135,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000003,0.904750
tournament 5,150,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000003,0.901040
tournament 5,10,100,50,rastrigin,3,0.001472,0.053427,0.051257,0.100714,0.986870
tournament 5,170,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000004,0.584655
tournament 5,160,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000004,0.681025
tournament 5,130,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000002,0.991470
tournament 5,140,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.997550
tournament 5,165,100,50,rastrigin,3,0.000000,0.000001,0.000002,0.000003,0.730280
tournament 5,180,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000003,0.563525
tournament 5,175,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000001,0.636950
tournament 5,190,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.566150
tournament 5,195,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000003,0.555785
tournament 5,185,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000002,0.669945
tournament 5,200,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000004,0.613900
roulette wheel,35,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.634200
roulette wheel,30,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000001,8.853930
roulette wheel,55,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.645415
roulette wheel,65,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.582585
roulette wheel,10,300,150,rastrigin,6,0.116018,0.592981,0.662448,0.518778,9.051090
roulette wheel,85,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.531470
roulette wheel,75,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.060745
roulette wheel,45,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.386825
roulette wheel,60,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.326515
roulette wheel,80,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.155025
roulette wheel,70,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.296405
roulette wheel,20,300,150,rastrigin,6,0.000553,0.002371,0.002506,0.003386,9.818575
roulette wheel,95,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.342955
roulette wheel,50,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.369690
roulette wheel,25,300,150,rastrigin,6,0.000000,0.000009,0.000011,0.000010,10.646500
roulette wheel,15,300,150,rastrigin,6,0.014008,0.055901,0.067640,0.065606,11.525805
roulette wheel,40,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.866330
roulette wheel,5,300,150,rastrigin,6,0.518408,2.526396,3.176034,1.237637,12.576755
roulette wheel,90,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.348020
roulette wheel,100,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.255560
roulette wheel,105,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.145105
roulette wheel,110,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.061520
roulette wheel,115,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.305970
roulette wheel,130,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.116035
roulette wheel,135,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.676765
roulette wheel,125,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.863730
roulette wheel,145,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.144940
roulette wheel,165,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.257050
roulette wheel,120,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.278610
roulette wheel,155,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.454270
roulette wheel,170,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.140895
roulette wheel,140,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.223095
roulette wheel,175,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.120765
roulette wheel,160,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.879020
roulette wheel,180,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.319670
roulette wheel,150,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,14.360530
tournament 3,15,300,150,rastrigin,6,0.010443,0.137114,0.168705,0.291081,7.018395
roulette wheel,185,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.618330
roulette wheel,195,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.739840
tournament 3,10,300,150,rastrigin,6,0.166992,1.145976,1.371737,0.584826,7.976680
tournament 3,20,300,150,rastrigin,6,0.000456,0.002986,0.003731,0.009009,8.723945
tournament 3,35,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.953920
roulette wheel,190,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.868840
tournament 3,50,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.366540
tournament 3,70,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.587575
tournament 3,65,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.690080
roulette wheel,200,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.974020
tournament 3,25,300,150,rastrigin,6,0.000000,0.000016,0.000020,0.000016,10.116700
tournament 3,55,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.897970
tournament 3,5,300,150,rastrigin,6,2.492136,3.990921,4.261780,0.922445,12.052710
tournament 3,45,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.190970
tournament 3,80,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.627850
tournament 3,40,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.680865
tournament 3,60,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.767525
tournament 3,30,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000001,10.744790
tournament 3,75,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.670805
tournament 3,100,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.993330
tournament 3,110,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.616980
tournament 3,85,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.634730
tournament 3,95,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.674085
tournament 3,105,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.615115
tournament 3,115,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.796285
tournament 3,130,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.872360
tournament 3,150,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.825010
tournament 3,155,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.037595
tournament 3,160,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.917635
tournament 3,90,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.499910
tournament 3,190,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.857965
tournament 3,200,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.589065
tournament 3,195,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.722660
tournament 3,125,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.084240
tournament 3,145,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.460045
tournament 3,120,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.886590
tournament 3,140,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.277150
tournament 3,135,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.999970
tournament 5,35,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000001,7.993940
tournament 5,40,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000001,7.918385
tournament 3,185,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.975420
tournament 3,165,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.533370
tournament 5,30,300,150,rastrigin,6,0.000000,0.000007,0.000010,0.000016,10.365450
tournament 3,175,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.878455
tournament 3,170,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,13.069040
tournament 3,180,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,13.575110
tournament 5,65,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.013320
tournament 5,25,300,150,rastrigin,6,0.000013,0.000096,0.000112,0.000194,11.396875
tournament 5,75,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.416580
tournament 5,70,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.602925
tournament 5,10,300,150,rastrigin,6,0.575514,1.222804,1.311835,0.435388,12.108575
tournament 5,80,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.760965
tournament 5,50,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.982345
tournament 5,105,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.577915
tournament 5,55,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.823620
tournament 5,90,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.176385
tournament 5,85,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.553630
tournament 5,45,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,13.386145
tournament 5,60,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,13.630845
tournament 5,110,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.544855
tournament 5,100,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.660960
tournament 5,5,300,150,rastrigin,6,1.214033,3.653563,4.021423,1.072831,17.602800
tournament 5,15,300,150,rastrigin,6,0.032452,0.171797,0.165625,0.291986,17.825720
tournament 5,125,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.204115
tournament 5,115,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.696375
tournament 5,20,300,150,rastrigin,6,0.000719,0.006939,0.008030,0.014331,18.850915
tournament 5,95,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,13.218315
tournament 5,130,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.491140
tournament 5,175,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.020050
tournament 5,135,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.392075
tournament 5,190,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,6.945240
tournament 5,185,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.481385
tournament 5,120,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.923125
tournament 5,165,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.202920
tournament 5,150,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.289115
tournament 5,200,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.633095
tournament 5,180,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.413365
tournament 5,170,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.893690
tournament 5,145,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.035010
tournament 5,195,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.999700
tournament 5,160,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.070495
tournament 5,140,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.177810
tournament 5,155,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.345495
roulette wheel,55,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,51.530305
roulette wheel,70,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,51.501365
roulette wheel,40,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,51.931285
roulette wheel,120,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,48.991630
roulette wheel,50,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,53.075695
roulette wheel,65,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,53.674405
roulette wheel,25,600,300,rastrigin,9,0.000072,0.000479,0.000566,0.000689,54.071475
roulette wheel,85,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,53.941135
roulette wheel,90,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,54.004020
roulette wheel,115,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,52.443915
roulette wheel,60,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,55.231895
roulette wheel,100,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,56.145225
roulette wheel,45,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,56.302445
roulette wheel,75,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,56.466150
roulette wheel,80,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,57.378035
roulette wheel,35,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,57.758400
roulette wheel,95,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,57.692710
roulette wheel,125,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,52.582380
roulette wheel,30,600,300,rastrigin,9,0.000000,0.000004,0.000006,0.000005,58.629745
roulette wheel,110,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,57.274450
roulette wheel,105,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,58.764180
roulette wheel,15,600,300,rastrigin,9,0.037693,0.539624,0.708937,0.391367,61.896035
roulette wheel,20,600,300,rastrigin,9,0.005379,0.025295,0.026274,0.027321,64.058270
roulette wheel,10,600,300,rastrigin,9,0.730598,2.497296,2.762527,0.811628,63.559935
roulette wheel,130,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,51.355260
roulette wheel,5,600,300,rastrigin,9,4.920979,7.610954,8.062109,1.564317,67.788975
roulette wheel,135,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,53.763650
roulette wheel,140,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,49.904215
roulette wheel,145,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,46.944350
roulette wheel,155,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.164340
roulette wheel,150,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,57.145790
roulette wheel,165,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.807240
roulette wheel,195,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.990955
roulette wheel,185,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,48.542120
roulette wheel,170,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,50.256310
roulette wheel,160,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,51.455510
roulette wheel,200,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,49.474650
tournament 3,25,600,300,rastrigin,9,0.000080,0.000556,0.000662,0.000831,44.934355
tournament 3,30,600,300,rastrigin,9,0.000000,0.000006,0.000008,0.000008,46.137710
tournament 3,35,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000001,45.893675
roulette wheel,175,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,56.006875
tournament 3,5,600,300,rastrigin,9,7.186268,9.580808,10.116846,1.833060,55.093085
tournament 3,20,600,300,rastrigin,9,0.006096,0.108724,0.128616,0.130687,54.596565
tournament 3,15,600,300,rastrigin,9,0.657223,1.222915,1.382690,0.468675,55.164760
tournament 3,10,600,300,rastrigin,9,0.660503,3.504296,3.947948,0.956022,59.074200
roulette wheel,190,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,62.599335
roulette wheel,180,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,63.178050
tournament 3,90,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,43.312070
tournament 3,55,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,50.565515
tournament 3,100,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,43.238395
tournament 3,85,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,49.242245
tournament 3,105,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.214680
tournament 3,40,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,63.842080
tournament 3,45,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,62.131735
tournament 3,50,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,61.423510
tournament 3,60,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,60.804965
tournament 3,80,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,57.225195
tournament 3,70,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,59.197865
tournament 3,65,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,60.132425
tournament 3,75,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,59.472370
tournament 3,95,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,56.803860
tournament 3,125,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,36.591260
tournament 3,115,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.803870
tournament 3,120,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.829140
tournament 3,130,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,37.928225
tournament 3,110,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,44.541000
