selection,limit,mutation_dims,phi0,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
roulette wheel,20,1,0.774630,75,50,rastrigin,3,0.000000,0.000171,0.000150,0.002262,0.900820
roulette wheel,20,1,1.037155,75,50,rastrigin,3,0.000000,0.000066,0.000049,0.000136,0.893960
roulette wheel,30,1,0.669452,75,50,rastrigin,3,0.000000,0.000130,0.000101,0.008093,0.905380
roulette wheel,10,1,2.000000,75,50,rastrigin,3,0.016029,0.190740,0.164128,0.426244,0.929695
roulette wheel,20,1,0.537845,75,50,rastrigin,3,0.000006,0.001198,0.000803,0.008994,0.916795
roulette wheel,20,1,0.896332,75,50,rastrigin,3,0.000042,0.001001,0.000656,0.017377,1.180445
roulette wheel,20,1,0.720123,75,50,rastrigin,3,0.000040,0.000420,0.000568,0.001333,0.857015
roulette wheel,20,1,0.622346,75,50,rastrigin,3,0.000023,0.001447,0.001605,0.005923,0.923895
roulette wheel,20,1,1.606822,75,50,rastrigin,3,0.000004,0.000291,0.000348,0.002630,0.863810
roulette wheel,20,1,1.859271,75,50,rastrigin,3,0.000034,0.001469,0.001270,0.003635,0.852680
roulette wheel,30,1,0.578555,75,50,rastrigin,3,0.000006,0.000127,0.000107,0.000726,0.853305
roulette wheel,30,1,0.500000,75,50,rastrigin,3,0.000004,0.000232,0.000278,0.001872,0.950430
roulette wheel,20,1,1.200103,75,50,rastrigin,3,0.000000,0.000018,0.000019,0.000148,0.952175
roulette wheel,30,1,0.774630,75,50,rastrigin,3,0.000004,0.000103,0.000156,0.000720,0.870450
roulette wheel,20,1,1.388651,75,50,rastrigin,3,0.000004,0.000078,0.000088,0.000161,0.851655
roulette wheel,20,1,0.833262,75,50,rastrigin,3,0.000004,0.001067,0.000864,0.010770,0.991200
roulette wheel,20,1,1.115658,75,50,rastrigin,3,0.000004,0.000036,0.000039,0.000092,1.082685
roulette wheel,30,1,0.720123,75,50,rastrigin,3,0.000008,0.000123,0.000113,0.001134,0.875585
roulette wheel,30,1,0.896332,75,50,rastrigin,3,0.000008,0.000131,0.000084,0.001057,0.863725
roulette wheel,30,1,1.037155,75,50,rastrigin,3,0.000000,0.000004,0.000004,0.000018,0.838240
roulette wheel,20,1,0.964176,75,50,rastrigin,3,0.000004,0.000445,0.000307,0.003707,0.896700
roulette wheel,30,1,1.200103,75,50,rastrigin,3,0.000000,0.000003,0.000004,0.000020,0.835410
roulette wheel,30,1,1.388651,75,50,rastrigin,3,0.000000,0.000018,0.000010,0.000102,0.898190
roulette wheel,20,1,1.728444,75,50,rastrigin,3,0.000002,0.000680,0.000713,0.002180,0.893480
roulette wheel,20,1,2.000000,75,50,rastrigin,3,0.000078,0.002654,0.002829,0.023986,0.906645
roulette wheel,30,1,0.964176,75,50,rastrigin,3,0.000004,0.000047,0.000050,0.000203,0.847515
roulette wheel,30,1,0.622346,75,50,rastrigin,3,0.000000,0.000122,0.000102,0.000990,0.877955
roulette wheel,30,1,1.115658,75,50,rastrigin,3,0.000000,0.000006,0.000007,0.000023,0.905825
roulette wheel,40,1,0.578555,75,50,rastrigin,3,0.000004,0.000048,0.000031,0.000249,0.977195
roulette wheel,30,1,1.606822,75,50,rastrigin,3,0.000000,0.000045,0.000036,0.000260,0.864870
roulette wheel,30,1,1.859271,75,50,rastrigin,3,0.000008,0.000151,0.000191,0.000425,0.908375
roulette wheel,20,1,1.493759,75,50,rastrigin,3,0.000004,0.000252,0.000179,0.000739,1.111350
roulette wheel,40,1,0.500000,75,50,rastrigin,3,0.000004,0.000067,0.000054,0.001098,0.886230
roulette wheel,30,1,0.537845,75,50,rastrigin,3,0.000008,0.000193,0.000286,0.001528,0.831795
roulette wheel,30,1,0.833262,75,50,rastrigin,3,0.000002,0.000087,0.000065,0.001187,0.892015
roulette wheel,40,1,1.037155,75,50,rastrigin,3,0.000000,0.000005,0.000004,0.000015,1.393115
roulette wheel,40,1,0.669452,75,50,rastrigin,3,0.000002,0.000115,0.000177,0.001786,0.874075
roulette wheel,30,1,1.290939,75,50,rastrigin,3,0.000000,0.000009,0.000010,0.000087,0.908125
roulette wheel,30,1,1.493759,75,50,rastrigin,3,0.000000,0.000023,0.000015,0.000222,1.107005
roulette wheel,40,1,0.896332,75,50,rastrigin,3,0.000000,0.000045,0.000052,0.000340,0.847480
roulette wheel,20,1,1.290939,75,50,rastrigin,3,0.000000,0.000043,0.000058,0.000861,0.876655
roulette wheel,30,1,2.000000,75,50,rastrigin,3,0.000000,0.000186,0.000157,0.002568,0.836405
roulette wheel,40,1,1.200103,75,50,rastrigin,3,0.000000,0.000002,0.000001,0.000007,0.938565
roulette wheel,40,1,0.622346,75,50,rastrigin,3,0.000004,0.000074,0.000095,0.000343,1.046600
roulette wheel,30,1,1.728444,75,50,rastrigin,3,0.000006,0.000119,0.000110,0.000237,1.068685
roulette wheel,40,1,1.115658,75,50,rastrigin,3,0.000000,0.000004,0.000005,0.000012,0.902485
roulette wheel,40,1,0.774630,75,50,rastrigin,3,0.000004,0.000071,0.000070,0.000106,1.189245
roulette wheel,40,1,1.388651,75,50,rastrigin,3,0.000000,0.000003,0.000004,0.000025,1.054155
roulette wheel,40,1,1.859271,75,50,rastrigin,3,0.000000,0.000066,0.000038,0.000494,0.999460
roulette wheel,40,1,0.720123,75,50,rastrigin,3,0.000004,0.000101,0.000072,0.000335,0.963780
roulette wheel,40,1,0.537845,75,50,rastrigin,3,0.000000,0.000031,0.000027,0.000591,1.078910
roulette wheel,50,1,0.500000,75,50,rastrigin,3,0.000000,0.000058,0.000026,0.004292,0.982470
roulette wheel,40,1,1.606822,75,50,rastrigin,3,0.000000,0.000018,0.000014,0.000056,1.101545
roulette wheel,50,1,0.578555,75,50,rastrigin,3,0.000006,0.000054,0.000051,0.000541,1.000175
roulette wheel,40,1,0.964176,75,50,rastrigin,3,0.000000,0.000021,0.000019,0.001070,0.861930
roulette wheel,50,1,0.669452,75,50,rastrigin,3,0.000000,0.000047,0.000051,0.000355,0.924075
roulette wheel,40,1,1.290939,75,50,rastrigin,3,0.000000,0.000007,0.000007,0.000050,0.990890
roulette wheel,50,1,0.774630,75,50,rastrigin,3,0.000006,0.000036,0.000036,0.000155,1.169960
roulette wheel,50,1,0.896332,75,50,rastrigin,3,0.000006,0.000039,0.000037,0.000159,1.020095
roulette wheel,50,1,1.388651,75,50,rastrigin,3,0.000000,0.000003,0.000004,0.000008,0.864255
roulette wheel,40,1,1.493759,75,50,rastrigin,3,0.000000,0.000013,0.000019,0.000048,1.032615
roulette wheel,50,1,1.200103,75,50,rastrigin,3,0.000000,0.000006,0.000008,0.000026,1.127515
roulette wheel,40,1,2.000000,75,50,rastrigin,3,0.000008,0.000119,0.000115,0.000308,1.005670
roulette wheel,40,1,0.833262,75,50,rastrigin,3,0.000000,0.000068,0.000048,0.000270,1.083375
roulette wheel,50,1,1.037155,75,50,rastrigin,3,0.000000,0.000005,0.000006,0.000013,1.294820
roulette wheel,50,1,0.537845,75,50,rastrigin,3,0.000002,0.000053,0.000044,0.001018,1.067135
roulette wheel,50,1,1.606822,75,50,rastrigin,3,0.000000,0.000029,0.000029,0.000105,1.107825
roulette wheel,40,1,1.728444,75,50,rastrigin,3,0.000000,0.000016,0.000010,0.000227,1.117190
roulette wheel,50,1,0.622346,75,50,rastrigin,3,0.000002,0.000035,0.000039,0.000347,1.081500
roulette wheel,50,1,1.859271,75,50,rastrigin,3,0.000000,0.000038,0.000042,0.000127,1.043225
roulette wheel,60,1,0.500000,75,50,rastrigin,3,0.000000,0.000061,0.000051,0.000156,1.048285
roulette wheel,50,1,0.964176,75,50,rastrigin,3,0.000000,0.000013,0.000008,0.000149,0.925925
roulette wheel,50,1,0.720123,75,50,rastrigin,3,0.000000,0.000047,0.000046,0.000182,1.257690
roulette wheel,50,1,0.833262,75,50,rastrigin,3,0.000000,0.000029,0.000021,0.000073,0.980060
roulette wheel,50,1,1.493759,75,50,rastrigin,3,0.000000,0.000011,0.000007,0.000051,0.978045
roulette wheel,60,1,0.669452,75,50,rastrigin,3,0.000000,0.000058,0.000077,0.000121,0.888755
roulette wheel,60,1,0.774630,75,50,rastrigin,3,0.000000,0.000030,0.000031,0.000841,0.913850
roulette wheel,50,1,1.290939,75,50,rastrigin,3,0.000000,0.000005,0.000004,0.000021,0.995340
roulette wheel,60,1,0.578555,75,50,rastrigin,3,0.000000,0.000031,0.000010,0.000133,1.104045
roulette wheel,60,1,0.896332,75,50,rastrigin,3,0.000000,0.000044,0.000050,0.000462,1.108120
roulette wheel,50,1,1.115658,75,50,rastrigin,3,0.000000,0.000004,0.000004,0.000017,1.237185
roulette wheel,60,1,1.037155,75,50,rastrigin,3,0.000000,0.000003,0.000003,0.000010,1.137530
roulette wheel,50,1,1.728444,75,50,rastrigin,3,0.000000,0.000025,0.000033,0.000044,1.220115
roulette wheel,60,1,1.200103,75,50,rastrigin,3,0.000000,0.000001,0.000000,0.000006,1.196075
roulette wheel,50,1,2.000000,75,50,rastrigin,3,0.000004,0.000113,0.000097,0.000716,1.202185
roulette wheel,60,1,0.720123,75,50,rastrigin,3,0.000000,0.000053,0.000044,0.000195,1.090200
roulette wheel,60,1,1.606822,75,50,rastrigin,3,0.000000,0.000023,0.000022,0.000116,1.229070
roulette wheel,60,1,1.859271,75,50,rastrigin,3,0.000002,0.000039,0.000033,0.000332,1.228035
roulette wheel,60,1,0.537845,75,50,rastrigin,3,0.000000,0.000019,0.000016,0.000779,1.357940
roulette wheel,60,1,1.388651,75,50,rastrigin,3,0.000000,0.000007,0.000005,0.000106,1.360875
roulette wheel,70,1,0.500000,75,50,rastrigin,3,0.000000,0.000045,0.000051,0.000290,1.348925
roulette wheel,70,1,0.896332,75,50,rastrigin,3,0.000000,0.000018,0.000021,0.000116,1.017805
roulette wheel,70,1,0.578555,75,50,rastrigin,3,0.000000,0.000046,0.000036,0.000378,1.077880
roulette wheel,60,1,0.833262,75,50,rastrigin,3,0.000000,0.000027,0.000035,0.000038,1.313700
roulette wheel,70,1,0.669452,75,50,rastrigin,3,0.000000,0.000034,0.000039,0.000114,1.036805
roulette wheel,70,1,1.388651,75,50,rastrigin,3,0.000000,0.000009,0.000007,0.000017,0.988640
roulette wheel,70,1,1.606822,75,50,rastrigin,3,0.000000,0.000013,0.000014,0.000049,0.961000
roulette wheel,70,1,1.859271,75,50,rastrigin,3,0.000004,0.000040,0.000038,0.000101,0.863795
roulette wheel,70,1,0.774630,75,50,rastrigin,3,0.000002,0.000063,0.000078,0.000767,1.093725
roulette wheel,70,1,1.037155,75,50,rastrigin,3,0.000000,0.000003,0.000003,0.000016,1.053885
roulette wheel,60,1,0.622346,75,50,rastrigin,3,0.000002,0.000029,0.000029,0.002892,1.123375
roulette wheel,70,1,1.200103,75,50,rastrigin,3,0.000000,0.000001,0.000002,0.000006,1.113605
roulette wheel,60,1,0.964176,75,50,rastrigin,3,0.000000,0.000014,0.000010,0.000070,1.156005
roulette wheel,60,1,1.115658,75,50,rastrigin,3,0.000000,0.000002,0.000002,0.000007,1.048655
roulette wheel,80,1,0.500000,75,50,rastrigin,3,0.000002,0.000067,0.000061,0.002066,0.982070
roulette wheel,60,1,1.290939,75,50,rastrigin,3,0.000000,0.000006,0.000006,0.000023,0.881615
roulette wheel,80,1,0.578555,75,50,rastrigin,3,0.000000,0.000020,0.000019,0.001094,0.957250
roulette wheel,60,1,2.000000,75,50,rastrigin,3,0.000002,0.000092,0.000134,0.000216,0.876900
roulette wheel,80,1,0.669452,75,50,rastrigin,3,0.000000,0.000020,0.000020,0.000118,0.962230
roulette wheel,80,1,0.774630,75,50,rastrigin,3,0.000000,0.000025,0.000023,0.000059,0.861945
roulette wheel,60,1,1.728444,75,50,rastrigin,3,0.000000,0.000027,0.000022,0.000059,0.950830
roulette wheel,70,1,0.964176,75,50,rastrigin,3,0.000000,0.000013,0.000014,0.000060,0.937055
roulette wheel,60,1,1.493759,75,50,rastrigin,3,0.000000,0.000018,0.000017,0.000078,0.990950
roulette wheel,80,1,0.896332,75,50,rastrigin,3,0.000000,0.000052,0.000046,0.000171,0.902875
roulette wheel,70,1,0.833262,75,50,rastrigin,3,0.000000,0.000050,0.000047,0.000497,0.900290
roulette wheel,70,1,0.622346,75,50,rastrigin,3,0.000000,0.000045,0.000036,0.000274,1.008930
roulette wheel,70,1,1.493759,75,50,rastrigin,3,0.000000,0.000009,0.000010,0.000033,0.979270
roulette wheel,70,1,2.000000,75,50,rastrigin,3,0.000000,0.000100,0.000115,0.000157,0.975775
roulette wheel,70,1,0.720123,75,50,rastrigin,3,0.000000,0.000036,0.000035,0.000258,1.020950
roulette wheel,70,1,1.728444,75,50,rastrigin,3,0.000000,0.000045,0.000037,0.000141,1.005275
roulette wheel,70,1,0.537845,75,50,rastrigin,3,0.000000,0.000026,0.000022,0.000157,1.119490
roulette wheel,70,1,1.290939,75,50,rastrigin,3,0.000000,0.000004,0.000004,0.000007,1.044360
roulette wheel,80,1,1.037155,75,50,rastrigin,3,0.000000,0.000002,0.000002,0.000009,0.986955
roulette wheel,80,1,1.606822,75,50,rastrigin,3,0.000000,0.000018,0.000021,0.000144,0.926290
roulette wheel,80,1,0.537845,75,50,rastrigin,3,0.000002,0.000051,0.000041,0.000210,0.966630
roulette wheel,80,1,1.388651,75,50,rastrigin,3,0.000000,0.000011,0.000017,0.000038,1.012490
roulette wheel,80,1,1.200103,75,50,rastrigin,3,0.000000,0.000004,0.000004,0.000017,0.968070
roulette wheel,80,1,0.622346,75,50,rastrigin,3,0.000002,0.000026,0.000029,0.000067,1.049970
roulette wheel,80,1,0.833262,75,50,rastrigin,3,0.000000,0.000025,0.000030,0.000099,1.010315
roulette wheel,80,1,1.859271,75,50,rastrigin,3,0.000002,0.000042,0.000049,0.000119,1.111450
roulette wheel,90,1,0.578555,75,50,rastrigin,3,0.000000,0.000073,0.000064,0.000149,0.904680
roulette wheel,80,1,0.720123,75,50,rastrigin,3,0.000002,0.000033,0.000028,0.000099,1.036080
roulette wheel,90,1,0.774630,75,50,rastrigin,3,0.000000,0.000017,0.000022,0.000293,0.905280
roulette wheel,80,1,0.964176,75,50,rastrigin,3,0.000000,0.000029,0.000028,0.000092,0.932665
roulette wheel,70,1,1.115658,75,50,rastrigin,3,0.000000,0.000001,0.000001,0.000012,1.103155
roulette wheel,90,1,0.669452,75,50,rastrigin,3,0.000000,0.000023,0.000025,0.000282,1.007700
roulette wheel,90,1,0.500000,75,50,rastrigin,3,0.000002,0.000048,0.000056,0.002029,1.106805
roulette wheel,90,1,1.037155,75,50,rastrigin,3,0.000000,0.000005,0.000005,0.000023,0.955950
roulette wheel,90,1,0.896332,75,50,rastrigin,3,0.000000,0.000042,0.000020,0.000415,1.022360
roulette wheel,90,1,1.200103,75,50,rastrigin,3,0.000000,0.000003,0.000003,0.000005,0.963995
roulette wheel,90,1,1.388651,75,50,rastrigin,3,0.000000,0.000006,0.000005,0.000009,0.958720
roulette wheel,90,1,1.606822,75,50,rastrigin,3,0.000000,0.000028,0.000035,0.000070,0.966640
roulette wheel,90,1,1.859271,75,50,rastrigin,3,0.000002,0.000059,0.000052,0.000076,1.015035
roulette wheel,100,1,0.500000,75,50,rastrigin,3,0.000000,0.000034,0.000059,0.000112,0.909495
roulette wheel,80,1,1.115658,75,50,rastrigin,3,0.000000,0.000002,0.000002,0.000009,0.868745
roulette wheel,80,1,1.728444,75,50,rastrigin,3,0.000000,0.000025,0.000026,0.000060,0.861615
roulette wheel,100,1,0.669452,75,50,rastrigin,3,0.000000,0.000029,0.000027,0.000570,1.072765
roulette wheel,100,1,0.578555,75,50,rastrigin,3,0.000000,0.000029,0.000033,0.000116,1.140995
roulette wheel,100,1,0.774630,75,50,rastrigin,3,0.000000,0.000021,0.000025,0.000097,1.168405
roulette wheel,80,1,1.493759,75,50,rastrigin,3,0.000000,0.000011,0.000012,0.000046,0.964340
roulette wheel,80,1,1.290939,75,50,rastrigin,3,0.000000,0.000003,0.000003,0.000006,0.977225
roulette wheel,100,1,1.037155,75,50,rastrigin,3,0.000000,0.000006,0.000007,0.000031,0.982885
roulette wheel,100,1,1.200103,75,50,rastrigin,3,0.000000,0.000002,0.000002,0.000030,0.927870
roulette wheel,100,1,0.896332,75,50,rastrigin,3,0.000000,0.000021,0.000030,0.000040,1.131495
roulette wheel,80,1,2.000000,75,50,rastrigin,3,0.000002,0.000054,0.000075,0.000088,0.984580
roulette wheel,100,1,1.859271,75,50,rastrigin,3,0.000000,0.000046,0.000037,0.000286,0.866780
roulette wheel,90,1,0.622346,75,50,rastrigin,3,0.000002,0.000025,0.000031,0.000186,1.039410
roulette wheel,90,1,0.833262,75,50,rastrigin,3,0.000000,0.000033,0.000036,0.000607,0.962320
roulette wheel,100,1,1.388651,75,50,rastrigin,3,0.000000,0.000003,0.000004,0.000043,1.006750
roulette wheel,100,1,1.606822,75,50,rastrigin,3,0.000000,0.000012,0.000012,0.000017,1.043005
roulette wheel,90,1,0.720123,75,50,rastrigin,3,0.000000,0.000030,0.000029,0.000263,1.014400
roulette wheel,90,1,0.537845,75,50,rastrigin,3,0.000000,0.000038,0.000025,0.000263,0.972765
roulette wheel,90,1,0.964176,75,50,rastrigin,3,0.000000,0.000006,0.000007,0.000018,0.986930
roulette wheel,90,1,1.493759,75,50,rastrigin,3,0.000000,0.000014,0.000014,0.000091,0.934110
roulette wheel,90,1,2.000000,75,50,rastrigin,3,0.000002,0.000071,0.000099,0.000251,0.926005
roulette wheel,90,1,1.290939,75,50,rastrigin,3,0.000000,0.000005,0.000005,0.000071,1.102495
roulette wheel,90,1,1.728444,75,50,rastrigin,3,0.000000,0.000031,0.000038,0.000061,1.028220
roulette wheel,100,1,0.537845,75,50,rastrigin,3,0.000000,0.000023,0.000022,0.000704,1.062105
roulette wheel,110,1,0.578555,75,50,rastrigin,3,0.000000,0.000034,0.000029,0.000081,1.002530
roulette wheel,100,1,0.720123,75,50,rastrigin,3,0.000004,0.000044,0.000048,0.000133,0.986175
roulette wheel,90,1,1.115658,75,50,rastrigin,3,0.000000,0.000002,0.000002,0.000012,1.273645
roulette wheel,110,1,0.774630,75,50,rastrigin,3,0.000000,0.000036,0.000035,0.000150,0.909040
roulette wheel,100,1,0.833262,75,50,rastrigin,3,0.000000,0.000040,0.000048,0.000321,0.968410
roulette wheel,100,1,0.622346,75,50,rastrigin,3,0.000000,0.000010,0.000010,0.000055,1.024285
roulette wheel,110,1,0.669452,75,50,rastrigin,3,0.000000,0.000022,0.000015,0.000168,1.011180
roulette wheel,100,1,1.115658,75,50,rastrigin,3,0.000000,0.000002,0.000000,0.000007,1.205665
roulette wheel,100,1,1.290939,75,50,rastrigin,3,0.000000,0.000002,0.000003,0.000011,0.896905
roulette wheel,110,1,0.500000,75,50,rastrigin,3,0.000004,0.000061,0.000051,0.001209,0.983485
roulette wheel,100,1,0.964176,75,50,rastrigin,3,0.000000,0.000013,0.000008,0.000060,0.960705
roulette wheel,110,1,0.896332,75,50,rastrigin,3,0.000000,0.000030,0.000039,0.000240,0.939775
roulette wheel,100,1,2.000000,75,50,rastrigin,3,0.000002,0.000065,0.000071,0.000556,0.970800
roulette wheel,110,1,1.037155,75,50,rastrigin,3,0.000000,0.000006,0.000003,0.000032,0.984560
roulette wheel,100,1,1.728444,75,50,rastrigin,3,0.000000,0.000029,0.000019,0.000250,0.869265
roulette wheel,100,1,1.493759,75,50,rastrigin,3,0.000000,0.000016,0.000013,0.000055,0.972040
roulette wheel,120,1,0.578555,75,50,rastrigin,3,0.000004,0.000025,0.000029,0.001350,0.864325
roulette wheel,110,1,1.200103,75,50,rastrigin,3,0.000000,0.000001,0.000002,0.000016,0.880710
roulette wheel,120,1,0.500000,75,50,rastrigin,3,0.000000,0.000017,0.000016,0.000095,1.053200
roulette wheel,110,1,1.388651,75,50,rastrigin,3,0.000000,0.000006,0.000004,0.000023,0.991095
roulette wheel,110,1,1.606822,75,50,rastrigin,3,0.000000,0.000013,0.000011,0.000041,0.976140
roulette wheel,120,1,0.896332,75,50,rastrigin,3,0.000000,0.000024,0.000021,0.000417,0.865575
roulette wheel,120,1,1.200103,75,50,rastrigin,3,0.000000,0.000006,0.000006,0.000016,0.865840
roulette wheel,120,1,1.606822,75,50,rastrigin,3,0.000000,0.000008,0.000010,0.000022,0.902310
roulette wheel,110,1,1.859271,75,50,rastrigin,3,0.000000,0.000033,0.000020,0.000365,1.140655
roulette wheel,120,1,0.774630,75,50,rastrigin,3,0.000000,0.000053,0.000067,0.001555,1.060745
roulette wheel,120,1,1.037155,75,50,rastrigin,3,0.000000,0.000005,0.000007,0.000011,1.048020
roulette wheel,130,1,1.037155,75,50,rastrigin,3,0.000000,0.000004,0.000004,0.000014,0.958980
roulette wheel,120,1,0.669452,75,50,rastrigin,3,0.000000,0.000013,0.000010,0.000085,1.162840
roulette wheel,120,1,1.859271,75,50,rastrigin,3,0.000000,0.000027,0.000025,0.000157,0.954505
roulette wheel,110,1,0.833262,75,50,rastrigin,3,0.000004,0.000052,0.000062,0.000461,0.916780
roulette wheel,130,1,0.500000,75,50,rastrigin,3,0.000002,0.000050,0.000059,0.002800,0.959340
roulette wheel,120,1,1.388651,75,50,rastrigin,3,0.000000,0.000005,0.000006,0.000022,1.369035
roulette wheel,110,1,0.622346,75,50,rastrigin,3,0.000000,0.000024,0.000026,0.000128,0.863775
roulette wheel,130,1,0.578555,75,50,rastrigin,3,0.000004,0.000041,0.000037,0.000595,0.937760
roulette wheel,130,1,0.896332,75,50,rastrigin,3,0.000002,0.000039,0.000039,0.000264,0.913510
roulette wheel,110,1,1.290939,75,50,rastrigin,3,0.000000,0.000004,0.000006,0.000008,0.878515
roulette wheel,130,1,0.669452,75,50,rastrigin,3,0.000000,0.000054,0.000071,0.000352,0.977630
roulette wheel,110,1,0.720123,75,50,rastrigin,3,0.000002,0.000023,0.000026,0.000149,0.964000
roulette wheel,130,1,0.774630,75,50,rastrigin,3,0.000000,0.000022,0.000020,0.001064,0.960825
roulette wheel,110,1,0.537845,75,50,rastrigin,3,0.000000,0.000032,0.000029,0.000070,0.970590
roulette wheel,110,1,1.115658,75,50,rastrigin,3,0.000000,0.000002,0.000002,0.000010,0.910460
roulette wheel,120,1,0.537845,75,50,rastrigin,3,0.000000,0.000035,0.000037,0.000074,0.972200
roulette wheel,130,1,1.388651,75,50,rastrigin,3,0.000000,0.000005,0.000004,0.000022,0.989175
roulette wheel,110,1,0.964176,75,50,rastrigin,3,0.000000,0.000009,0.000010,0.000060,0.999665
roulette wheel,110,1,1.493759,75,50,rastrigin,3,0.000000,0.000004,0.000004,0.000018,0.976035
roulette wheel,130,1,1.606822,75,50,rastrigin,3,0.000000,0.000020,0.000027,0.000079,1.186480
roulette wheel,110,1,1.728444,75,50,rastrigin,3,0.000000,0.000026,0.000034,0.000029,1.018410
roulette wheel,130,1,1.115658,75,50,rastrigin,3,0.000000,0.000001,0.000000,0.000010,1.240790
roulette wheel,130,1,1.200103,75,50,rastrigin,3,0.000000,0.000003,0.000004,0.000009,0.990585
roulette wheel,120,1,1.290939,75,50,rastrigin,3,0.000000,0.000006,0.000005,0.000012,0.980215
roulette wheel,120,1,0.833262,75,50,rastrigin,3,0.000000,0.000036,0.000031,0.000099,0.881390
roulette wheel,120,1,0.964176,75,50,rastrigin,3,0.000000,0.000018,0.000017,0.000119,1.134190
roulette wheel,110,1,2.000000,75,50,rastrigin,3,0.000002,0.000038,0.000039,0.000363,0.945735
roulette wheel,120,1,1.728444,75,50,rastrigin,3,0.000000,0.000018,0.000019,0.000044,0.986465
roulette wheel,120,1,0.720123,75,50,rastrigin,3,0.000002,0.000038,0.000039,0.000079,0.876695
roulette wheel,130,1,0.964176,75,50,rastrigin,3,0.000000,0.000019,0.000025,0.000056,1.002010
roulette wheel,120,1,0.622346,75,50,rastrigin,3,0.000000,0.000043,0.000045,0.000083,1.000730
roulette wheel,120,1,2.000000,75,50,rastrigin,3,0.000015,0.000082,0.000115,0.000305,0.954740
roulette wheel,120,1,1.493759,75,50,rastrigin,3,0.000000,0.000008,0.000008,0.000039,0.932310
roulette wheel,140,1,0.500000,75,50,rastrigin,3,0.000000,0.000055,0.000063,0.000227,0.962355
roulette wheel,130,1,0.537845,75,50,rastrigin,3,0.000002,0.000038,0.000021,0.000137,1.033830
roulette wheel,140,1,0.578555,75,50,rastrigin,3,0.000000,0.000022,0.000023,0.000137,0.880315
roulette wheel,130,1,1.859271,75,50,rastrigin,3,0.000002,0.000025,0.000027,0.000095,1.194160
roulette wheel,130,1,0.622346,75,50,rastrigin,3,0.000000,0.000025,0.000021,0.002165,1.268125
roulette wheel,130,1,0.720123,75,50,rastrigin,3,0.000006,0.000026,0.000029,0.000055,0.921645
roulette wheel,140,1,0.669452,75,50,rastrigin,3,0.000000,0.000036,0.000037,0.000405,0.999360
roulette wheel,140,1,0.896332,75,50,rastrigin,3,0.000000,0.000013,0.000008,0.000105,0.858120
roulette wheel,130,1,0.833262,75,50,rastrigin,3,0.000000,0.000017,0.000021,0.001387,0.964140
roulette wheel,140,1,1.200103,75,50,rastrigin,3,0.000000,0.000002,0.000003,0.000008,0.865540
roulette wheel,130,1,1.290939,75,50,rastrigin,3,0.000000,0.000004,0.000004,0.000008,0.892605
