teaching_factor,outstanding_percentage,n_leaders,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
0.928571,0.285714,3,450,150,rosenbrock,6,0.000000,0.208088,0.000000,1.698557,100.781610
0.928571,0.357143,3,450,150,rosenbrock,6,0.000000,0.260502,0.000000,1.717807,102.510200
0.928571,0.428571,3,450,150,rosenbrock,6,0.000000,0.089601,0.000000,1.633284,104.131170
0.928571,0.500000,3,450,150,rosenbrock,6,0.000000,0.149023,0.000000,1.672363,105.080240
0.928571,0.571429,3,450,150,rosenbrock,6,0.000000,0.447068,0.000000,1.803223,106.753640
0.928571,0.642857,3,450,150,rosenbrock,6,0.000000,0.049674,0.000000,1.618618,106.846770
0.928571,0.714286,3,450,150,rosenbrock,6,0.000000,0.248371,0.000000,1.720767,108.427210
0.928571,0.785714,3,450,150,rosenbrock,6,0.000000,0.248371,0.000000,1.720767,109.865680
0.928571,0.857143,3,450,150,rosenbrock,6,0.000000,0.149023,0.000000,1.672363,110.536690
0.928571,0.928571,3,450,150,rosenbrock,6,0.000000,0.049674,0.000000,1.618618,111.852420
0.928571,1.000000,3,450,150,rosenbrock,6,0.000000,0.392997,0.013063,1.829107,112.018030
1.071429,0.000000,3,450,150,rosenbrock,6,0.000000,1.332203,1.385373,12.279748,96.697800
1.071429,0.071429,3,450,150,rosenbrock,6,0.000000,1.289005,0.852950,3.611493,98.185040
1.071429,0.142857,3,450,150,rosenbrock,6,0.000000,0.311757,0.000359,1.657642,99.461070
1.071429,0.214286,3,450,150,rosenbrock,6,0.000000,0.122956,0.000000,1.927184,100.524160
1.071429,0.285714,3,450,150,rosenbrock,6,0.000000,0.631253,0.000000,1.860510,101.807480
1.071429,0.357143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.491183,103.425620
1.071429,0.428571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.558981,103.805690
1.071429,0.500000,3,450,150,rosenbrock,6,0.000000,0.149023,0.000000,1.672363,104.995690
1.071429,0.571429,3,450,150,rosenbrock,6,0.000000,0.298045,0.000000,1.743106,106.500690
1.071429,0.642857,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.492742,107.737080
1.071429,0.714286,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.558981,108.343330
1.071429,0.785714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.526738,109.324270
1.071429,0.857143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.558981,110.630910
1.071429,0.928571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.378906,112.597660
1.071429,1.000000,3,450,150,rosenbrock,6,0.000000,0.868451,0.804507,1.470376,111.721430
1.214286,0.000000,3,450,150,rosenbrock,6,0.000000,1.415779,1.296401,5.962313,96.435770
1.214286,0.071429,3,450,150,rosenbrock,6,0.000000,0.837693,0.620605,3.093617,98.327350
1.214286,0.142857,3,450,150,rosenbrock,6,0.000000,0.491713,0.120402,1.640701,99.388270
1.214286,0.214286,3,450,150,rosenbrock,6,0.000000,0.039828,0.001007,1.491783,101.085000
1.214286,0.285714,3,450,150,rosenbrock,6,0.000000,0.000820,0.000000,1.489178,101.858640
1.214286,0.357143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.290115,102.646860
1.214286,0.428571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.526738,103.465480
1.214286,0.500000,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.558981,104.428860
1.214286,0.571429,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.456870,106.507940
1.214286,0.642857,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.192182,107.296670
1.214286,0.714286,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.336450,107.564880
1.214286,0.785714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.243405,108.876480
1.214286,0.857143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.866100,110.206530
1.214286,0.928571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.866100,111.427390
1.214286,1.000000,3,450,150,rosenbrock,6,0.000023,0.703931,0.770416,1.131523,111.075800
1.357143,0.000000,3,450,150,rosenbrock,6,0.000000,1.480686,1.700359,10.614716,95.929330
1.357143,0.071429,3,450,150,rosenbrock,6,0.000000,0.887986,0.908911,3.400914,97.658220
1.357143,0.142857,3,450,150,rosenbrock,6,0.000000,0.476385,0.116161,1.644933,99.130560
1.357143,0.214286,3,450,150,rosenbrock,6,0.000000,0.027004,0.003452,1.408033,100.299440
1.357143,0.285714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.334426,102.130330
1.357143,0.357143,3,450,150,rosenbrock,6,0.000000,0.000097,0.000000,1.492064,101.748800
1.357143,0.428571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.866100,103.471770
1.357143,0.500000,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.418980,103.924310
1.357143,0.571429,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.291378,105.054340
1.357143,0.642857,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.078103,106.258180
1.357143,0.714286,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013939,107.968920
1.357143,0.785714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.943758,108.583850
1.357143,0.857143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013939,109.975050
1.357143,0.928571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.677903,111.193390
1.357143,1.000000,3,450,150,rosenbrock,6,0.004076,0.657839,0.783810,0.900538,111.527100
1.500000,0.000000,3,450,150,rosenbrock,6,0.000000,1.300367,1.255827,1.869543,96.251810
1.500000,0.071429,3,450,150,rosenbrock,6,0.000000,1.245570,1.346304,1.817086,98.663250
1.500000,0.142857,3,450,150,rosenbrock,6,0.000000,0.684302,0.370746,1.754995,99.334660
1.500000,0.214286,3,450,150,rosenbrock,6,0.000000,0.413503,0.003474,1.686901,100.466040
1.500000,0.285714,3,450,150,rosenbrock,6,0.000000,0.010216,0.000000,1.570649,101.544850
1.500000,0.357143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.298588,102.385510
1.500000,0.428571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.378886,103.467410
1.500000,0.500000,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.243405,104.702960
1.500000,0.571429,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.192182,106.089430
1.500000,0.642857,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013939,107.578640
1.500000,0.714286,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.866100,108.108350
1.500000,0.785714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.866100,109.298680
1.500000,0.857143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.943758,110.245140
1.500000,0.928571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.243405,112.556400
1.500000,1.000000,3,450,150,rosenbrock,6,0.000587,0.795057,0.916047,0.815325,113.229120
1.642857,0.000000,3,450,150,rosenbrock,6,0.000000,1.378103,1.100580,7.089551,96.679330
1.642857,0.071429,3,450,150,rosenbrock,6,0.000000,1.156156,1.061267,1.844788,97.672350
1.642857,0.142857,3,450,150,rosenbrock,6,0.000000,0.486013,0.280437,1.671554,98.989600
1.642857,0.214286,3,450,150,rosenbrock,6,0.000000,0.159145,0.008291,1.509292,100.286380
1.642857,0.285714,3,450,150,rosenbrock,6,0.000000,0.014490,0.000000,1.515429,101.598360
1.642857,0.357143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.369313,101.846570
1.642857,0.428571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.418981,102.841650
1.642857,0.500000,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.243405,103.892980
1.642857,0.571429,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013939,105.075240
1.642857,0.642857,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.778730,106.943310
1.642857,0.714286,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.137269,107.538300
1.642857,0.785714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.078103,108.714100
1.642857,0.857143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.192182,109.912860
1.642857,0.928571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.556352,112.517880
1.642857,1.000000,3,450,150,rosenbrock,6,0.032178,0.831771,0.988242,0.923932,110.560450
1.785714,0.000000,3,450,150,rosenbrock,6,0.000000,1.430746,1.349255,19.193827,96.675440
1.785714,0.071429,3,450,150,rosenbrock,6,0.000000,0.945164,1.143537,1.645292,97.248270
1.785714,0.142857,3,450,150,rosenbrock,6,0.000000,0.348173,0.292898,1.441852,98.615020
1.785714,0.214286,3,450,150,rosenbrock,6,0.000000,0.125225,0.043099,1.371820,99.944980
1.785714,0.285714,3,450,150,rosenbrock,6,0.000000,0.015095,0.000000,1.515981,100.736890
1.785714,0.357143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.865686,102.574360
1.785714,0.428571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.291378,103.099970
1.785714,0.500000,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.192103,104.041870
1.785714,0.571429,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.943758,105.074610
1.785714,0.642857,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.778730,106.293760
1.785714,0.714286,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.866100,108.419220
1.785714,0.785714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.866100,108.983310
1.785714,0.857143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.677903,110.748120
1.785714,0.928571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.000000,111.656170
1.785714,1.000000,3,450,150,rosenbrock,6,0.004248,0.771602,0.913552,0.801836,110.648980
1.928571,0.000000,3,450,150,rosenbrock,6,0.000000,1.195472,1.306112,2.088983,95.698390
1.928571,0.071429,3,450,150,rosenbrock,6,0.000000,1.190718,1.031470,1.807811,97.089530
1.928571,0.142857,3,450,150,rosenbrock,6,0.000000,0.463170,0.216641,1.632968,99.338400
1.928571,0.214286,3,450,150,rosenbrock,6,0.000000,0.371342,0.098147,1.624580,100.290260
1.928571,0.285714,3,450,150,rosenbrock,6,0.000000,0.005521,0.000000,1.353294,101.021320
1.928571,0.357143,3,450,150,rosenbrock,6,0.000000,0.000061,0.000000,1.375967,103.581150
1.928571,0.428571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013920,103.218180
1.928571,0.500000,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.136751,105.941230
1.928571,0.571429,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.192182,105.701470
1.928571,0.642857,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.943758,107.031620
1.928571,0.714286,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.078103,107.596980
1.928571,0.785714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.137269,149.971560
1.928571,0.857143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.778730,130.902140
1.928571,0.928571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.778730,111.976960
1.928571,1.000000,3,450,150,rosenbrock,6,0.001741,0.548185,0.641452,0.804636,111.196910
2.071429,0.000000,3,450,150,rosenbrock,6,0.000000,1.875119,2.681336,2.068763,95.474440
2.071429,0.071429,3,450,150,rosenbrock,6,0.000000,0.960591,0.867045,1.804337,97.057820
2.071429,0.142857,3,450,150,rosenbrock,6,0.000000,0.459253,0.332544,1.529306,98.458400
2.071429,0.214286,3,450,150,rosenbrock,6,0.000000,0.107276,0.013979,1.360442,99.653940
2.071429,0.285714,3,450,150,rosenbrock,6,0.000000,0.004336,0.000000,1.443539,100.941720
2.071429,0.357143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.377732,101.824580
2.071429,0.428571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013598,103.937180
2.071429,0.500000,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.137269,103.969790
2.071429,0.571429,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.677903,104.905700
2.071429,0.642857,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013939,106.075560
2.071429,0.714286,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.943758,107.495410
2.071429,0.785714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.778730,108.449620
2.071429,0.857143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.556352,109.616440
2.071429,0.928571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.866100,110.946820
2.071429,1.000000,3,450,150,rosenbrock,6,0.002647,0.663444,0.750778,0.756542,110.334410
2.214286,0.000000,3,450,150,rosenbrock,6,0.000000,1.585113,1.896233,13.421358,98.454480
2.214286,0.071429,3,450,150,rosenbrock,6,0.000000,1.347949,1.341514,1.743131,104.481320
2.214286,0.142857,3,450,150,rosenbrock,6,0.000000,0.590889,0.277108,1.700085,105.224660
2.214286,0.214286,3,450,150,rosenbrock,6,0.000000,0.050404,0.001396,1.427330,115.838930
2.214286,0.285714,3,450,150,rosenbrock,6,0.000000,0.000384,0.000000,1.083191,107.629920
2.214286,0.357143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.242728,109.142770
2.214286,0.428571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.192182,110.965880
2.214286,0.500000,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.872765,105.982200
2.214286,0.571429,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013939,119.034120
2.214286,0.642857,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.778730,110.758470
2.214286,0.714286,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.677903,114.511270
2.214286,0.785714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.943758,117.456560
2.214286,0.857143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.778730,115.944660
2.214286,0.928571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.778730,116.998470
2.214286,1.000000,3,450,150,rosenbrock,6,0.013212,0.587188,0.651721,0.805900,120.255520
2.357143,0.000000,3,450,150,rosenbrock,6,0.000000,1.247996,1.479047,11.322898,104.174470
2.357143,0.071429,3,450,150,rosenbrock,6,0.000000,0.753922,0.552141,1.677534,106.604620
2.357143,0.142857,3,450,150,rosenbrock,6,0.000000,0.557867,0.160358,1.689833,118.063710
2.357143,0.214286,3,450,150,rosenbrock,6,0.000000,0.105337,0.013341,1.341226,123.291220
2.357143,0.285714,3,450,150,rosenbrock,6,0.000000,0.123375,0.000012,1.610978,128.089830
2.357143,0.357143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.456131,122.585140
2.357143,0.428571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.078098,111.189010
2.357143,0.500000,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.943758,104.575510
2.357143,0.571429,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.137269,105.944030
2.357143,0.642857,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.078103,106.237260
2.357143,0.714286,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013939,107.275040
2.357143,0.785714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.677903,108.357330
2.357143,0.857143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.395402,110.987490
2.357143,0.928571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.413631,115.395610
2.357143,1.000000,3,450,150,rosenbrock,6,0.008492,0.633915,0.749155,0.704127,111.320080
2.500000,0.000000,3,450,150,rosenbrock,6,0.000000,1.476877,1.637994,9.334723,95.287470
2.500000,0.071429,3,450,150,rosenbrock,6,0.000000,0.656724,0.580056,1.571440,97.009880
2.500000,0.142857,3,450,150,rosenbrock,6,0.000000,0.581738,0.289437,1.677503,99.020920
2.500000,0.214286,3,450,150,rosenbrock,6,0.000000,0.422197,0.085546,1.809168,99.431300
2.500000,0.285714,3,450,150,rosenbrock,6,0.000000,0.027623,0.000000,1.489660,100.708300
2.500000,0.357143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.303861,101.668860
2.500000,0.428571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013920,103.855300
2.500000,0.500000,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.192182,103.914800
2.500000,0.571429,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.078103,104.578450
2.500000,0.642857,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013939,106.003730
2.500000,0.714286,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.078103,107.271110
2.500000,0.785714,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,1.013939,109.125780
2.500000,0.857143,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.677903,109.462810
2.500000,0.928571,3,450,150,rosenbrock,6,0.000000,0.000000,0.000000,0.778730,110.776500
2.500000,1.000000,3,450,150,rosenbrock,6,0.002139,0.550929,0.631370,0.743884,110.176340
0.500000,0.000000,3,900,300,rosenbrock,9,0.054701,4.634489,5.940170,20.319853,478.569550
0.500000,0.071429,3,900,300,rosenbrock,9,0.001318,3.994397,5.497752,20.389069,488.100870
0.500000,0.142857,3,900,300,rosenbrock,9,0.000002,4.066494,5.242902,14.969281,496.055180
0.500000,0.214286,3,900,300,rosenbrock,9,0.000000,3.356288,4.466136,10.806697,499.236730
0.500000,0.285714,3,900,300,rosenbrock,9,0.000000,3.409066,4.540555,5.896545,515.126630
0.500000,0.357143,3,900,300,rosenbrock,9,0.000000,3.665072,4.955903,4.286228,513.652510
0.500000,0.428571,3,900,300,rosenbrock,9,0.000000,2.549784,3.269104,2.931378,520.274760
0.500000,0.500000,3,900,300,rosenbrock,9,0.000000,2.842087,4.029157,3.002856,525.180190
0.500000,0.571429,3,900,300,rosenbrock,9,0.000000,2.733886,3.967104,2.750072,530.817970
0.500000,0.642857,3,900,300,rosenbrock,9,0.000000,2.216600,3.040356,7.493756,539.299700
0.500000,0.714286,3,900,300,rosenbrock,9,0.000000,1.631989,1.997086,2.335598,545.182730
0.500000,0.785714,3,900,300,rosenbrock,9,0.000000,0.403996,0.255681,1.522820,542.420980
0.500000,0.857143,3,900,300,rosenbrock,9,0.000000,0.000153,0.000000,1.460878,549.634150
0.500000,0.928571,3,900,300,rosenbrock,9,0.000000,0.000000,0.000000,1.295440,559.102220
0.500000,1.000000,3,900,300,rosenbrock,9,0.000000,0.254821,0.229262,1.502377,550.992630
0.642857,0.000000,3,900,300,rosenbrock,9,0.000002,5.193336,6.865862,20.013350,479.945390
0.642857,0.071429,3,900,300,rosenbrock,9,0.001620,3.175300,4.346411,15.575399,485.765830
0.642857,0.142857,3,900,300,rosenbrock,9,0.000070,3.937825,5.161070,12.909509,492.230070
0.642857,0.214286,3,900,300,rosenbrock,9,0.004658,4.616906,5.792251,14.140820,498.265100
0.642857,0.285714,3,900,300,rosenbrock,9,0.000069,3.626560,5.142367,7.551096,507.147670
0.642857,0.357143,3,900,300,rosenbrock,9,0.000000,3.123136,4.145130,2.879277,510.384120
0.642857,0.428571,3,900,300,rosenbrock,9,0.000012,3.198073,4.422867,3.063649,517.881810
0.642857,0.500000,3,900,300,rosenbrock,9,0.000000,3.026493,4.008745,2.482683,523.559770
0.642857,0.571429,3,900,300,rosenbrock,9,0.000000,2.785028,3.935740,2.752818,529.294930
0.642857,0.642857,3,900,300,rosenbrock,9,0.000000,2.183366,3.289348,2.834974,542.080200
0.642857,0.714286,3,900,300,rosenbrock,9,0.000000,1.297144,1.610612,2.538111,539.288550
0.642857,0.785714,3,900,300,rosenbrock,9,0.000000,0.297316,0.094368,1.545879,605.896310
0.642857,0.857143,3,900,300,rosenbrock,9,0.000000,0.006605,0.000000,1.592680,576.536700
0.642857,0.928571,3,900,300,rosenbrock,9,0.000000,0.000000,0.000000,1.461454,557.494820
0.642857,1.000000,3,900,300,rosenbrock,9,0.000000,0.432723,0.490788,1.520153,557.566100
0.785714,0.000000,3,900,300,rosenbrock,9,0.000071,5.182992,6.772049,26.643021,485.932860
0.785714,0.071429,3,900,300,rosenbrock,9,0.000000,4.101845,5.347072,20.555399,515.446380
0.785714,0.142857,3,900,300,rosenbrock,9,0.000005,3.729358,4.948099,12.957952,534.699260
0.785714,0.214286,3,900,300,rosenbrock,9,0.001622,4.066417,4.865907,14.583018,535.248430
0.785714,0.285714,3,900,300,rosenbrock,9,0.000000,3.557092,4.718998,11.115930,604.929670
0.785714,0.357143,3,900,300,rosenbrock,9,0.000000,3.621566,4.725740,3.031551,641.306260
0.785714,0.428571,3,900,300,rosenbrock,9,0.000077,3.842856,4.671648,7.407043,600.558970
0.785714,0.500000,3,900,300,rosenbrock,9,0.000000,3.207722,4.187267,2.597990,621.631170
0.785714,0.571429,3,900,300,rosenbrock,9,0.000000,2.463661,3.805357,3.516132,571.408450
0.785714,0.642857,3,900,300,rosenbrock,9,0.000000,1.894938,2.584540,2.344211,645.814920
0.785714,0.714286,3,900,300,rosenbrock,9,0.000000,1.657522,2.110337,2.684486,625.283640
0.785714,0.785714,3,900,300,rosenbrock,9,0.000000,0.234196,0.086779,1.867294,650.336730
0.785714,0.857143,3,900,300,rosenbrock,9,0.000000,0.000181,0.000000,1.422117,605.498380
0.785714,0.928571,3,900,300,rosenbrock,9,0.000000,0.000000,0.000000,1.423444,648.374840
0.785714,1.000000,3,900,300,rosenbrock,9,0.000000,0.213566,0.131839,1.348506,558.431320
0.928571,0.000000,3,900,300,rosenbrock,9,0.002790,4.623742,6.157193,27.031157,488.424850
0.928571,0.071429,3,900,300,rosenbrock,9,0.020876,4.673261,5.977777,19.653624,497.573670
0.928571,0.142857,3,900,300,rosenbrock,9,0.000005,4.033572,5.555030,15.522079,499.682810
0.928571,0.214286,3,900,300,rosenbrock,9,0.000000,3.583956,4.696958,14.361420,504.574020
0.928571,0.285714,3,900,300,rosenbrock,9,0.000000,3.250572,5.043116,11.009530,513.637360
0.928571,0.357143,3,900,300,rosenbrock,9,0.000093,3.431368,4.502326,8.712897,518.610180
0.928571,0.428571,3,900,300,rosenbrock,9,0.000000,2.697805,3.986451,3.202930,523.376550
0.928571,0.500000,3,900,300,rosenbrock,9,0.000000,3.117740,4.096265,3.321645,529.830670
0.928571,0.571429,3,900,300,rosenbrock,9,0.000000,2.564466,3.949048,2.606316,534.487710
0.928571,0.642857,3,900,300,rosenbrock,9,0.000000,1.346551,1.202720,2.704947,541.824070
0.928571,0.714286,3,900,300,rosenbrock,9,0.000000,2.037001,3.378248,2.986731,541.401250
0.928571,0.785714,3,900,300,rosenbrock,9,0.000000,0.429621,0.042577,1.968143,546.997630
0.928571,0.857143,3,900,300,rosenbrock,9,0.000000,0.182913,0.000000,1.777420,552.095740
0.928571,0.928571,3,900,300,rosenbrock,9,0.000000,0.099661,0.000000,1.651368,556.547570
0.928571,1.000000,3,900,300,rosenbrock,9,0.000000,0.521194,0.159237,1.911980,555.545240
1.071429,0.000000,3,900,300,rosenbrock,9,0.000005,4.898576,6.346263,18.529621,563.673640
1.071429,0.071429,3,900,300,rosenbrock,9,0.000072,4.089559,5.312298,15.621730,705.603850
1.071429,0.142857,3,900,300,rosenbrock,9,0.000204,4.181763,5.465014,9.120748,583.194970
1.071429,0.214286,3,900,300,rosenbrock,9,0.000000,4.599854,5.911440,15.104902,642.371840
1.071429,0.285714,3,900,300,rosenbrock,9,0.000312,4.230509,5.380137,7.634502,646.194110
1.071429,0.357143,3,900,300,rosenbrock,9,0.000002,4.019364,4.842442,7.346746,558.543130
1.071429,0.428571,3,900,300,rosenbrock,9,0.000000,4.157781,4.989725,2.556288,562.527150
1.071429,0.500000,3,900,300,rosenbrock,9,0.008970,3.703854,4.211552,2.418447,618.841790
1.071429,0.571429,3,900,300,rosenbrock,9,0.000700,3.239655,4.005201,2.548229,548.262700
1.071429,0.642857,3,900,300,rosenbrock,9,0.000000,2.684751,3.724680,2.358412,533.113860
1.071429,0.714286,3,900,300,rosenbrock,9,0.000000,2.249023,3.219232,2.191316,538.147440
1.071429,0.785714,3,900,300,rosenbrock,9,0.000000,0.549064,0.575263,1.626153,542.204750
1.071429,0.857143,3,900,300,rosenbrock,9,0.000000,0.000000,0.000000,1.016598,547.648360
1.071429,0.928571,3,900,300,rosenbrock,9,0.000000,0.000000,0.000000,0.946728,551.991480
1.071429,1.000000,3,900,300,rosenbrock,9,0.000088,3.076085,3.627131,1.524130,554.118440
1.214286,0.000000,3,900,300,rosenbrock,9,0.001818,4.440553,6.434914,26.938278,478.691300
1.214286,0.071429,3,900,300,rosenbrock,9,0.019085,5.596767,6.917369,10.507113,487.528790
1.214286,0.142857,3,900,300,rosenbrock,9,0.024615,5.460026,6.408557,11.070700,492.697650
1.214286,0.214286,3,900,300,rosenbrock,9,1.384372,5.345136,5.985295,2.459463,500.556120
1.214286,0.285714,3,900,300,rosenbrock,9,1.201901,4.950798,5.669092,1.904222,504.800260
1.214286,0.357143,3,900,300,rosenbrock,9,0.001139,4.838064,5.881635,1.961918,523.469680
1.214286,0.428571,3,900,300,rosenbrock,9,0.003741,4.242715,5.193964,2.039313,545.402240
1.214286,0.500000,3,900,300,rosenbrock,9,0.027220,3.587755,4.295204,1.976547,567.498280
1.214286,0.571429,3,900,300,rosenbrock,9,0.128838,3.270782,3.926589,1.754088,543.203250
1.214286,0.642857,3,900,300,rosenbrock,9,0.000000,3.123914,4.000277,2.075908,539.997940
1.214286,0.714286,3,900,300,rosenbrock,9,0.002064,1.810493,2.304545,1.782234,542.419510
1.214286,0.785714,3,900,300,rosenbrock,9,0.000000,0.309821,0.275435,1.403769,546.288810
1.214286,0.857143,3,900,300,rosenbrock,9,0.000000,0.000000,0.000000,0.868823,549.015800
1.214286,0.928571,3,900,300,rosenbrock,9,0.000000,0.000000,0.000000,0.946727,555.665110
1.214286,1.000000,3,900,300,rosenbrock,9,0.263184,3.709229,4.262134,1.332384,640.356020
1.357143,0.000000,3,900,300,rosenbrock,9,0.002855,5.189292,6.574261,33.029350,502.850430
1.357143,0.071429,3,900,300,rosenbrock,9,0.063549,5.471788,6.489910,15.766409,519.954860
1.357143,0.142857,3,900,300,rosenbrock,9,0.089191,5.754600,6.266761,6.699296,584.873360
1.357143,0.214286,3,900,300,rosenbrock,9,0.287309,5.278417,6.002612,9.912083,588.191900
1.357143,0.285714,3,900,300,rosenbrock,9,0.107671,4.740639,5.530846,1.993091,570.972880
1.357143,0.357143,3,900,300,rosenbrock,9,0.955276,4.922936,5.427966,1.856494,543.676900
1.357143,0.428571,3,900,300,rosenbrock,9,0.714934,4.346688,5.103505,1.822714,540.929600
1.357143,0.500000,3,900,300,rosenbrock,9,0.029217,3.952040,4.823937,1.881573,558.751820
1.357143,0.571429,3,900,300,rosenbrock,9,0.087826,3.366560,3.942365,2.062097,541.840560
1.357143,0.642857,3,900,300,rosenbrock,9,0.211954,2.887724,3.412667,1.939259,536.547600
1.357143,0.714286,3,900,300,rosenbrock,9,0.000045,2.444830,3.190653,1.804840,598.057640
1.357143,0.785714,3,900,300,rosenbrock,9,0.000000,0.472963,0.321775,1.449925,593.090830
