selection,limit,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
tournament 3,125,600,300,rosenbrock,9,0.003459,0.010396,0.011657,0.010107,15.197535
tournament 3,135,600,300,rosenbrock,9,0.004162,0.011368,0.013542,0.006685,15.984690
tournament 3,175,600,300,rosenbrock,9,0.002637,0.007592,0.007739,0.009571,15.997450
tournament 3,115,600,300,rosenbrock,9,0.003681,0.011394,0.013419,0.008718,17.265785
tournament 3,100,600,300,rosenbrock,9,0.007942,0.012575,0.012891,0.006866,18.213310
tournament 3,150,600,300,rosenbrock,9,0.001083,0.010511,0.010669,0.008615,14.750040
tournament 3,75,600,300,rosenbrock,9,0.002895,0.010653,0.011686,0.006175,19.410635
tournament 3,160,600,300,rosenbrock,9,0.005385,0.012301,0.013804,0.005564,13.606135
tournament 3,85,600,300,rosenbrock,9,0.004526,0.011210,0.014091,0.005872,19.979505
tournament 3,105,600,300,rosenbrock,9,0.004130,0.013329,0.015001,0.006491,20.138275
tournament 3,60,600,300,rosenbrock,9,0.006136,0.016742,0.017285,0.011152,21.385325
tournament 3,165,600,300,rosenbrock,9,0.001745,0.010811,0.012956,0.008898,14.835780
tournament 3,145,600,300,rosenbrock,9,0.003245,0.010021,0.010874,0.011611,18.280075
tournament 3,170,600,300,rosenbrock,9,0.002968,0.011384,0.014318,0.006147,13.528535
tournament 3,50,600,300,rosenbrock,9,0.011214,0.030944,0.032052,0.024800,23.178730
tournament 3,155,600,300,rosenbrock,9,0.003464,0.011703,0.014811,0.006249,20.651180
tournament 3,190,600,300,rosenbrock,9,0.003990,0.010888,0.012835,0.007564,13.143675
tournament 3,110,600,300,rosenbrock,9,0.003231,0.010538,0.013148,0.008799,15.566170
tournament 3,195,600,300,rosenbrock,9,0.004060,0.011330,0.011884,0.006961,14.970240
tournament 3,185,600,300,rosenbrock,9,0.002776,0.009415,0.010799,0.009409,15.561485
tournament 5,5,600,300,rosenbrock,9,29.095371,52.845303,56.246246,15.684341,17.684890
tournament 5,45,600,300,rosenbrock,9,0.025465,0.046555,0.050519,0.024039,16.189720
tournament 3,180,600,300,rosenbrock,9,0.001903,0.010034,0.011122,0.007477,19.720100
tournament 5,50,600,300,rosenbrock,9,0.021339,0.036446,0.039012,0.018472,16.523365
tournament 5,60,600,300,rosenbrock,9,0.007754,0.021376,0.024034,0.013704,17.292875
tournament 5,35,600,300,rosenbrock,9,0.038461,0.090900,0.105772,0.061965,19.079945
tournament 5,55,600,300,rosenbrock,9,0.007077,0.029576,0.032015,0.018312,17.645285
tournament 5,80,600,300,rosenbrock,9,0.004850,0.013078,0.014054,0.008751,16.252460
tournament 3,200,600,300,rosenbrock,9,0.003479,0.010781,0.012357,0.006079,22.665650
tournament 5,95,600,300,rosenbrock,9,0.002522,0.007060,0.007803,0.004352,17.451740
tournament 5,85,600,300,rosenbrock,9,0.003153,0.010086,0.010232,0.008148,17.719730
tournament 5,15,600,300,rosenbrock,9,0.975277,2.605507,3.045801,0.847195,22.815300
tournament 5,10,600,300,rosenbrock,9,4.990103,9.324284,10.230625,3.296553,23.586505
tournament 5,40,600,300,rosenbrock,9,0.020600,0.061787,0.076443,0.036063,22.432870
tournament 5,20,600,300,rosenbrock,9,0.306439,0.996684,1.203782,0.399348,23.721630
tournament 5,25,600,300,rosenbrock,9,0.062434,0.328496,0.403275,0.177154,24.002770
tournament 5,75,600,300,rosenbrock,9,0.003027,0.014081,0.016521,0.008007,20.677885
tournament 5,65,600,300,rosenbrock,9,0.006169,0.013087,0.014100,0.010138,23.348395
tournament 5,30,600,300,rosenbrock,9,0.042508,0.182743,0.205583,0.084505,26.166390
tournament 5,90,600,300,rosenbrock,9,0.004064,0.009032,0.010492,0.006370,24.224505
tournament 5,70,600,300,rosenbrock,9,0.003291,0.011113,0.013304,0.008058,25.461665
tournament 5,155,600,300,rosenbrock,9,0.003289,0.008327,0.009525,0.006803,13.195595
tournament 5,170,600,300,rosenbrock,9,0.001128,0.005706,0.007189,0.006865,13.162650
tournament 5,145,600,300,rosenbrock,9,0.002162,0.006057,0.006939,0.004077,13.651770
tournament 5,180,600,300,rosenbrock,9,0.001514,0.007639,0.009660,0.004629,13.224425
tournament 5,100,600,300,rosenbrock,9,0.002036,0.008535,0.009743,0.006671,24.546685
tournament 5,115,600,300,rosenbrock,9,0.002126,0.008540,0.010022,0.005970,15.865710
tournament 5,190,600,300,rosenbrock,9,0.000341,0.007293,0.010085,0.006252,13.019480
tournament 5,175,600,300,rosenbrock,9,0.000763,0.009070,0.010601,0.007607,15.431305
tournament 5,130,600,300,rosenbrock,9,0.001451,0.005660,0.006505,0.004515,15.907835
tournament 5,125,600,300,rosenbrock,9,0.001347,0.007349,0.008100,0.007188,17.236545
tournament 5,140,600,300,rosenbrock,9,0.003161,0.006752,0.007330,0.005588,17.785600
tournament 5,200,600,300,rosenbrock,9,0.000859,0.006122,0.006899,0.004775,13.391105
tournament 5,160,600,300,rosenbrock,9,0.001393,0.007528,0.008661,0.009834,19.371950
tournament 5,135,600,300,rosenbrock,9,0.002216,0.007142,0.008052,0.006936,19.752220
tournament 5,105,600,300,rosenbrock,9,0.002919,0.006827,0.007099,0.004494,22.620040
tournament 5,195,600,300,rosenbrock,9,0.002990,0.006557,0.007487,0.004694,16.611270
tournament 5,120,600,300,rosenbrock,9,0.000979,0.007033,0.008758,0.006851,21.542645
tournament 5,110,600,300,rosenbrock,9,0.002419,0.007963,0.008229,0.007409,22.422770
tournament 5,185,600,300,rosenbrock,9,0.001509,0.003778,0.004170,0.003496,18.805560
tournament 5,150,600,300,rosenbrock,9,0.002588,0.006843,0.006871,0.007024,20.970005
tournament 5,165,600,300,rosenbrock,9,0.002046,0.006014,0.006681,0.006250,20.792350
