selection,limit,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
roulette wheel,40,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.069920
roulette wheel,5,300,150,rastrigin,6,1.679085,3.033882,3.428314,0.944369,10.054400
roulette wheel,80,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.281400
roulette wheel,60,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.408790
roulette wheel,70,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.454385
roulette wheel,50,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.828220
roulette wheel,45,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.926780
roulette wheel,85,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.903985
roulette wheel,65,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.339915
roulette wheel,75,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.572065
roulette wheel,55,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.676675
roulette wheel,100,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.424375
tournament 3,15,300,150,rastrigin,6,0.020138,0.106035,0.111440,0.099009,9.409390
roulette wheel,90,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,11.147170
tournament 3,30,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000001,9.325080
tournament 3,35,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.290135
tournament 3,40,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.172195
tournament 3,25,300,150,rastrigin,6,0.000002,0.000012,0.000013,0.000030,9.594030
tournament 3,55,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.183360
tournament 3,50,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.607310
tournament 3,65,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.765195
tournament 3,45,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.769435
tournament 3,70,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.911405
roulette wheel,95,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.246940
tournament 3,80,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.274860
tournament 3,75,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.735095
tournament 3,10,300,150,rastrigin,6,0.550423,1.389385,1.496118,0.442130,12.698825
tournament 3,85,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.288030
tournament 3,5,300,150,rastrigin,6,2.593164,3.528577,3.872683,0.973670,14.018645
tournament 3,20,300,150,rastrigin,6,0.000090,0.003225,0.004240,0.004593,13.177905
tournament 3,60,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,12.735025
tournament 3,90,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.379615
tournament 3,95,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.008960
tournament 5,60,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.107840
tournament 5,50,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.241940
tournament 5,40,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.570145
tournament 5,85,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.342775
tournament 5,75,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.074760
tournament 5,30,300,150,rastrigin,6,0.000000,0.000003,0.000004,0.000006,10.031560
tournament 5,5,300,150,rastrigin,6,1.721073,3.168720,3.392180,1.006259,10.433155
tournament 3,100,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.493625
tournament 5,45,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.107695
tournament 5,65,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,9.854530
tournament 5,80,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.020790
tournament 5,55,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,10.286780
tournament 5,70,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.779655
tournament 5,90,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,7.870955
tournament 5,25,300,150,rastrigin,6,0.000044,0.000185,0.000195,0.000183,10.584710
tournament 5,95,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.029235
tournament 5,20,300,150,rastrigin,6,0.001068,0.006896,0.007098,0.015976,11.004910
tournament 5,15,300,150,rastrigin,6,0.035151,0.174040,0.232117,0.171782,11.117075
tournament 5,10,300,150,rastrigin,6,0.170780,1.095021,1.313813,0.534871,11.257180
tournament 5,100,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000000,8.052030
tournament 5,35,300,150,rastrigin,6,0.000000,0.000000,0.000000,0.000001,11.335355
tournament 3,50,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.052935
roulette wheel,50,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,53.251220
roulette wheel,30,600,300,rastrigin,9,0.000000,0.000003,0.000004,0.000004,53.898745
roulette wheel,25,600,300,rastrigin,9,0.000076,0.000481,0.000595,0.000554,54.018920
roulette wheel,20,600,300,rastrigin,9,0.003494,0.016832,0.016272,0.031898,54.533910
roulette wheel,90,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,57.984115
tournament 3,30,600,300,rastrigin,9,0.000000,0.000008,0.000011,0.000007,58.296220
roulette wheel,75,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,59.288940
roulette wheel,65,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,59.467660
roulette wheel,85,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,60.449805
roulette wheel,80,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,60.504225
roulette wheel,55,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,61.184505
roulette wheel,35,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,61.660365
roulette wheel,45,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,61.697510
roulette wheel,100,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,61.674210
roulette wheel,60,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,62.416840
roulette wheel,95,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,62.415330
roulette wheel,40,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,64.045350
tournament 3,5,600,300,rastrigin,9,6.267517,9.022741,9.848125,1.938629,63.946385
roulette wheel,70,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,64.245365
tournament 3,15,600,300,rastrigin,9,0.171852,1.078030,1.309633,0.551304,61.826765
tournament 3,20,600,300,rastrigin,9,0.010059,0.070431,0.095501,0.130389,61.996650
tournament 3,25,600,300,rastrigin,9,0.000278,0.000695,0.000645,0.001288,60.887025
tournament 3,10,600,300,rastrigin,9,1.865974,3.346367,3.518997,0.937206,66.996515
tournament 3,40,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,55.039845
tournament 3,45,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,52.293780
roulette wheel,10,600,300,rastrigin,9,1.080429,2.524612,2.861006,0.851569,60.470390
tournament 3,35,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000001,58.331150
roulette wheel,5,600,300,rastrigin,9,5.586956,8.325773,9.105297,1.780186,72.713790
roulette wheel,15,600,300,rastrigin,9,0.100788,0.466570,0.464560,0.584235,55.441390
tournament 3,55,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.407115
tournament 3,80,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,38.862950
tournament 3,90,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.262655
tournament 3,65,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.502250
tournament 3,95,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.657175
tournament 3,75,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.467010
tournament 3,60,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.233765
tournament 3,70,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,43.735480
tournament 3,100,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,44.826490
tournament 3,85,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.893700
tournament 5,30,600,300,rastrigin,9,0.000019,0.000067,0.000067,0.000074,44.926925
tournament 5,15,600,300,rastrigin,9,0.217976,0.938465,1.187168,0.490835,47.499350
tournament 5,25,600,300,rastrigin,9,0.000324,0.003310,0.003408,0.004239,46.456050
tournament 5,35,600,300,rastrigin,9,0.000000,0.000005,0.000008,0.000005,46.353385
tournament 5,10,600,300,rastrigin,9,1.142403,2.951389,3.504246,1.042956,52.624885
tournament 5,40,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000001,44.584645
tournament 5,45,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.792230
tournament 5,50,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.982675
tournament 5,20,600,300,rastrigin,9,0.012169,0.134729,0.163965,0.129723,51.927920
tournament 5,5,600,300,rastrigin,9,5.367329,7.902452,8.255556,1.665644,55.937555
tournament 5,60,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.958120
tournament 5,65,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.133770
tournament 5,55,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.524475
tournament 5,70,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,43.386520
tournament 5,75,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.083395
tournament 5,80,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.988640
tournament 5,85,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,36.381540
tournament 5,90,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,36.163870
tournament 5,95,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,33.936260
tournament 5,100,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,32.839050
