selection,limit,mutation_dims,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
roulette wheel,110,1,100,50,rastrigin,3,0.000000,0.000006,0.000003,0.000027,1.566280
roulette wheel,90,2,100,50,rastrigin,3,0.000141,0.002783,0.002915,0.004859,2.238745
roulette wheel,120,1,100,50,rastrigin,3,0.000000,0.000006,0.000005,0.000048,1.231475
roulette wheel,105,3,100,50,rastrigin,3,0.001495,0.044186,0.053349,0.069693,1.777010
roulette wheel,115,3,100,50,rastrigin,3,0.000975,0.042729,0.052246,0.168924,1.359550
roulette wheel,110,2,100,50,rastrigin,3,0.000046,0.001593,0.001744,0.006085,1.864920
roulette wheel,100,3,100,50,rastrigin,3,0.005846,0.049260,0.054195,0.136367,1.984905
roulette wheel,120,3,100,50,rastrigin,3,0.005806,0.102424,0.135456,0.263019,1.532075
roulette wheel,125,2,100,50,rastrigin,3,0.000195,0.002038,0.002191,0.004261,1.562285
roulette wheel,120,2,100,50,rastrigin,3,0.000175,0.001983,0.002487,0.003845,1.669795
roulette wheel,130,1,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000020,1.518600
roulette wheel,140,1,100,50,rastrigin,3,0.000000,0.000004,0.000005,0.000010,1.163195
roulette wheel,125,1,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000007,1.942720
roulette wheel,135,1,100,50,rastrigin,3,0.000000,0.000005,0.000004,0.000015,1.327085
roulette wheel,115,2,100,50,rastrigin,3,0.000092,0.001621,0.001973,0.002506,2.180755
roulette wheel,135,3,100,50,rastrigin,3,0.002007,0.069899,0.075341,0.249916,1.399660
roulette wheel,140,2,100,50,rastrigin,3,0.000031,0.002009,0.002254,0.020516,1.297690
roulette wheel,130,3,100,50,rastrigin,3,0.004269,0.022084,0.023947,0.254832,1.544790
roulette wheel,135,2,100,50,rastrigin,3,0.000126,0.002005,0.002382,0.003593,1.617600
roulette wheel,125,3,100,50,rastrigin,3,0.003990,0.123469,0.136409,0.297449,2.343585
roulette wheel,145,2,100,50,rastrigin,3,0.000072,0.002703,0.003545,0.008884,1.200305
roulette wheel,145,1,100,50,rastrigin,3,0.000000,0.000007,0.000008,0.000023,1.207825
roulette wheel,130,2,100,50,rastrigin,3,0.000074,0.001846,0.001683,0.006922,2.151305
roulette wheel,150,2,100,50,rastrigin,3,0.000065,0.001494,0.001551,0.009815,1.226095
roulette wheel,140,3,100,50,rastrigin,3,0.004841,0.089933,0.090329,0.298278,1.626520
roulette wheel,145,3,100,50,rastrigin,3,0.000473,0.075711,0.071712,0.174000,1.437460
roulette wheel,160,1,100,50,rastrigin,3,0.000000,0.000009,0.000010,0.000032,1.344865
roulette wheel,150,3,100,50,rastrigin,3,0.009405,0.075657,0.112503,0.346750,1.564325
roulette wheel,155,2,100,50,rastrigin,3,0.000528,0.002754,0.002193,0.006531,1.452800
roulette wheel,165,2,100,50,rastrigin,3,0.000267,0.002773,0.003524,0.008912,1.197115
roulette wheel,155,1,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000027,1.689440
roulette wheel,155,3,100,50,rastrigin,3,0.001392,0.049080,0.054251,0.148824,1.552940
roulette wheel,150,1,100,50,rastrigin,3,0.000000,0.000002,0.000002,0.000018,1.902310
roulette wheel,160,2,100,50,rastrigin,3,0.000719,0.004311,0.004409,0.019942,1.643650
roulette wheel,160,3,100,50,rastrigin,3,0.013157,0.068753,0.056988,0.163001,1.686945
roulette wheel,170,3,100,50,rastrigin,3,0.010731,0.110923,0.116469,0.223879,1.386275
roulette wheel,170,1,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000044,1.817815
roulette wheel,175,1,100,50,rastrigin,3,0.000000,0.000006,0.000008,0.000021,1.444270
roulette wheel,170,2,100,50,rastrigin,3,0.000128,0.001893,0.002416,0.003569,1.490520
roulette wheel,175,2,100,50,rastrigin,3,0.000046,0.002452,0.002492,0.027845,1.465030
roulette wheel,180,2,100,50,rastrigin,3,0.000008,0.001326,0.001207,0.006554,1.355375
roulette wheel,180,1,100,50,rastrigin,3,0.000000,0.000004,0.000006,0.000016,1.447360
roulette wheel,175,3,100,50,rastrigin,3,0.001675,0.113991,0.160737,0.251959,1.609930
roulette wheel,180,3,100,50,rastrigin,3,0.007904,0.050404,0.053299,0.088183,1.329035
roulette wheel,185,1,100,50,rastrigin,3,0.000000,0.000003,0.000003,0.000015,1.347515
roulette wheel,185,2,100,50,rastrigin,3,0.000286,0.002411,0.003167,0.003929,1.317900
roulette wheel,165,3,100,50,rastrigin,3,0.004911,0.051756,0.055827,0.059666,2.545910
roulette wheel,165,1,100,50,rastrigin,3,0.000000,0.000002,0.000003,0.000008,2.581310
roulette wheel,190,2,100,50,rastrigin,3,0.000053,0.000922,0.001213,0.001866,1.488745
roulette wheel,190,1,100,50,rastrigin,3,0.000000,0.000004,0.000005,0.000017,1.551815
roulette wheel,195,3,100,50,rastrigin,3,0.000334,0.065062,0.065004,0.249904,1.473925
roulette wheel,185,3,100,50,rastrigin,3,0.005196,0.073339,0.074518,0.155392,1.664890
roulette wheel,195,2,100,50,rastrigin,3,0.000196,0.001694,0.001497,0.014554,1.667795
roulette wheel,190,3,100,50,rastrigin,3,0.004408,0.071604,0.083788,0.151216,1.709250
roulette wheel,195,1,100,50,rastrigin,3,0.000000,0.000009,0.000004,0.000056,1.872765
tournament 3,10,1,100,50,rastrigin,3,0.004219,0.045249,0.055906,0.046785,1.097565
roulette wheel,200,1,100,50,rastrigin,3,0.000000,0.000003,0.000003,0.000159,1.425700
tournament 3,5,2,100,50,rastrigin,3,0.173847,1.026179,1.247789,0.596439,1.291495
tournament 3,5,3,100,50,rastrigin,3,0.602257,1.721139,1.993237,0.765345,1.289180
tournament 3,5,1,100,50,rastrigin,3,0.054762,0.445558,0.471747,0.469037,1.428000
tournament 3,20,1,100,50,rastrigin,3,0.000002,0.000023,0.000019,0.000107,1.208730
tournament 3,15,1,100,50,rastrigin,3,0.000072,0.002585,0.002563,0.017592,1.044645
roulette wheel,200,3,100,50,rastrigin,3,0.000816,0.056514,0.071902,0.187870,1.579085
tournament 3,10,3,100,50,rastrigin,3,0.152592,1.202892,1.331333,0.681008,1.332355
roulette wheel,200,2,100,50,rastrigin,3,0.000336,0.001451,0.001359,0.009718,1.936270
tournament 3,20,2,100,50,rastrigin,3,0.027126,0.235076,0.259626,0.235342,1.131385
tournament 3,20,3,100,50,rastrigin,3,0.118820,0.770770,0.936665,0.514568,1.146665
tournament 3,15,3,100,50,rastrigin,3,0.230900,1.145215,1.270202,0.664207,1.422200
tournament 3,30,2,100,50,rastrigin,3,0.000355,0.029949,0.036455,0.083476,1.081775
tournament 3,25,2,100,50,rastrigin,3,0.002289,0.052969,0.057836,0.121341,1.161210
tournament 3,35,1,100,50,rastrigin,3,0.000000,0.000005,0.000007,0.000024,1.129820
tournament 3,25,1,100,50,rastrigin,3,0.000000,0.000013,0.000014,0.000381,1.274650
tournament 3,30,1,100,50,rastrigin,3,0.000000,0.000011,0.000011,0.000034,1.232270
tournament 3,40,3,100,50,rastrigin,3,0.051617,0.379113,0.440392,0.369158,1.180065
tournament 3,35,2,100,50,rastrigin,3,0.000832,0.013640,0.010837,0.027158,1.323135
tournament 3,40,1,100,50,rastrigin,3,0.000000,0.000007,0.000007,0.000034,1.245100
tournament 3,15,2,100,50,rastrigin,3,0.057671,0.457637,0.534346,0.448300,1.929135
tournament 3,10,2,100,50,rastrigin,3,0.076508,0.738250,0.914935,0.580601,1.851655
tournament 3,25,3,100,50,rastrigin,3,0.067026,0.593382,0.694038,0.450022,1.563675
tournament 3,45,2,100,50,rastrigin,3,0.000042,0.007541,0.006454,0.010081,1.396725
tournament 3,45,1,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000027,1.419650
tournament 3,30,3,100,50,rastrigin,3,0.078054,0.516145,0.529449,0.402993,1.740620
tournament 3,50,1,100,50,rastrigin,3,0.000000,0.000004,0.000005,0.000008,1.097835
tournament 3,50,2,100,50,rastrigin,3,0.000546,0.003418,0.003149,0.035538,1.360880
tournament 3,35,3,100,50,rastrigin,3,0.016609,0.300554,0.387553,0.424259,1.886080
tournament 3,45,3,100,50,rastrigin,3,0.014591,0.248790,0.333574,0.341773,1.169530
tournament 3,55,2,100,50,rastrigin,3,0.000443,0.004017,0.004808,0.023795,1.152690
tournament 3,40,2,100,50,rastrigin,3,0.000069,0.004218,0.003849,0.069219,1.332930
tournament 3,60,2,100,50,rastrigin,3,0.000078,0.003403,0.004269,0.013436,1.100430
tournament 3,55,3,100,50,rastrigin,3,0.009508,0.190894,0.234132,0.307938,1.168680
tournament 3,60,1,100,50,rastrigin,3,0.000000,0.000002,0.000002,0.000022,1.179765
tournament 3,65,1,100,50,rastrigin,3,0.000000,0.000003,0.000002,0.000008,1.063815
tournament 3,55,1,100,50,rastrigin,3,0.000000,0.000005,0.000006,0.000014,1.378495
tournament 3,50,3,100,50,rastrigin,3,0.004448,0.105868,0.097607,0.357842,1.394230
tournament 3,65,2,100,50,rastrigin,3,0.000315,0.001703,0.001793,0.002654,1.335975
tournament 3,60,3,100,50,rastrigin,3,0.000357,0.118496,0.151566,0.158167,1.432345
tournament 3,70,3,100,50,rastrigin,3,0.003147,0.075302,0.072234,0.228007,1.272220
tournament 3,70,2,100,50,rastrigin,3,0.000517,0.003459,0.002617,0.007744,1.311175
tournament 3,65,3,100,50,rastrigin,3,0.012077,0.096573,0.065511,0.338874,1.646715
tournament 3,75,1,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000012,1.201520
tournament 3,70,1,100,50,rastrigin,3,0.000000,0.000009,0.000011,0.000015,1.755410
tournament 3,85,1,100,50,rastrigin,3,0.000000,0.000001,0.000002,0.000019,1.167845
tournament 3,75,2,100,50,rastrigin,3,0.000431,0.003458,0.003313,0.007490,1.401735
tournament 3,80,1,100,50,rastrigin,3,0.000000,0.000007,0.000008,0.000025,1.406590
tournament 3,75,3,100,50,rastrigin,3,0.007008,0.080972,0.098783,0.244092,1.493765
tournament 3,80,2,100,50,rastrigin,3,0.000332,0.002342,0.002823,0.004968,1.518855
tournament 3,85,2,100,50,rastrigin,3,0.000311,0.002543,0.002741,0.004880,1.359230
tournament 3,80,3,100,50,rastrigin,3,0.001099,0.065531,0.063466,0.133594,1.519015
tournament 3,85,3,100,50,rastrigin,3,0.003416,0.115999,0.153193,0.297313,1.540430
tournament 3,95,1,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000014,1.239380
tournament 3,90,3,100,50,rastrigin,3,0.000237,0.209977,0.248558,0.275218,1.278325
tournament 3,100,1,100,50,rastrigin,3,0.000000,0.000006,0.000005,0.000015,1.585510
tournament 3,90,1,100,50,rastrigin,3,0.000000,0.000007,0.000006,0.000019,1.211100
tournament 3,95,2,100,50,rastrigin,3,0.000263,0.002412,0.002738,0.004871,1.339685
tournament 3,100,2,100,50,rastrigin,3,0.000259,0.002293,0.002632,0.011281,1.587800
tournament 3,95,3,100,50,rastrigin,3,0.007063,0.069017,0.079949,0.230798,1.591530
tournament 3,90,2,100,50,rastrigin,3,0.000294,0.002255,0.003057,0.005765,1.219085
tournament 3,105,3,100,50,rastrigin,3,0.005989,0.086416,0.106810,0.235608,1.148135
tournament 3,105,1,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000005,1.171090
tournament 3,100,3,100,50,rastrigin,3,0.001112,0.059611,0.057552,0.249581,1.573510
tournament 3,105,2,100,50,rastrigin,3,0.000069,0.001799,0.001999,0.004048,1.312935
tournament 3,110,1,100,50,rastrigin,3,0.000000,0.000003,0.000002,0.000016,1.265300
tournament 3,120,1,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000018,1.128905
tournament 3,115,2,100,50,rastrigin,3,0.000351,0.002119,0.002345,0.008069,1.233705
tournament 3,110,3,100,50,rastrigin,3,0.002193,0.051044,0.060221,0.127171,1.405005
tournament 3,115,3,100,50,rastrigin,3,0.003933,0.044533,0.044918,0.145029,1.402655
tournament 3,110,2,100,50,rastrigin,3,0.000168,0.002506,0.002890,0.004501,1.598865
tournament 3,115,1,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000011,1.521710
tournament 3,125,1,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000024,1.315675
tournament 3,120,2,100,50,rastrigin,3,0.000275,0.001637,0.001723,0.013153,1.461735
tournament 3,120,3,100,50,rastrigin,3,0.011850,0.093482,0.113387,0.112955,1.651485
tournament 3,135,1,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000011,1.178370
tournament 3,130,1,100,50,rastrigin,3,0.000000,0.000006,0.000007,0.000031,1.284480
tournament 3,125,3,100,50,rastrigin,3,0.006947,0.109948,0.110259,0.177926,1.615305
tournament 3,130,2,100,50,rastrigin,3,0.000645,0.001927,0.001743,0.003317,1.393510
tournament 3,140,1,100,50,rastrigin,3,0.000000,0.000003,0.000003,0.000012,1.193855
tournament 3,140,2,100,50,rastrigin,3,0.000179,0.002247,0.002867,0.005150,1.154750
tournament 3,130,3,100,50,rastrigin,3,0.005259,0.100147,0.114724,0.144849,1.446410
tournament 3,135,3,100,50,rastrigin,3,0.010147,0.085505,0.108540,0.228592,1.380365
tournament 3,125,2,100,50,rastrigin,3,0.000423,0.001339,0.001446,0.002863,2.088065
tournament 3,135,2,100,50,rastrigin,3,0.000294,0.002617,0.002998,0.003435,1.558885
tournament 3,145,2,100,50,rastrigin,3,0.000114,0.001787,0.001734,0.004394,1.152765
tournament 3,145,1,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000013,1.338060
tournament 3,140,3,100,50,rastrigin,3,0.011646,0.055957,0.048783,0.245064,1.469010
tournament 3,145,3,100,50,rastrigin,3,0.002970,0.047805,0.057251,0.121292,1.555370
tournament 3,150,3,100,50,rastrigin,3,0.001385,0.091502,0.084792,0.214765,1.195790
tournament 3,150,1,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000006,1.373855
tournament 3,155,2,100,50,rastrigin,3,0.000111,0.002688,0.001761,0.014349,1.121690
tournament 3,155,1,100,50,rastrigin,3,0.000000,0.000003,0.000002,0.000017,1.376770
tournament 3,150,2,100,50,rastrigin,3,0.000105,0.002393,0.003483,0.009071,1.426325
tournament 3,155,3,100,50,rastrigin,3,0.002163,0.079675,0.096072,0.163185,1.183485
tournament 3,160,2,100,50,rastrigin,3,0.000435,0.003659,0.003388,0.005958,1.205125
tournament 3,160,1,100,50,rastrigin,3,0.000000,0.000003,0.000003,0.000030,1.356720
tournament 3,160,3,100,50,rastrigin,3,0.000820,0.069674,0.098132,0.310557,1.396010
tournament 3,170,3,100,50,rastrigin,3,0.002943,0.034310,0.040090,0.298179,1.212975
tournament 3,165,1,100,50,rastrigin,3,0.000000,0.000003,0.000002,0.000015,1.527765
tournament 3,165,2,100,50,rastrigin,3,0.000216,0.002618,0.003334,0.005229,1.455760
tournament 3,165,3,100,50,rastrigin,3,0.003862,0.086749,0.085004,0.138517,1.398135
tournament 3,170,1,100,50,rastrigin,3,0.000000,0.000005,0.000007,0.000009,1.419800
tournament 3,180,1,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000034,1.046455
tournament 3,175,1,100,50,rastrigin,3,0.000000,0.000004,0.000006,0.000004,1.443715
tournament 3,175,3,100,50,rastrigin,3,0.002007,0.057024,0.051240,0.104151,1.498370
tournament 3,185,1,100,50,rastrigin,3,0.000000,0.000002,0.000004,0.000071,1.237565
tournament 3,185,3,100,50,rastrigin,3,0.005877,0.078327,0.098290,0.111580,1.248585
tournament 3,180,2,100,50,rastrigin,3,0.000444,0.003252,0.004029,0.004736,1.347775
tournament 3,190,1,100,50,rastrigin,3,0.000000,0.000004,0.000006,0.000007,1.270670
tournament 3,185,2,100,50,rastrigin,3,0.000221,0.002586,0.002724,0.004226,1.460925
tournament 3,195,1,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000072,1.293250
tournament 3,200,1,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000095,1.171670
tournament 3,170,2,100,50,rastrigin,3,0.000141,0.002729,0.003942,0.004680,1.371235
tournament 3,190,2,100,50,rastrigin,3,0.000025,0.002117,0.002350,0.004622,2.395415
tournament 3,195,3,100,50,rastrigin,3,0.008614,0.075954,0.109883,0.101595,1.408150
tournament 3,180,3,100,50,rastrigin,3,0.003447,0.101798,0.099493,0.281066,1.827865
tournament 3,175,2,100,50,rastrigin,3,0.000034,0.003977,0.004295,0.009210,2.460400
tournament 3,190,3,100,50,rastrigin,3,0.009575,0.067291,0.073135,0.165168,1.730210
tournament 5,10,1,100,50,rastrigin,3,0.010384,0.042365,0.042388,0.077099,1.160190
tournament 3,200,3,100,50,rastrigin,3,0.003059,0.055507,0.060931,0.072619,1.301465
tournament 5,5,1,100,50,rastrigin,3,0.033844,0.435948,0.545092,0.375311,1.376965
tournament 5,5,2,100,50,rastrigin,3,0.661970,1.304386,1.502622,0.442109,1.531380
tournament 3,200,2,100,50,rastrigin,3,0.000471,0.004141,0.004186,0.008730,1.577575
tournament 5,5,3,100,50,rastrigin,3,0.001251,1.369256,1.677967,0.763158,1.564065
tournament 3,195,2,100,50,rastrigin,3,0.000032,0.002333,0.002487,0.003774,2.108160
tournament 5,15,1,100,50,rastrigin,3,0.000057,0.003011,0.003822,0.008342,1.209710
tournament 5,15,2,100,50,rastrigin,3,0.007364,0.628982,0.802374,0.358945,1.282340
tournament 5,20,1,100,50,rastrigin,3,0.000004,0.000186,0.000102,0.001002,1.421180
tournament 5,15,3,100,50,rastrigin,3,0.070204,1.060466,1.280699,0.548506,1.515770
tournament 5,10,2,100,50,rastrigin,3,0.175291,0.638032,0.640440,0.462139,1.880535
tournament 5,20,3,100,50,rastrigin,3,0.083265,0.650664,0.736486,0.590619,1.440775
tournament 5,20,2,100,50,rastrigin,3,0.021477,0.235862,0.276711,0.230609,1.470680
tournament 5,10,3,100,50,rastrigin,3,0.501509,1.233491,1.346541,0.582726,1.904130
tournament 5,30,1,100,50,rastrigin,3,0.000000,0.000003,0.000004,0.000073,1.157940
tournament 5,25,1,100,50,rastrigin,3,0.000000,0.000010,0.000010,0.000112,1.482680
tournament 5,25,3,100,50,rastrigin,3,0.084019,0.678593,0.856213,0.443816,1.388190
tournament 5,25,2,100,50,rastrigin,3,0.014841,0.090859,0.111506,0.262150,1.515690
tournament 5,30,2,100,50,rastrigin,3,0.005589,0.068470,0.095588,0.129179,1.540415
tournament 5,30,3,100,50,rastrigin,3,0.019922,0.420557,0.482133,0.376796,1.491780
tournament 5,35,3,100,50,rastrigin,3,0.032564,0.579961,0.837546,0.454131,1.320515
tournament 5,45,1,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000003,1.175280
tournament 5,40,3,100,50,rastrigin,3,0.046223,0.441932,0.604733,0.462644,1.333210
tournament 5,35,1,100,50,rastrigin,3,0.000000,0.000003,0.000002,0.000014,1.566485
tournament 5,35,2,100,50,rastrigin,3,0.000191,0.026522,0.028128,0.177496,1.410260
tournament 5,40,2,100,50,rastrigin,3,0.000154,0.023322,0.008189,0.056049,1.437360
tournament 5,40,1,100,50,rastrigin,3,0.000000,0.000004,0.000004,0.000050,1.535605
tournament 5,45,2,100,50,rastrigin,3,0.000631,0.005230,0.004399,0.014540,1.455805
tournament 5,50,1,100,50,rastrigin,3,0.000000,0.000001,0.000002,0.000011,1.152880
tournament 5,50,2,100,50,rastrigin,3,0.000139,0.002812,0.001726,0.024362,1.153275
tournament 5,55,1,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000010,1.157595
tournament 5,60,3,100,50,rastrigin,3,0.004158,0.142807,0.185884,0.304702,1.214575
tournament 5,50,3,100,50,rastrigin,3,0.023426,0.281941,0.344574,0.337237,1.463900
tournament 5,55,3,100,50,rastrigin,3,0.019276,0.250387,0.275557,0.376947,1.393235
tournament 5,55,2,100,50,rastrigin,3,0.000181,0.002441,0.002089,0.011778,1.416330
tournament 5,65,1,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,1.099785
tournament 5,45,3,100,50,rastrigin,3,0.019299,0.347967,0.399765,0.363705,2.040820
tournament 5,60,1,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000002,1.683205
tournament 5,60,2,100,50,rastrigin,3,0.000275,0.001451,0.001587,0.007237,1.725730
tournament 5,65,3,100,50,rastrigin,3,0.009027,0.222633,0.194304,0.386247,1.331710
tournament 5,70,2,100,50,rastrigin,3,0.000217,0.001467,0.001363,0.003181,1.289435
tournament 5,70,1,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000001,1.358810
tournament 5,65,2,100,50,rastrigin,3,0.000015,0.001721,0.001715,0.009487,1.519180
tournament 5,75,2,100,50,rastrigin,3,0.000042,0.002355,0.001967,0.002579,1.294470
tournament 5,75,1,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,1.409460
tournament 5,70,3,100,50,rastrigin,3,0.010998,0.140481,0.123182,0.357592,1.533185
tournament 5,80,1,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,1.257910
tournament 5,85,2,100,50,rastrigin,3,0.000137,0.001151,0.001145,0.003301,1.236525
tournament 5,80,2,100,50,rastrigin,3,0.000175,0.001371,0.001369,0.003650,1.437345
tournament 5,85,1,100,50,rastrigin,3,0.000000,0.000001,0.000000,0.000003,1.378120
tournament 5,80,3,100,50,rastrigin,3,0.003170,0.107194,0.094622,0.292084,1.540655
tournament 5,90,1,100,50,rastrigin,3,0.000000,0.000000,0.000000,0.000001,1.150850
tournament 5,95,2,100,50,rastrigin,3,0.000032,0.000499,0.000541,0.010817,1.704785
tournament 5,85,3,100,50,rastrigin,3,0.014412,0.238241,0.290886,0.237844,1.430225
