selection,limit,mutation_dims,phi0,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
roulette wheel,14,1,3.067459,75,50,rastrigin,3,0.009949,0.302576,0.319312,0.373354,1.101891
roulette wheel,14,1,0.983370,75,50,rastrigin,3,0.000004,0.005189,0.005648,0.030941,1.018140
roulette wheel,14,1,0.315250,75,50,rastrigin,3,0.002369,0.185353,0.159916,0.402899,1.009056
roulette wheel,12,1,2.099382,75,50,rastrigin,3,0.001276,0.108836,0.126477,0.273693,1.039243
roulette wheel,22,1,0.443479,75,50,rastrigin,3,0.000006,0.004987,0.003031,0.119476,1.065639
roulette wheel,16,1,0.460619,75,50,rastrigin,3,0.000023,0.023107,0.020848,0.172543,1.083173
roulette wheel,20,1,2.953317,75,50,rastrigin,3,0.000093,0.057479,0.060518,0.252344,1.129540
roulette wheel,20,1,0.946778,75,50,rastrigin,3,0.000000,0.000500,0.000418,0.007360,1.100778
roulette wheel,12,1,0.673022,75,50,rastrigin,3,0.000200,0.023987,0.024612,0.095465,1.262326
roulette wheel,16,1,1.436826,75,50,rastrigin,3,0.000036,0.001388,0.001482,0.006844,1.078756
roulette wheel,24,1,0.200000,75,50,rastrigin,3,0.000084,0.665590,1.003139,0.670422,1.215127
roulette wheel,22,1,1.331885,75,50,rastrigin,3,0.000000,0.000046,0.000042,0.000473,1.240491
roulette wheel,24,1,0.623867,75,50,rastrigin,3,0.000006,0.000308,0.000339,0.017798,1.229859
roulette wheel,18,1,0.673022,75,50,rastrigin,3,0.000011,0.001758,0.001572,0.007826,1.322765
roulette wheel,24,1,1.946050,75,50,rastrigin,3,0.000008,0.000904,0.000936,0.005212,1.312770
roulette wheel,26,1,0.292225,75,50,rastrigin,3,0.000080,0.036123,0.020125,0.384942,1.273985
roulette wheel,12,1,0.224097,75,50,rastrigin,3,0.000229,0.755167,1.039487,0.552505,0.933526
roulette wheel,26,1,0.911548,75,50,rastrigin,3,0.000000,0.000143,0.000146,0.001642,1.279589
roulette wheel,28,1,0.426977,75,50,rastrigin,3,0.000000,0.001761,0.001644,0.037628,0.992170
roulette wheel,18,1,2.099382,75,50,rastrigin,3,0.000025,0.009399,0.010086,0.067584,1.056294
roulette wheel,14,1,1.021376,75,50,rastrigin,3,0.000032,0.002769,0.002982,0.009171,0.948408
roulette wheel,14,1,0.327434,75,50,rastrigin,3,0.000248,0.111156,0.112197,0.375323,0.923170
roulette wheel,26,1,2.843422,75,50,rastrigin,3,0.000027,0.013620,0.011050,0.084541,1.249405
roulette wheel,20,1,0.315250,75,50,rastrigin,3,0.000011,0.074180,0.045615,0.385583,1.251893
roulette wheel,18,1,0.215758,75,50,rastrigin,3,0.000896,0.674997,1.005214,0.542944,1.268511
roulette wheel,14,1,3.186013,75,50,rastrigin,3,0.008673,0.327863,0.431110,0.379946,1.159727
roulette wheel,16,1,0.478422,75,50,rastrigin,3,0.000002,0.017254,0.016339,0.126315,1.027663
roulette wheel,20,1,3.067459,75,50,rastrigin,3,0.003471,0.079346,0.100519,0.272583,1.106603
roulette wheel,20,1,0.983370,75,50,rastrigin,3,0.000000,0.000207,0.000168,0.002904,1.209830
roulette wheel,22,1,0.460619,75,50,rastrigin,3,0.000008,0.004602,0.004080,0.171770,1.264145
roulette wheel,12,1,2.180521,75,50,rastrigin,3,0.000557,0.103501,0.114819,0.278074,1.314433
roulette wheel,22,1,1.383361,75,50,rastrigin,3,0.000000,0.000050,0.000047,0.000303,1.080441
roulette wheel,24,1,0.207730,75,50,rastrigin,3,0.000607,0.705957,1.001368,0.542934,1.268328
roulette wheel,12,1,0.699034,75,50,rastrigin,3,0.000286,0.022559,0.022346,0.076704,1.352096
roulette wheel,16,1,1.492357,75,50,rastrigin,3,0.000008,0.002757,0.002424,0.026144,1.377217
roulette wheel,24,1,2.021263,75,50,rastrigin,3,0.000023,0.000703,0.000731,0.003813,1.048723
roulette wheel,24,1,0.647979,75,50,rastrigin,3,0.000004,0.000308,0.000264,0.005940,1.271126
roulette wheel,12,1,0.232758,75,50,rastrigin,3,0.000843,0.800782,1.044932,0.539467,1.082997
roulette wheel,18,1,0.699034,75,50,rastrigin,3,0.000019,0.001792,0.001676,0.007869,1.373235
roulette wheel,18,1,2.180521,75,50,rastrigin,3,0.000031,0.014934,0.013069,0.076914,1.142244
roulette wheel,14,1,0.340089,75,50,rastrigin,3,0.000038,0.087688,0.064966,0.340995,1.357468
roulette wheel,28,1,1.331885,75,50,rastrigin,3,0.000000,0.000010,0.000010,0.000106,1.027729
roulette wheel,16,1,0.496912,75,50,rastrigin,3,0.000160,0.008611,0.007030,0.055830,1.027370
roulette wheel,30,1,0.200000,75,50,rastrigin,3,0.000019,0.557956,0.997828,0.606775,1.028518
roulette wheel,26,1,0.303519,75,50,rastrigin,3,0.000013,0.063746,0.032927,0.385378,1.792590
roulette wheel,14,1,3.309149,75,50,rastrigin,3,0.033548,0.487965,0.605228,0.445202,1.081306
roulette wheel,26,1,0.946778,75,50,rastrigin,3,0.000000,0.000119,0.000119,0.000960,1.734489
roulette wheel,14,1,1.060851,75,50,rastrigin,3,0.000031,0.001804,0.002004,0.006063,1.730477
roulette wheel,28,1,0.443479,75,50,rastrigin,3,0.000000,0.001874,0.001379,0.064041,1.803692
roulette wheel,20,1,1.021376,75,50,rastrigin,3,0.000000,0.000060,0.000053,0.000525,1.097927
roulette wheel,20,1,3.186013,75,50,rastrigin,3,0.000380,0.060066,0.072045,0.198799,1.101637
roulette wheel,30,1,0.623867,75,50,rastrigin,3,0.000000,0.000107,0.000118,0.000959,0.989480
roulette wheel,22,1,1.436826,75,50,rastrigin,3,0.000000,0.000109,0.000105,0.000445,1.033883
roulette wheel,22,1,0.478422,75,50,rastrigin,3,0.000006,0.001817,0.001319,0.136297,1.218387
roulette wheel,18,1,0.224097,75,50,rastrigin,3,0.002077,0.612942,1.001957,0.533030,1.447994
roulette wheel,20,1,0.327434,75,50,rastrigin,3,0.000021,0.030446,0.025815,0.277693,1.671906
roulette wheel,26,1,2.953317,75,50,rastrigin,3,0.000328,0.013424,0.017558,0.129849,1.771365
roulette wheel,30,1,1.946050,75,50,rastrigin,3,0.000000,0.000208,0.000198,0.001655,1.209276
roulette wheel,12,1,2.264795,75,50,rastrigin,3,0.003204,0.204511,0.185332,0.354478,1.350568
roulette wheel,24,1,0.215758,75,50,rastrigin,3,0.000511,0.506527,0.996390,0.524023,1.035604
roulette wheel,24,1,0.673022,75,50,rastrigin,3,0.000000,0.000197,0.000202,0.001390,1.042228
roulette wheel,24,1,2.099382,75,50,rastrigin,3,0.000004,0.000730,0.000666,0.006117,1.047561
roulette wheel,16,1,1.550035,75,50,rastrigin,3,0.000025,0.002080,0.002085,0.024496,1.125839
roulette wheel,12,1,0.241754,75,50,rastrigin,3,0.002903,0.616340,1.007593,0.595478,1.146309
roulette wheel,14,1,0.353233,75,50,rastrigin,3,0.000261,0.062637,0.053923,0.347482,0.920688
roulette wheel,12,1,0.726051,75,50,rastrigin,3,0.000650,0.029952,0.025620,0.157302,1.256324
roulette wheel,18,1,2.264795,75,50,rastrigin,3,0.000271,0.016554,0.018211,0.056131,1.002438
roulette wheel,18,1,0.726051,75,50,rastrigin,3,0.000015,0.001898,0.001517,0.023276,1.064507
roulette wheel,16,1,0.516117,75,50,rastrigin,3,0.000046,0.004410,0.003507,0.074604,1.068808
roulette wheel,30,1,0.207730,75,50,rastrigin,3,0.000008,0.507123,0.995844,0.577990,0.939624
roulette wheel,28,1,1.383361,75,50,rastrigin,3,0.000000,0.000012,0.000011,0.000251,1.275031
roulette wheel,14,1,3.437043,75,50,rastrigin,3,0.007519,0.405674,0.447701,0.434009,0.982161
roulette wheel,14,1,1.101851,75,50,rastrigin,3,0.000008,0.000902,0.000917,0.007090,1.028402
roulette wheel,22,1,1.492357,75,50,rastrigin,3,0.000000,0.000090,0.000075,0.002562,0.903035
roulette wheel,30,1,0.647979,75,50,rastrigin,3,0.000000,0.000139,0.000123,0.002744,0.962728
roulette wheel,20,1,3.309149,75,50,rastrigin,3,0.001812,0.122478,0.132582,0.285641,1.016967
roulette wheel,20,1,1.060851,75,50,rastrigin,3,0.000000,0.000047,0.000043,0.000268,1.055229
roulette wheel,26,1,0.983370,75,50,rastrigin,3,0.000000,0.000049,0.000042,0.000324,1.235843
roulette wheel,22,1,0.496912,75,50,rastrigin,3,0.000000,0.001845,0.001654,0.022661,0.978118
roulette wheel,30,1,2.021263,75,50,rastrigin,3,0.000008,0.000277,0.000215,0.004454,0.993872
roulette wheel,26,1,3.067459,75,50,rastrigin,3,0.000107,0.013399,0.014452,0.050564,1.010318
roulette wheel,28,1,0.460619,75,50,rastrigin,3,0.000000,0.001020,0.000882,0.102020,1.218155
roulette wheel,26,1,0.315250,75,50,rastrigin,3,0.000008,0.037388,0.020688,0.372061,1.428597
roulette wheel,20,1,0.340089,75,50,rastrigin,3,0.000006,0.017006,0.012672,0.231222,1.097574
roulette wheel,24,1,0.224097,75,50,rastrigin,3,0.000111,0.431499,0.995289,0.579425,0.909900
roulette wheel,18,1,0.232758,75,50,rastrigin,3,0.000277,0.611194,1.002914,0.552174,1.204701
roulette wheel,24,1,0.699034,75,50,rastrigin,3,0.000000,0.000263,0.000223,0.001302,0.967954
roulette wheel,24,1,2.180521,75,50,rastrigin,3,0.000002,0.001962,0.001638,0.014231,0.988477
roulette wheel,16,1,0.536065,75,50,rastrigin,3,0.000019,0.003960,0.003847,0.021129,0.953578
roulette wheel,12,1,0.251098,75,50,rastrigin,3,0.000160,0.591190,1.008529,0.609453,0.945274
roulette wheel,30,1,0.215758,75,50,rastrigin,3,0.000111,0.442926,0.995088,0.561083,0.882211
roulette wheel,12,1,2.352327,75,50,rastrigin,3,0.003174,0.150347,0.147409,0.291131,1.415387
roulette wheel,14,1,0.366885,75,50,rastrigin,3,0.000698,0.055370,0.038517,0.258165,1.084992
roulette wheel,14,1,3.569881,75,50,rastrigin,3,0.007519,0.436068,0.594719,0.474089,0.970124
roulette wheel,18,1,2.352327,75,50,rastrigin,3,0.000202,0.024236,0.020888,0.095837,1.107706
roulette wheel,18,1,0.754112,75,50,rastrigin,3,0.000002,0.001484,0.001178,0.012934,1.109984
roulette wheel,32,1,0.292225,75,50,rastrigin,3,0.000008,0.033015,0.012102,0.385351,1.124575
roulette wheel,16,1,1.609942,75,50,rastrigin,3,0.000019,0.005187,0.003217,0.037048,1.258614
roulette wheel,22,1,1.550035,75,50,rastrigin,3,0.000000,0.000223,0.000236,0.005998,0.969215
roulette wheel,30,1,0.673022,75,50,rastrigin,3,0.000002,0.000123,0.000122,0.001605,0.967834
roulette wheel,12,1,0.754112,75,50,rastrigin,3,0.000578,0.022566,0.020508,0.162164,1.408079
roulette wheel,24,1,0.232758,75,50,rastrigin,3,0.000395,0.517862,0.995809,0.537107,0.983674
roulette wheel,30,1,2.099382,75,50,rastrigin,3,0.000008,0.000377,0.000381,0.001553,1.088783
roulette wheel,28,1,1.436826,75,50,rastrigin,3,0.000000,0.000030,0.000031,0.000149,1.564672
roulette wheel,22,1,0.516117,75,50,rastrigin,3,0.000000,0.000574,0.000542,0.006489,1.134304
roulette wheel,20,1,3.437043,75,50,rastrigin,3,0.004341,0.127401,0.118495,0.294286,1.178570
roulette wheel,20,1,1.101851,75,50,rastrigin,3,0.000000,0.000044,0.000042,0.000404,1.188979
roulette wheel,14,1,1.144437,75,50,rastrigin,3,0.000000,0.001615,0.001847,0.006644,1.385934
roulette wheel,20,1,0.353233,75,50,rastrigin,3,0.000004,0.014811,0.012027,0.208864,0.990325
roulette wheel,26,1,1.021376,75,50,rastrigin,3,0.000000,0.000016,0.000015,0.000140,1.340156
roulette wheel,24,1,2.264795,75,50,rastrigin,3,0.000015,0.002214,0.002356,0.013953,1.001285
roulette wheel,12,1,0.260802,75,50,rastrigin,3,0.000978,0.557753,0.999454,0.517518,0.980417
roulette wheel,24,1,0.726051,75,50,rastrigin,3,0.000004,0.000198,0.000202,0.004193,1.153140
roulette wheel,30,1,0.224097,75,50,rastrigin,3,0.000008,0.576553,0.995892,0.565809,1.013133
roulette wheel,16,1,0.556783,75,50,rastrigin,3,0.000004,0.004527,0.004951,0.024895,1.090615
roulette wheel,28,1,0.478422,75,50,rastrigin,3,0.000004,0.000758,0.000672,0.011583,1.345644
roulette wheel,26,1,0.327434,75,50,rastrigin,3,0.000023,0.008652,0.008001,0.219421,1.278896
roulette wheel,18,1,0.241754,75,50,rastrigin,3,0.000099,0.482844,0.996552,0.572362,1.467673
roulette wheel,26,1,3.186013,75,50,rastrigin,3,0.000179,0.028075,0.025906,0.132878,1.544926
roulette wheel,14,1,3.707853,75,50,rastrigin,3,0.031153,0.625965,0.777202,0.490192,0.907863
roulette wheel,14,1,0.381064,75,50,rastrigin,3,0.000160,0.033748,0.035540,0.160528,0.961457
roulette wheel,22,1,1.609942,75,50,rastrigin,3,0.000004,0.000209,0.000228,0.003454,0.935788
roulette wheel,30,1,0.699034,75,50,rastrigin,3,0.000000,0.000092,0.000104,0.001735,0.886771
roulette wheel,32,1,0.303519,75,50,rastrigin,3,0.000013,0.028044,0.006551,0.390056,1.057648
roulette wheel,24,1,0.241754,75,50,rastrigin,3,0.000134,0.298834,0.115809,0.474643,0.983289
roulette wheel,30,1,2.180521,75,50,rastrigin,3,0.000002,0.000410,0.000405,0.010674,0.981659
roulette wheel,18,1,2.443242,75,50,rastrigin,3,0.000343,0.034916,0.039291,0.098037,1.301780
roulette wheel,14,1,1.188668,75,50,rastrigin,3,0.000011,0.001570,0.001657,0.004831,0.966554
roulette wheel,18,1,0.783257,75,50,rastrigin,3,0.000017,0.002552,0.002074,0.034198,1.330236
roulette wheel,32,1,2.843422,75,50,rastrigin,3,0.000023,0.004895,0.005075,0.039941,1.173207
roulette wheel,16,1,1.672165,75,50,rastrigin,3,0.000076,0.004895,0.006247,0.024646,1.424329
roulette wheel,28,1,1.492357,75,50,rastrigin,3,0.000000,0.000033,0.000032,0.000144,1.158543
roulette wheel,12,1,0.783257,75,50,rastrigin,3,0.000355,0.020409,0.024335,0.076955,1.350344
roulette wheel,34,1,0.426977,75,50,rastrigin,3,0.000004,0.000908,0.000745,0.014991,1.209640
roulette wheel,12,1,2.443242,75,50,rastrigin,3,0.002491,0.240031,0.302233,0.407976,1.625205
roulette wheel,32,1,0.911548,75,50,rastrigin,3,0.000000,0.000074,0.000072,0.000832,1.302885
roulette wheel,20,1,3.569881,75,50,rastrigin,3,0.001051,0.152717,0.170969,0.316061,1.274673
roulette wheel,22,1,0.536065,75,50,rastrigin,3,0.000004,0.000487,0.000439,0.004075,1.291637
roulette wheel,20,1,1.144437,75,50,rastrigin,3,0.000000,0.000027,0.000030,0.000232,1.296845
roulette wheel,20,1,0.366885,75,50,rastrigin,3,0.000036,0.007101,0.005477,0.128662,1.058968
roulette wheel,24,1,2.352327,75,50,rastrigin,3,0.000038,0.003135,0.003583,0.013531,0.996680
roulette wheel,12,1,0.270882,75,50,rastrigin,3,0.000235,0.499712,0.568632,0.475053,1.019604
roulette wheel,24,1,0.754112,75,50,rastrigin,3,0.000004,0.000333,0.000320,0.006800,0.974931
roulette wheel,30,1,0.232758,75,50,rastrigin,3,0.000031,0.437729,0.995167,0.584433,0.964440
roulette wheel,16,1,0.578302,75,50,rastrigin,3,0.000032,0.004193,0.003827,0.021060,0.938070
roulette wheel,22,1,1.672165,75,50,rastrigin,3,0.000000,0.000282,0.000277,0.002808,0.956282
roulette wheel,14,1,0.395792,75,50,rastrigin,3,0.001114,0.044354,0.042885,0.197326,0.962685
roulette wheel,18,1,0.251098,75,50,rastrigin,3,0.001385,0.462636,0.886656,0.560669,1.022567
roulette wheel,26,1,3.309149,75,50,rastrigin,3,0.000648,0.039657,0.035577,0.125617,1.092760
roulette wheel,26,1,1.060851,75,50,rastrigin,3,0.000000,0.000010,0.000010,0.000127,1.435676
roulette wheel,26,1,0.340089,75,50,rastrigin,3,0.000011,0.005186,0.004358,0.196355,1.127608
roulette wheel,28,1,0.496912,75,50,rastrigin,3,0.000000,0.000511,0.000464,0.006453,1.141421
roulette wheel,14,1,3.851157,75,50,rastrigin,3,0.009129,0.467272,0.517236,0.477226,1.373672
roulette wheel,24,1,0.251098,75,50,rastrigin,3,0.000149,0.208927,0.061792,0.497121,0.949122
roulette wheel,30,1,0.726051,75,50,rastrigin,3,0.000000,0.000087,0.000069,0.001230,1.117554
roulette wheel,18,1,2.537670,75,50,rastrigin,3,0.000469,0.040271,0.040145,0.124419,1.014841
roulette wheel,28,1,1.550035,75,50,rastrigin,3,0.000000,0.000044,0.000052,0.000254,0.953849
roulette wheel,32,1,0.315250,75,50,rastrigin,3,0.000055,0.008308,0.003901,0.296202,1.206092
roulette wheel,14,1,1.234608,75,50,rastrigin,3,0.000038,0.001673,0.001883,0.015394,1.141582
roulette wheel,34,1,1.331885,75,50,rastrigin,3,0.000000,0.000008,0.000009,0.000080,1.154926
roulette wheel,16,1,1.736792,75,50,rastrigin,3,0.000027,0.005867,0.004944,0.068191,1.178262
roulette wheel,30,1,2.264795,75,50,rastrigin,3,0.000004,0.000507,0.000551,0.002313,1.413840
roulette wheel,18,1,0.813529,75,50,rastrigin,3,0.000034,0.001853,0.001873,0.010702,1.307738
roulette wheel,32,1,2.953317,75,50,rastrigin,3,0.000025,0.005256,0.004157,0.045792,1.345223
roulette wheel,20,1,3.707853,75,50,rastrigin,3,0.003592,0.144877,0.156907,0.305225,1.090813
roulette wheel,24,1,0.783257,75,50,rastrigin,3,0.000000,0.000260,0.000260,0.007136,0.974027
roulette wheel,12,1,0.281351,75,50,rastrigin,3,0.003222,0.519686,0.981804,0.521800,0.994184
roulette wheel,24,1,2.443242,75,50,rastrigin,3,0.000023,0.004501,0.004197,0.030382,1.011389
roulette wheel,34,1,0.443479,75,50,rastrigin,3,0.000002,0.000738,0.000753,0.140883,1.217084
roulette wheel,22,1,0.556783,75,50,rastrigin,3,0.000000,0.000448,0.000476,0.003727,1.263440
roulette wheel,20,1,1.188668,75,50,rastrigin,3,0.000000,0.000047,0.000039,0.000512,1.273440
roulette wheel,20,1,0.381064,75,50,rastrigin,3,0.000038,0.006271,0.004108,0.127014,1.109141
roulette wheel,32,1,0.946778,75,50,rastrigin,3,0.000000,0.000038,0.000030,0.001097,1.297952
roulette wheel,30,1,0.241754,75,50,rastrigin,3,0.000027,0.302046,0.127975,0.497127,1.037261
roulette wheel,22,1,1.736792,75,50,rastrigin,3,0.000000,0.000471,0.000320,0.002202,1.036389
roulette wheel,12,1,0.813529,75,50,rastrigin,3,0.000423,0.030892,0.029263,0.190398,1.458220
roulette wheel,12,1,2.537670,75,50,rastrigin,3,0.004854,0.206372,0.204765,0.345608,1.529774
roulette wheel,14,1,0.411089,75,50,rastrigin,3,0.000320,0.050721,0.046443,0.264723,1.231448
roulette wheel,16,1,0.600652,75,50,rastrigin,3,0.000010,0.003838,0.003796,0.032927,1.525577
roulette wheel,24,1,0.260802,75,50,rastrigin,3,0.000170,0.230528,0.078302,0.447529,0.963247
roulette wheel,30,1,0.754112,75,50,rastrigin,3,0.000000,0.000111,0.000080,0.002452,1.074178
roulette wheel,28,1,1.609942,75,50,rastrigin,3,0.000000,0.000039,0.000046,0.000266,0.890237
roulette wheel,30,1,2.352327,75,50,rastrigin,3,0.000010,0.000766,0.000557,0.008011,0.891327
roulette wheel,26,1,3.437043,75,50,rastrigin,3,0.000237,0.034059,0.031549,0.194634,1.201237
roulette wheel,14,1,4.000000,75,50,rastrigin,3,0.029570,0.607164,0.777843,0.557249,1.199823
roulette wheel,14,1,1.282325,75,50,rastrigin,3,0.000027,0.003759,0.003466,0.012171,0.964436
roulette wheel,12,1,0.292225,75,50,rastrigin,3,0.000458,0.448021,0.539848,0.495334,0.879258
roulette wheel,24,1,0.813529,75,50,rastrigin,3,0.000000,0.000268,0.000282,0.002892,0.902818
roulette wheel,24,1,2.537670,75,50,rastrigin,3,0.000086,0.006230,0.006051,0.026715,0.892760
roulette wheel,28,1,0.516117,75,50,rastrigin,3,0.000000,0.000277,0.000326,0.002264,1.270899
roulette wheel,36,1,0.200000,75,50,rastrigin,3,0.000025,0.632426,0.996194,0.551145,1.117016
roulette wheel,26,1,1.101851,75,50,rastrigin,3,0.000000,0.000007,0.000006,0.000068,1.457862
roulette wheel,18,1,0.260802,75,50,rastrigin,3,0.000320,0.246924,0.136380,0.492896,1.525722
roulette wheel,16,1,1.803917,75,50,rastrigin,3,0.000017,0.007866,0.008107,0.030595,1.300144
roulette wheel,26,1,0.353233,75,50,rastrigin,3,0.000021,0.005194,0.003348,0.187387,1.562024
roulette wheel,22,1,1.803917,75,50,rastrigin,3,0.000013,0.000702,0.000648,0.014525,0.898591
roulette wheel,32,1,0.327434,75,50,rastrigin,3,0.000019,0.003499,0.002924,0.287203,1.345007
roulette wheel,18,1,2.635748,75,50,rastrigin,3,0.000507,0.049573,0.060099,0.196017,1.568857
roulette wheel,34,1,1.383361,75,50,rastrigin,3,0.000000,0.000013,0.000015,0.000056,1.590543
roulette wheel,32,1,3.067459,75,50,rastrigin,3,0.000011,0.008005,0.006456,0.059780,1.547651
roulette wheel,20,1,3.851157,75,50,rastrigin,3,0.003410,0.230847,0.246334,0.368051,1.578530
roulette wheel,18,1,0.844971,75,50,rastrigin,3,0.000017,0.002165,0.001714,0.102248,1.598820
roulette wheel,16,1,0.623867,75,50,rastrigin,3,0.000034,0.004787,0.004160,0.029000,0.946427
roulette wheel,14,1,0.426977,75,50,rastrigin,3,0.000195,0.030844,0.029760,0.140980,0.957442
roulette wheel,30,1,0.251098,75,50,rastrigin,3,0.000010,0.132209,0.051414,0.411615,0.994508
roulette wheel,32,1,0.983370,75,50,rastrigin,3,0.000000,0.000020,0.000020,0.000258,1.013301
roulette wheel,24,1,0.270882,75,50,rastrigin,3,0.000015,0.055691,0.024767,0.395638,1.018631
roulette wheel,12,1,0.844971,75,50,rastrigin,3,0.000206,0.025160,0.026685,0.153372,1.068880
roulette wheel,28,1,1.672165,75,50,rastrigin,3,0.000000,0.000042,0.000042,0.000439,0.951620
roulette wheel,36,1,0.623867,75,50,rastrigin,3,0.000000,0.000079,0.000083,0.000997,1.155727
roulette wheel,12,1,2.635748,75,50,rastrigin,3,0.002838,0.307408,0.340716,0.369558,1.098797
roulette wheel,30,1,0.783257,75,50,rastrigin,3,0.000000,0.000113,0.000119,0.000785,1.025574
roulette wheel,22,1,0.578302,75,50,rastrigin,3,0.000000,0.000420,0.000446,0.002321,1.154629
roulette wheel,16,1,0.200000,75,50,rastrigin,3,0.001114,0.818250,1.057199,0.561047,0.981250
roulette wheel,14,1,1.331885,75,50,rastrigin,3,0.000004,0.003728,0.003664,0.014485,0.968276
roulette wheel,20,1,1.234608,75,50,rastrigin,3,0.000000,0.000043,0.000049,0.000884,1.505843
roulette wheel,30,1,2.443242,75,50,rastrigin,3,0.000029,0.001441,0.001683,0.005072,1.386484
roulette wheel,20,1,0.395792,75,50,rastrigin,3,0.000034,0.007738,0.006722,0.154434,1.560877
roulette wheel,24,1,0.844971,75,50,rastrigin,3,0.000000,0.000414,0.000312,0.031400,0.917543
roulette wheel,34,1,0.460619,75,50,rastrigin,3,0.000000,0.000434,0.000333,0.157060,1.818280
roulette wheel,12,1,0.303519,75,50,rastrigin,3,0.000135,0.392465,0.413999,0.470288,1.413994
roulette wheel,24,1,2.635748,75,50,rastrigin,3,0.000013,0.011366,0.011507,0.039084,1.541628
roulette wheel,26,1,3.569881,75,50,rastrigin,3,0.000050,0.072152,0.073253,0.274453,0.880138
roulette wheel,22,1,1.873636,75,50,rastrigin,3,0.000004,0.000644,0.000772,0.005045,0.921330
roulette wheel,14,1,0.443479,75,50,rastrigin,3,0.000191,0.042220,0.034171,0.253259,0.934924
roulette wheel,36,1,0.207730,75,50,rastrigin,3,0.000122,0.574125,0.995975,0.575336,1.029733
roulette wheel,16,1,0.647979,75,50,rastrigin,3,0.000071,0.003622,0.003906,0.016220,0.985558
roulette wheel,30,1,0.260802,75,50,rastrigin,3,0.000000,0.115788,0.027167,0.424672,0.993219
roulette wheel,28,1,0.536065,75,50,rastrigin,3,0.000002,0.000134,0.000125,0.001495,1.308480
roulette wheel,24,1,0.281351,75,50,rastrigin,3,0.000019,0.033978,0.018422,0.340470,0.853876
roulette wheel,38,1,0.292225,75,50,rastrigin,3,0.000000,0.025618,0.004470,0.417173,0.885250
roulette wheel,16,1,1.873636,75,50,rastrigin,3,0.000263,0.008133,0.008408,0.051098,1.322306
roulette wheel,26,1,1.144437,75,50,rastrigin,3,0.000000,0.000007,0.000008,0.000043,1.352552
