n_leaders,a_factor,c_factor,convergence,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
3,1.925946,2.747511,linear,150,50,rastrigin,3,0.000000,0.062185,0.000000,0.430829,1.410575
3,3.571927,0.433935,linear,150,50,rastrigin,3,0.000000,1.243697,1.492436,1.146363,1.023745
3,2.907255,0.433935,linear,150,50,rastrigin,3,0.000000,1.678991,1.989914,1.790924,1.241545
3,2.907255,5.748380,linear,150,50,rastrigin,3,0.000000,0.000000,0.000000,0.507330,1.386335
3,2.366266,0.360805,linear,150,50,rastrigin,3,0.000000,1.616852,1.989961,1.898262,0.823895
3,1.567562,0.907884,linear,150,50,rastrigin,3,0.000000,1.368068,1.989916,1.868693,0.907345
3,1.925946,0.360805,linear,150,50,rastrigin,3,0.994961,3.177313,4.477368,2.329711,0.911745
3,1.925946,0.521886,linear,150,50,rastrigin,3,0.994957,2.922689,2.984875,3.176115,0.887555
3,1.925946,8.314736,linear,150,50,rastrigin,3,0.000000,0.000000,0.000000,0.216846,1.301505
3,2.366266,1.899487,linear,150,50,rastrigin,3,0.000000,0.248739,0.000000,0.487428,1.100140
3,1.925946,0.907884,linear,150,50,rastrigin,3,0.000000,1.305882,1.492435,1.524430,0.871695
3,1.275867,0.754882,linear,150,50,rastrigin,3,0.994957,2.052103,1.989918,1.682625,1.650935
3,3.571927,1.313208,linear,150,50,rastrigin,3,0.000000,0.000000,0.000000,0.216846,0.911945
3,2.366266,10.000000,linear,150,50,rastrigin,3,0.000000,0.187235,0.000223,0.665288,0.891385
3,1.567562,1.579374,linear,150,50,rastrigin,3,0.000000,0.746218,0.994957,0.535801,0.863390
3,2.366266,1.091897,linear,150,50,rastrigin,3,0.000000,0.435294,0.994957,0.580155,1.088270
3,1.567562,2.747511,linear,150,50,rastrigin,3,0.000000,0.062185,0.000000,0.430829,1.094335
3,1.567562,3.974133,linear,150,50,rastrigin,3,0.000000,0.000000,0.000000,0.216846,2.393975
3,3.571927,2.284483,linear,150,50,rastrigin,3,0.000000,0.000000,0.000000,0.355271,1.077045
3,4.388561,1.579374,linear,150,50,rastrigin,3,0.000000,0.000000,0.000000,0.216846,0.991530
3,2.366266,5.748380,linear,150,50,rastrigin,3,0.000000,0.000000,0.000000,0.298487,1.117560
3,3.571927,0.300000,linear,150,50,rastrigin,3,0.994957,2.238657,1.989925,2.434600,1.596300
3,2.366266,0.433935,linear,150,50,rastrigin,3,0.000000,2.487397,2.984888,2.296499,1.184995
3,3.571927,3.974133,linear,150,50,rastrigin,3,0.000000,0.000000,0.000000,0.355271,1.256675
3,2.907255,1.313208,linear,150,50,rastrigin,3,0.000000,0.373109,0.497478,0.988719,0.865360
3,2.366266,0.627664,linear,150,50,rastrigin,3,0.994957,1.616806,1.989916,1.356942,0.820585
3,4.388561,0.521886,linear,150,50,rastrigin,3,0.000000,0.621848,0.994957,0.994958,0.875890
3,4.388561,0.300000,linear,150,50,rastrigin,3,0.000000,1.865546,1.989917,2.281905,0.968210
