selection,limit,mutation_dims,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
roulette wheel,75,2,75,50,rastrigin,3,0.000456,0.002116,0.002418,0.016161,0.888925
roulette wheel,75,3,75,50,rastrigin,3,0.000986,0.169591,0.192662,0.324300,0.908340
roulette wheel,75,1,75,50,rastrigin,3,0.000000,0.000009,0.000007,0.000057,1.106000
roulette wheel,105,1,75,50,rastrigin,3,0.000002,0.000011,0.000011,0.000047,1.008370
roulette wheel,80,2,75,50,rastrigin,3,0.000057,0.004535,0.005184,0.052137,1.237810
roulette wheel,80,3,75,50,rastrigin,3,0.022640,0.167480,0.218054,0.374822,0.934210
roulette wheel,85,1,75,50,rastrigin,3,0.000000,0.000008,0.000009,0.000022,0.869290
roulette wheel,85,2,75,50,rastrigin,3,0.000557,0.004991,0.004793,0.018932,0.884180
roulette wheel,85,3,75,50,rastrigin,3,0.002401,0.094093,0.071509,0.198105,1.038695
roulette wheel,95,1,75,50,rastrigin,3,0.000000,0.000006,0.000005,0.000048,0.974950
roulette wheel,90,3,75,50,rastrigin,3,0.002638,0.132889,0.127602,0.373100,1.148910
roulette wheel,95,2,75,50,rastrigin,3,0.000063,0.003161,0.003524,0.010246,1.035300
roulette wheel,110,3,75,50,rastrigin,3,0.013664,0.072199,0.096921,0.110608,1.553220
roulette wheel,95,3,75,50,rastrigin,3,0.009426,0.124907,0.143448,0.252068,1.049740
roulette wheel,100,1,75,50,rastrigin,3,0.000000,0.000006,0.000009,0.000033,0.971115
roulette wheel,90,2,75,50,rastrigin,3,0.000477,0.003752,0.003340,0.007383,1.510645
roulette wheel,100,3,75,50,rastrigin,3,0.002573,0.123921,0.118439,0.274650,1.111380
roulette wheel,80,1,75,50,rastrigin,3,0.000000,0.000003,0.000004,0.000012,1.101935
roulette wheel,105,2,75,50,rastrigin,3,0.000208,0.003589,0.003705,0.012480,1.021230
roulette wheel,110,2,75,50,rastrigin,3,0.000141,0.002604,0.001946,0.011924,0.991385
roulette wheel,110,1,75,50,rastrigin,3,0.000000,0.000006,0.000004,0.000026,1.008975
roulette wheel,90,1,75,50,rastrigin,3,0.000000,0.000005,0.000004,0.000019,0.988045
roulette wheel,115,1,75,50,rastrigin,3,0.000000,0.000010,0.000010,0.000025,0.973325
roulette wheel,100,2,75,50,rastrigin,3,0.000422,0.002136,0.002588,0.010040,1.325155
roulette wheel,115,3,75,50,rastrigin,3,0.009121,0.099604,0.101566,0.209842,1.133820
roulette wheel,105,3,75,50,rastrigin,3,0.004654,0.104907,0.129507,0.222197,1.445445
roulette wheel,115,2,75,50,rastrigin,3,0.000383,0.005034,0.004801,0.017920,1.518010
roulette wheel,140,1,75,50,rastrigin,3,0.000000,0.000006,0.000009,0.000019,0.984275
roulette wheel,125,2,75,50,rastrigin,3,0.000280,0.002995,0.002668,0.012242,1.113710
roulette wheel,120,1,75,50,rastrigin,3,0.000000,0.000007,0.000008,0.000126,0.999705
roulette wheel,130,1,75,50,rastrigin,3,0.000000,0.000010,0.000011,0.000019,1.110540
roulette wheel,135,3,75,50,rastrigin,3,0.010496,0.091853,0.112288,0.230333,0.973255
roulette wheel,130,3,75,50,rastrigin,3,0.020870,0.114884,0.089685,0.384244,1.403565
roulette wheel,120,2,75,50,rastrigin,3,0.000254,0.003329,0.002464,0.019357,0.948810
roulette wheel,130,2,75,50,rastrigin,3,0.000118,0.004655,0.004656,0.008076,1.646670
roulette wheel,125,3,75,50,rastrigin,3,0.015400,0.159300,0.197613,0.234056,1.251640
roulette wheel,145,1,75,50,rastrigin,3,0.000000,0.000007,0.000008,0.000071,1.017335
roulette wheel,140,2,75,50,rastrigin,3,0.000263,0.003828,0.003236,0.029704,1.089925
roulette wheel,145,2,75,50,rastrigin,3,0.000067,0.001834,0.002273,0.008740,1.058920
roulette wheel,135,1,75,50,rastrigin,3,0.000000,0.000008,0.000006,0.000027,1.310565
roulette wheel,125,1,75,50,rastrigin,3,0.000000,0.000006,0.000006,0.000041,1.599020
roulette wheel,135,2,75,50,rastrigin,3,0.000160,0.003334,0.002775,0.006819,1.311150
roulette wheel,150,1,75,50,rastrigin,3,0.000000,0.000015,0.000017,0.000345,1.000115
roulette wheel,145,3,75,50,rastrigin,3,0.000803,0.120524,0.149763,0.245536,1.110630
roulette wheel,120,3,75,50,rastrigin,3,0.001560,0.107941,0.094547,0.330704,1.753315
roulette wheel,150,3,75,50,rastrigin,3,0.004068,0.184474,0.277087,0.249104,1.204450
roulette wheel,140,3,75,50,rastrigin,3,0.000772,0.128179,0.181465,0.274752,1.396930
roulette wheel,150,2,75,50,rastrigin,3,0.000313,0.007892,0.006865,0.026261,1.350285
roulette wheel,165,1,75,50,rastrigin,3,0.000000,0.000008,0.000011,0.000015,0.885365
roulette wheel,160,1,75,50,rastrigin,3,0.000000,0.000005,0.000004,0.000018,0.917375
roulette wheel,155,2,75,50,rastrigin,3,0.000319,0.005654,0.006919,0.013711,1.029755
roulette wheel,160,2,75,50,rastrigin,3,0.000134,0.003255,0.003226,0.005840,1.003685
roulette wheel,160,3,75,50,rastrigin,3,0.004318,0.075525,0.062251,0.122497,1.056685
roulette wheel,155,1,75,50,rastrigin,3,0.000000,0.000007,0.000005,0.000019,1.299140
roulette wheel,165,3,75,50,rastrigin,3,0.001328,0.058107,0.071867,0.164325,1.010790
roulette wheel,155,3,75,50,rastrigin,3,0.006027,0.223796,0.220511,0.389609,1.305625
roulette wheel,170,2,75,50,rastrigin,3,0.000162,0.004510,0.004143,0.016548,0.915410
roulette wheel,170,3,75,50,rastrigin,3,0.013958,0.086634,0.071042,0.349633,0.944620
roulette wheel,170,1,75,50,rastrigin,3,0.000000,0.000006,0.000006,0.000041,1.007860
roulette wheel,175,1,75,50,rastrigin,3,0.000000,0.000007,0.000005,0.000033,0.972890
roulette wheel,165,2,75,50,rastrigin,3,0.000298,0.001841,0.001585,0.032897,1.306285
roulette wheel,175,2,75,50,rastrigin,3,0.000237,0.004951,0.003771,0.040758,1.000050
roulette wheel,180,1,75,50,rastrigin,3,0.000000,0.000006,0.000006,0.000022,0.942530
roulette wheel,175,3,75,50,rastrigin,3,0.012615,0.103569,0.106806,0.359684,1.194780
roulette wheel,180,2,75,50,rastrigin,3,0.000011,0.001449,0.001564,0.003420,0.998470
roulette wheel,185,1,75,50,rastrigin,3,0.000000,0.000005,0.000008,0.000014,0.980180
roulette wheel,185,2,75,50,rastrigin,3,0.000160,0.002445,0.002753,0.006347,0.997300
roulette wheel,190,2,75,50,rastrigin,3,0.000008,0.002929,0.003361,0.008853,0.917480
roulette wheel,185,3,75,50,rastrigin,3,0.013586,0.097718,0.103922,0.168968,1.041555
roulette wheel,180,3,75,50,rastrigin,3,0.003376,0.103712,0.110857,0.229272,1.191855
roulette wheel,190,1,75,50,rastrigin,3,0.000000,0.000006,0.000008,0.000071,1.153330
tournament 3,5,1,75,50,rastrigin,3,0.221741,0.622977,0.691566,0.388094,0.911190
roulette wheel,200,3,75,50,rastrigin,3,0.003706,0.094737,0.071441,0.333795,1.046685
roulette wheel,195,2,75,50,rastrigin,3,0.000385,0.002927,0.003151,0.004205,1.152845
roulette wheel,195,3,75,50,rastrigin,3,0.004822,0.069878,0.051497,0.150943,1.174660
roulette wheel,200,1,75,50,rastrigin,3,0.000000,0.000006,0.000007,0.000015,1.135230
roulette wheel,190,3,75,50,rastrigin,3,0.003298,0.054974,0.038438,0.245703,1.247195
tournament 3,5,3,75,50,rastrigin,3,0.296507,2.090572,2.265335,0.780078,1.216235
roulette wheel,195,1,75,50,rastrigin,3,0.000000,0.000005,0.000007,0.000022,0.970045
roulette wheel,200,2,75,50,rastrigin,3,0.000038,0.002300,0.002775,0.002697,1.346005
tournament 3,10,1,75,50,rastrigin,3,0.001259,0.065736,0.076954,0.216214,1.027985
tournament 3,10,2,75,50,rastrigin,3,0.126144,1.004004,1.176981,0.510095,1.026620
tournament 3,15,3,75,50,rastrigin,3,0.010914,1.024170,1.258001,0.684800,1.249155
tournament 3,10,3,75,50,rastrigin,3,0.116488,1.374751,1.670135,0.897230,1.166925
tournament 3,15,1,75,50,rastrigin,3,0.000090,0.002734,0.002253,0.006091,1.083635
tournament 3,20,1,75,50,rastrigin,3,0.000000,0.000189,0.000187,0.000516,0.923900
tournament 3,20,2,75,50,rastrigin,3,0.031828,0.141889,0.174129,0.276752,0.947720
tournament 3,25,2,75,50,rastrigin,3,0.011307,0.095067,0.125743,0.179955,1.018625
tournament 3,5,2,75,50,rastrigin,3,0.612112,1.564527,1.709444,0.502177,1.080040
tournament 3,20,3,75,50,rastrigin,3,0.189735,0.859065,1.156011,0.451545,1.149875
tournament 3,15,2,75,50,rastrigin,3,0.086998,0.497040,0.473818,0.439324,0.933230
tournament 3,30,1,75,50,rastrigin,3,0.000000,0.000010,0.000005,0.000124,0.911475
tournament 3,25,1,75,50,rastrigin,3,0.000000,0.000028,0.000029,0.000232,1.188940
tournament 3,30,2,75,50,rastrigin,3,0.001976,0.036823,0.037947,0.093093,0.996705
tournament 3,35,1,75,50,rastrigin,3,0.000000,0.000008,0.000003,0.000046,0.935170
tournament 3,25,3,75,50,rastrigin,3,0.047686,0.910292,1.175621,0.614807,1.045675
tournament 3,30,3,75,50,rastrigin,3,0.065401,0.608266,0.705759,0.516228,1.079100
tournament 3,45,1,75,50,rastrigin,3,0.000000,0.000006,0.000004,0.000020,0.799275
tournament 3,40,3,75,50,rastrigin,3,0.023930,0.359424,0.477968,0.399955,0.934020
tournament 3,35,3,75,50,rastrigin,3,0.071337,0.443326,0.506771,0.457913,1.088925
tournament 3,45,2,75,50,rastrigin,3,0.000153,0.006631,0.010077,0.225524,0.881970
tournament 3,35,2,75,50,rastrigin,3,0.000069,0.014902,0.016366,0.200671,1.140935
tournament 3,50,1,75,50,rastrigin,3,0.000000,0.000005,0.000008,0.000101,0.898415
tournament 3,40,1,75,50,rastrigin,3,0.000000,0.000006,0.000009,0.000020,1.183190
tournament 3,40,2,75,50,rastrigin,3,0.000557,0.011035,0.007605,0.041625,1.204265
tournament 3,55,1,75,50,rastrigin,3,0.000000,0.000003,0.000004,0.000024,0.801450
tournament 3,50,3,75,50,rastrigin,3,0.009449,0.286439,0.278864,0.345527,0.943595
tournament 3,55,2,75,50,rastrigin,3,0.000309,0.012434,0.016686,0.017995,0.850350
tournament 3,45,3,75,50,rastrigin,3,0.015387,0.312979,0.388180,0.353343,1.099235
tournament 3,50,2,75,50,rastrigin,3,0.000076,0.007773,0.009142,0.049113,1.105825
tournament 3,55,3,75,50,rastrigin,3,0.034391,0.166229,0.165840,0.355185,1.166460
tournament 3,60,1,75,50,rastrigin,3,0.000000,0.000005,0.000002,0.000054,1.141030
tournament 3,60,3,75,50,rastrigin,3,0.008596,0.127269,0.157122,0.414879,1.127405
tournament 3,60,2,75,50,rastrigin,3,0.000038,0.003545,0.002632,0.012769,1.167595
tournament 3,65,1,75,50,rastrigin,3,0.000000,0.000003,0.000004,0.000024,1.142490
tournament 3,65,2,75,50,rastrigin,3,0.000134,0.004582,0.003826,0.013915,1.132025
tournament 3,70,1,75,50,rastrigin,3,0.000000,0.000008,0.000008,0.000049,0.994520
tournament 3,75,1,75,50,rastrigin,3,0.000000,0.000004,0.000004,0.000010,0.910645
tournament 3,80,1,75,50,rastrigin,3,0.000000,0.000005,0.000005,0.000011,0.906480
tournament 3,65,3,75,50,rastrigin,3,0.006628,0.167406,0.188745,0.195934,1.180675
tournament 3,75,3,75,50,rastrigin,3,0.010061,0.206673,0.263888,0.228973,1.010905
tournament 3,70,2,75,50,rastrigin,3,0.000216,0.004914,0.006600,0.006544,1.240780
tournament 3,85,1,75,50,rastrigin,3,0.000000,0.000011,0.000010,0.000049,1.105590
tournament 3,90,2,75,50,rastrigin,3,0.000328,0.005479,0.004287,0.031553,1.236090
tournament 3,95,1,75,50,rastrigin,3,0.000000,0.000004,0.000005,0.000010,1.250110
tournament 3,85,2,75,50,rastrigin,3,0.000126,0.001945,0.002026,0.007497,1.121620
tournament 3,85,3,75,50,rastrigin,3,0.003689,0.080382,0.070909,0.235105,0.946245
tournament 3,80,3,75,50,rastrigin,3,0.004471,0.149344,0.203207,0.128431,1.307715
tournament 3,80,2,75,50,rastrigin,3,0.000793,0.004564,0.004793,0.027136,1.319860
tournament 3,70,3,75,50,rastrigin,3,0.043484,0.262757,0.283931,0.319274,0.943405
tournament 3,90,1,75,50,rastrigin,3,0.000000,0.000014,0.000015,0.000067,0.970990
tournament 3,95,2,75,50,rastrigin,3,0.000521,0.004889,0.004093,0.009570,0.943505
tournament 3,100,2,75,50,rastrigin,3,0.000061,0.004825,0.005700,0.025207,0.932160
tournament 3,90,3,75,50,rastrigin,3,0.006268,0.065978,0.079123,0.247796,1.102810
tournament 3,95,3,75,50,rastrigin,3,0.009237,0.073921,0.063585,0.240236,1.023470
tournament 3,100,1,75,50,rastrigin,3,0.000000,0.000006,0.000005,0.000076,1.041460
tournament 3,75,2,75,50,rastrigin,3,0.000118,0.003213,0.002713,0.008986,1.100150
tournament 3,105,1,75,50,rastrigin,3,0.000000,0.000007,0.000008,0.000043,0.947925
tournament 3,100,3,75,50,rastrigin,3,0.019575,0.123677,0.132294,0.277017,1.122210
tournament 3,105,2,75,50,rastrigin,3,0.000061,0.003126,0.003960,0.009836,1.024925
tournament 3,110,2,75,50,rastrigin,3,0.000547,0.003718,0.003303,0.007291,0.923750
tournament 3,105,3,75,50,rastrigin,3,0.009850,0.115268,0.107974,0.334148,1.101015
tournament 3,110,3,75,50,rastrigin,3,0.004206,0.073002,0.072212,0.329740,1.077845
tournament 3,120,1,75,50,rastrigin,3,0.000000,0.000007,0.000006,0.000017,0.958335
tournament 3,125,2,75,50,rastrigin,3,0.000101,0.003009,0.003274,0.010094,0.844125
tournament 3,115,3,75,50,rastrigin,3,0.004511,0.046128,0.048697,0.128395,1.068310
tournament 3,120,2,75,50,rastrigin,3,0.000063,0.002366,0.002037,0.007902,1.102690
tournament 3,120,3,75,50,rastrigin,3,0.002083,0.135141,0.163235,0.272829,1.151280
tournament 3,110,1,75,50,rastrigin,3,0.000000,0.000002,0.000002,0.000018,1.461535
tournament 3,125,3,75,50,rastrigin,3,0.000738,0.070014,0.070895,0.304986,0.968590
tournament 3,125,1,75,50,rastrigin,3,0.000000,0.000009,0.000012,0.000028,1.170815
tournament 3,115,1,75,50,rastrigin,3,0.000000,0.000006,0.000006,0.000047,1.474165
tournament 3,130,2,75,50,rastrigin,3,0.000088,0.003122,0.003230,0.007236,0.902300
tournament 3,130,1,75,50,rastrigin,3,0.000000,0.000005,0.000007,0.000190,0.969020
tournament 3,130,3,75,50,rastrigin,3,0.002552,0.087557,0.114876,0.215975,1.018145
tournament 3,135,1,75,50,rastrigin,3,0.000000,0.000009,0.000009,0.000050,1.125670
tournament 3,140,1,75,50,rastrigin,3,0.000000,0.000007,0.000008,0.000038,0.882725
tournament 3,135,2,75,50,rastrigin,3,0.000517,0.004773,0.003646,0.012169,1.199150
tournament 3,115,2,75,50,rastrigin,3,0.000038,0.002575,0.003081,0.005737,2.042040
tournament 3,140,3,75,50,rastrigin,3,0.008032,0.077361,0.084732,0.198876,0.965155
tournament 3,145,2,75,50,rastrigin,3,0.000917,0.005941,0.005930,0.009121,0.856745
tournament 3,145,1,75,50,rastrigin,3,0.000000,0.000005,0.000004,0.000024,0.981935
tournament 3,145,3,75,50,rastrigin,3,0.002640,0.047256,0.041491,0.200860,0.923070
tournament 3,150,1,75,50,rastrigin,3,0.000000,0.000005,0.000007,0.000019,0.911780
tournament 3,135,3,75,50,rastrigin,3,0.000629,0.110612,0.134847,0.241384,1.327265
tournament 3,155,3,75,50,rastrigin,3,0.000839,0.124546,0.118964,0.273919,0.896345
tournament 3,155,1,75,50,rastrigin,3,0.000000,0.000007,0.000007,0.000026,0.953890
tournament 3,165,1,75,50,rastrigin,3,0.000000,0.000003,0.000004,0.000012,1.240485
tournament 3,150,3,75,50,rastrigin,3,0.005676,0.075998,0.089932,0.128068,1.053790
tournament 3,150,2,75,50,rastrigin,3,0.000687,0.005419,0.004629,0.012472,1.089670
tournament 3,155,2,75,50,rastrigin,3,0.000214,0.001601,0.001447,0.017352,1.068615
tournament 3,160,1,75,50,rastrigin,3,0.000000,0.000005,0.000006,0.000057,1.091570
tournament 3,160,2,75,50,rastrigin,3,0.000187,0.002449,0.002939,0.007599,0.992650
tournament 3,165,2,75,50,rastrigin,3,0.000046,0.002184,0.002495,0.013532,1.082430
tournament 3,160,3,75,50,rastrigin,3,0.002502,0.069294,0.054656,0.377876,1.275345
tournament 3,140,2,75,50,rastrigin,3,0.000301,0.002705,0.002363,0.014332,1.155425
tournament 3,175,1,75,50,rastrigin,3,0.000000,0.000007,0.000007,0.000012,0.840035
tournament 3,165,3,75,50,rastrigin,3,0.003582,0.139024,0.167952,0.358675,1.086575
tournament 3,180,1,75,50,rastrigin,3,0.000000,0.000006,0.000006,0.000014,0.857025
tournament 3,170,2,75,50,rastrigin,3,0.000139,0.003159,0.001500,0.013242,1.034590
tournament 3,170,1,75,50,rastrigin,3,0.000000,0.000008,0.000006,0.000134,1.128110
tournament 3,175,2,75,50,rastrigin,3,0.000263,0.003072,0.004032,0.007576,1.026525
tournament 3,185,1,75,50,rastrigin,3,0.000000,0.000008,0.000008,0.000047,0.909670
tournament 3,180,2,75,50,rastrigin,3,0.000141,0.004609,0.006265,0.011819,1.032540
tournament 3,175,3,75,50,rastrigin,3,0.000097,0.144913,0.127808,0.383807,1.066335
tournament 3,185,3,75,50,rastrigin,3,0.004364,0.144625,0.194452,0.259846,0.885380
tournament 3,170,3,75,50,rastrigin,3,0.011358,0.100231,0.078758,0.319819,1.234690
tournament 3,190,2,75,50,rastrigin,3,0.000130,0.002864,0.002728,0.009482,0.942950
tournament 3,185,2,75,50,rastrigin,3,0.000206,0.003627,0.004237,0.009517,1.151190
tournament 3,180,3,75,50,rastrigin,3,0.008335,0.068284,0.093657,0.128636,1.308695
tournament 3,190,1,75,50,rastrigin,3,0.000000,0.000009,0.000009,0.000057,1.391650
tournament 3,195,1,75,50,rastrigin,3,0.000000,0.000005,0.000005,0.000019,0.898960
tournament 3,195,2,75,50,rastrigin,3,0.000206,0.002502,0.001993,0.004299,0.918995
tournament 3,200,1,75,50,rastrigin,3,0.000000,0.000006,0.000005,0.000022,1.040835
tournament 3,190,3,75,50,rastrigin,3,0.004906,0.080468,0.098651,0.314663,1.245575
tournament 3,195,3,75,50,rastrigin,3,0.003382,0.071370,0.051281,0.367749,1.201800
tournament 3,200,2,75,50,rastrigin,3,0.000011,0.010967,0.010523,0.013849,1.062775
tournament 5,15,1,75,50,rastrigin,3,0.000172,0.005660,0.004143,0.022328,0.861090
tournament 5,5,3,75,50,rastrigin,3,0.068718,1.791775,2.065068,0.778905,1.233535
tournament 5,15,3,75,50,rastrigin,3,0.308994,1.240200,1.511302,0.535961,0.973050
tournament 3,200,3,75,50,rastrigin,3,0.022678,0.114104,0.141994,0.240634,1.366645
tournament 5,10,2,75,50,rastrigin,3,0.255819,0.898382,1.130801,0.479174,1.186485
tournament 5,40,3,75,50,rastrigin,3,0.032501,0.518770,0.632407,0.448607,1.319365
tournament 5,5,1,75,50,rastrigin,3,0.008949,0.439013,0.496722,0.454063,1.393365
tournament 5,15,2,75,50,rastrigin,3,0.025261,0.446739,0.533472,0.274223,1.091930
tournament 5,10,3,75,50,rastrigin,3,0.199238,1.356962,1.801355,0.807986,1.168660
tournament 5,20,2,75,50,rastrigin,3,0.026390,0.308356,0.406284,0.274187,0.893755
tournament 5,5,2,75,50,rastrigin,3,0.164309,1.219720,1.478008,0.573335,1.514565
tournament 5,20,1,75,50,rastrigin,3,0.000008,0.000194,0.000192,0.001663,1.061000
tournament 5,20,3,75,50,rastrigin,3,0.513319,1.141326,1.193463,0.508885,1.078140
tournament 5,30,1,75,50,rastrigin,3,0.000000,0.000007,0.000003,0.000063,0.911015
tournament 5,25,2,75,50,rastrigin,3,0.042473,0.216344,0.296131,0.197861,1.084830
tournament 5,25,1,75,50,rastrigin,3,0.000004,0.000040,0.000050,0.000082,1.209725
tournament 5,30,2,75,50,rastrigin,3,0.010588,0.062725,0.073565,0.086642,0.929575
tournament 5,25,3,75,50,rastrigin,3,0.128063,1.060687,1.277863,0.524978,1.151135
tournament 5,40,1,75,50,rastrigin,3,0.000000,0.000001,0.000002,0.000010,0.832355
tournament 5,35,1,75,50,rastrigin,3,0.000000,0.000003,0.000004,0.000025,1.009450
tournament 5,10,1,75,50,rastrigin,3,0.010040,0.070113,0.069814,0.095995,0.936045
tournament 5,35,3,75,50,rastrigin,3,0.096857,0.599613,0.782197,0.543902,1.017015
tournament 5,30,3,75,50,rastrigin,3,0.098688,0.847473,1.173331,0.615737,1.128155
tournament 5,35,2,75,50,rastrigin,3,0.000248,0.043227,0.043534,0.077087,1.078885
tournament 5,40,2,75,50,rastrigin,3,0.000849,0.024710,0.032583,0.064534,1.078090
tournament 5,50,1,75,50,rastrigin,3,0.000000,0.000002,0.000004,0.000023,0.858645
tournament 5,45,1,75,50,rastrigin,3,0.000000,0.000002,0.000001,0.000018,1.084745
tournament 5,55,2,75,50,rastrigin,3,0.000187,0.005572,0.004066,0.013508,0.970140
tournament 5,45,2,75,50,rastrigin,3,0.000305,0.013268,0.008886,0.076333,1.387900
tournament 5,55,1,75,50,rastrigin,3,0.000000,0.000000,0.000000,0.000005,1.039470
tournament 5,50,3,75,50,rastrigin,3,0.001637,0.265613,0.279706,0.320565,1.063890
tournament 5,55,3,75,50,rastrigin,3,0.026602,0.408157,0.404767,0.530466,1.042235
tournament 5,45,3,75,50,rastrigin,3,0.003889,0.439445,0.640132,0.529082,1.409170
tournament 5,60,1,75,50,rastrigin,3,0.000000,0.000001,0.000001,0.000004,1.034760
tournament 5,85,3,75,50,rastrigin,3,0.006126,0.186856,0.152330,0.333840,1.326290
tournament 5,65,1,75,50,rastrigin,3,0.000000,0.000001,0.000000,0.000017,0.935445
tournament 5,60,2,75,50,rastrigin,3,0.000200,0.003787,0.002775,0.017241,1.139135
tournament 5,100,1,75,50,rastrigin,3,0.000000,0.000002,0.000002,0.000012,1.072920
tournament 5,65,3,75,50,rastrigin,3,0.004181,0.233376,0.192354,0.468185,0.963790
tournament 5,70,1,75,50,rastrigin,3,0.000000,0.000001,0.000001,0.000004,0.965490
tournament 5,100,2,75,50,rastrigin,3,0.000008,0.001120,0.000743,0.002847,1.059270
tournament 5,75,1,75,50,rastrigin,3,0.000000,0.000002,0.000002,0.000011,1.002720
tournament 5,70,2,75,50,rastrigin,3,0.000082,0.001489,0.001356,0.005421,1.122430
tournament 5,70,3,75,50,rastrigin,3,0.004509,0.281929,0.317893,0.333051,1.139750
tournament 5,80,2,75,50,rastrigin,3,0.000229,0.002147,0.001877,0.015375,0.878850
tournament 5,75,3,75,50,rastrigin,3,0.000443,0.126199,0.136696,0.368993,0.922780
tournament 5,85,1,75,50,rastrigin,3,0.000000,0.000000,0.000000,0.000002,0.872430
tournament 5,75,2,75,50,rastrigin,3,0.000235,0.003398,0.001726,0.014490,1.006880
tournament 5,80,1,75,50,rastrigin,3,0.000000,0.000002,0.000002,0.000013,1.010070
tournament 5,50,2,75,50,rastrigin,3,0.001577,0.007101,0.006254,0.034261,0.959950
tournament 5,80,3,75,50,rastrigin,3,0.003471,0.203904,0.214096,0.334649,1.132375
tournament 5,85,2,75,50,rastrigin,3,0.000412,0.002305,0.002444,0.028910,1.078495
tournament 5,90,1,75,50,rastrigin,3,0.000000,0.000001,0.000001,0.000003,1.015590
